,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,3,3,1.0,100%,14.67,14.67,44,3,4.89,4.89,3.67,3.67
Armure d'Obsidienne,Obsidian Battle Plate,2,3,0.67,67%,20.0,13.33,40,2,10.0,6.67,6.67,4.44
Mental d'Acier,Steel Aura,2,3,0.67,67%,18.0,12.0,36,2,9.0,6.0,6.0,4.0
Faux,Scythe,3,3,1.0,100%,11.67,11.67,35,3,3.89,3.89,2.92,2.92
Faux Parfaite,Perfect Scythe,2,3,0.67,67%,15.0,10.0,30,0,Gratuit,Gratuit,15.0,10.0
Marteau Collecteur,Collecting Hammer,2,3,0.67,67%,14.0,9.33,28,2,7.0,4.67,4.67,3.11
Gantelet Impérieux,Imperious Gauntlet,1,3,0.33,33%,22.0,7.33,22,1,22.0,7.33,11.0,3.67
Chasseur d'Âmes,Soul Hunter,1,3,0.33,33%,20.0,6.67,20,1,20.0,6.67,10.0,3.33
Marteleur précis,Precise Hammer,1,3,0.33,33%,18.0,6.0,18,1,18.0,6.0,9.0,3.0
Aveuglement,Incapacitor,3,3,1.0,100%,4.0,4.0,12,3,1.33,1.33,1.0,1.0
Totem du Gardien,Guardian Totem,3,3,1.0,100%,3.67,3.67,11,3,1.22,1.22,0.92,0.92
Lame Affutée,Sharp Blade,2,3,0.67,67%,3.0,2.0,6,3,1.0,0.67,0.75,0.5
Esprit de l'Écuyer,Spirit of the Squire,1,3,0.33,33%,3.0,1.0,3,3,1.0,0.33,0.75,0.25
