,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,30,30,1.0,100%,15.97,15.97,479,3,5.32,5.32,3.99,3.99
Armure d'Obsidienne,Obsidian Battle Plate,20,30,0.67,67%,20.0,13.33,400,2,10.0,6.67,6.67,4.44
Faux,Scythe,30,30,1.0,100%,12.93,12.93,388,3,4.31,4.31,3.23,3.23
Marteau Collecteur,Collecting Hammer,18,30,0.6,60%,15.17,9.1,273,2,7.58,4.55,5.06,3.03
Faux Parfaite,Perfect Scythe,14,30,0.47,47%,15.0,7.0,210,0,Gratuit,Gratuit,15.0,7.0
Ascension Divine,Divine Ascent,8,30,0.27,27%,25.0,6.67,200,3,8.33,2.22,6.25,1.67
Sabre Versatile,Versatil Saber,11,30,0.37,37%,18.0,6.6,198,1,18.0,6.6,9.0,3.3
Lame Affutée,Sharp Blade,23,30,0.77,77%,8.35,6.4,192,3,2.78,2.13,2.09,1.6
Esprit de l'Écuyer,Spirit of the Squire,24,30,0.8,80%,8.0,6.4,192,3,2.67,2.13,2.0,1.6
Hache Frénétique,Berseker Ax,12,30,0.4,40%,16.0,6.4,192,2,8.0,3.2,5.33,2.13
Mental d'Acier,Steel Aura,8,30,0.27,27%,18.0,4.8,144,2,9.0,2.4,6.0,1.6
Marteleur précis,Precise Hammer,8,30,0.27,27%,18.0,4.8,144,1,18.0,4.8,9.0,2.4
Armure d'Immortel,Immortal Breastplate,7,30,0.23,23%,20.0,4.67,140,1,20.0,4.67,10.0,2.33
Chasseur d'Âmes,Soul Hunter,7,30,0.23,23%,20.0,4.67,140,1,20.0,4.67,10.0,2.33
Gantelet Impérieux,Imperious Gauntlet,6,30,0.2,20%,22.0,4.4,132,1,22.0,4.4,11.0,2.2
Totem du Gardien,Guardian Totem,28,30,0.93,93%,4.57,4.27,128,3,1.52,1.42,1.14,1.07
Épée Obscure,Swords of Darkness,6,30,0.2,20%,20.0,4.0,120,1,20.0,4.0,10.0,2.0
Explosion Arcanique,Arcane Explosive,9,30,0.3,30%,12.0,3.6,108,1,12.0,3.6,6.0,1.8
Assistance Divine,Sacred Help,5,30,0.17,17%,20.0,3.33,100,2,10.0,1.67,6.67,1.11
Aveuglement,Incapacitor,21,30,0.7,70%,4.71,3.3,99,3,1.57,1.1,1.18,0.82
Aura Légendaire,Legend Aura,2,30,0.07,7%,40.0,2.67,80,3,13.33,0.89,10.0,0.67
Danse Macabre,Dance of Death,8,30,0.27,27%,10.0,2.67,80,1,10.0,2.67,5.0,1.33
Coup de Mort,Death Helper,6,30,0.2,20%,13.0,2.6,78,1,13.0,2.6,6.5,1.3
Soif de Sang,Thirsty Dagger,4,30,0.13,13%,15.0,2.0,60,0,Gratuit,Gratuit,15.0,2.0
Adrénaline Arcanique,Arcane Adrenaline,3,30,0.1,10%,16.0,1.6,48,1,16.0,1.6,8.0,0.8
Elan de Fureur,Rampage Momentum,3,30,0.1,10%,15.0,1.5,45,1,15.0,1.5,7.5,0.75
Enchaînement Éclair,Unstoppable Lightning,2,30,0.07,7%,22.0,1.47,44,2,11.0,0.73,7.33,0.49
Le Marionnettiste,The Puppeteer,2,30,0.07,7%,20.0,1.33,40,2,10.0,0.67,6.67,0.44
Lame Insatiable,Fast Furious Blade,2,30,0.07,7%,18.0,1.2,36,2,9.0,0.6,6.0,0.4
Esprit omniprésent,Omnipresent Spirit,2,30,0.07,7%,18.0,1.2,36,2,9.0,0.6,6.0,0.4
Force Divine,Divine Impetu,2,30,0.07,7%,15.0,1.0,30,0,Gratuit,Gratuit,15.0,1.0
Épé Sainte,Holy Sword,2,30,0.07,7%,15.0,1.0,30,0,Gratuit,Gratuit,15.0,1.0
Faux Assoiffées,Thirsty Scythes,1,30,0.03,3%,25.0,0.83,25,3,8.33,0.28,6.25,0.21
Œil de Lynx,Hawk's Eye,3,30,0.1,10%,8.0,0.8,24,0,Gratuit,Gratuit,8.0,0.8
Parchemin Secret,Secret Scroll,1,30,0.03,3%,18.0,0.6,18,2,9.0,0.3,6.0,0.2
Masse Colossale,Colossal Mace,1,30,0.03,3%,15.0,0.5,15,0,Gratuit,Gratuit,15.0,0.5
Griffes Sauvages,Wild Claw,5,30,0.17,17%,1.2,0.2,6,3,0.4,0.07,0.3,0.05
