,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Faux,Scythe,16,16,1.0,100%,17.31,17.31,277,3,5.77,5.77,4.33,4.33
Totem Équivalent,Equivalent Totem,16,16,1.0,100%,17.31,17.31,277,2,8.65,8.65,5.77,5.77
Ascension Divine,Divine Ascent,10,16,0.62,62%,25.0,15.62,250,3,8.33,5.21,6.25,3.9
Marteau Collecteur,Collecting Hammer,13,16,0.81,81%,17.38,14.12,226,2,8.69,7.06,5.79,4.71
Hache Frénétique,Berseker Ax,16,16,1.0,100%,14.0,14.0,224,2,7.0,7.0,4.67,4.67
Économe Sagesse du Trésorier,Treasurer's Wisdom,11,16,0.69,69%,17.0,11.69,187,2,8.5,5.84,5.67,3.9
Assistance Divine,Sacred Help,9,16,0.56,56%,20.0,11.25,180,2,10.0,5.62,6.67,3.75
Faux Assoiffées,Thirsty Scythes,7,16,0.44,44%,25.0,10.94,175,3,8.33,3.65,6.25,2.73
Lame Affutée,Sharp Blade,13,16,0.81,81%,12.92,10.5,168,3,4.31,3.5,3.23,2.62
Lame Insatiable,Fast Furious Blade,10,16,0.62,62%,16.0,10.0,160,2,8.0,5.0,5.33,3.33
Faux Parfaite,Perfect Scythe,10,16,0.62,62%,15.0,9.38,150,0,Gratuit,Gratuit,15.0,9.38
Parchemin Secret,Secret Scroll,8,16,0.5,50%,18.0,9.0,144,2,9.0,4.5,6.0,3.0
Armure d'Obsidienne,Obsidian Battle Plate,7,16,0.44,44%,20.0,8.75,140,2,10.0,4.38,6.67,2.92
Explosion Arcanique,Arcane Explosive,11,16,0.69,69%,12.0,8.25,132,1,12.0,8.25,6.0,4.12
Esprit de l'Écuyer,Spirit of the Squire,14,16,0.88,88%,8.36,7.31,117,3,2.79,2.44,2.09,1.83
Marteleur précis,Precise Hammer,6,16,0.38,38%,18.0,6.75,108,1,18.0,6.75,9.0,3.38
Esprit Guerrier,Spirit of the Warrior,6,16,0.38,38%,16.0,6.0,96,1,16.0,6.0,8.0,3.0
Chasseresse d'Âmes,Huntress of Souls,5,16,0.31,31%,19.0,5.94,95,1,19.0,5.94,9.5,2.97
Masse Colossale,Colossal Mace,7,16,0.44,44%,13.29,5.81,93,0,Gratuit,Gratuit,13.29,5.81
Gantelet Impérieux,Imperious Gauntlet,3,16,0.19,19%,30.0,5.62,90,1,30.0,5.62,15.0,2.81
Tombeau Rocheux,Rock Tomb,9,16,0.56,56%,10.0,5.62,90,1,10.0,5.62,5.0,2.81
Aveuglement,Incapacitor,14,16,0.88,88%,6.21,5.44,87,3,2.07,1.81,1.55,1.36
Griffes Démoniaques,Demon Claws,5,16,0.31,31%,17.0,5.31,85,1,17.0,5.31,8.5,2.65
Coup de Mort,Death Helper,7,16,0.44,44%,12.14,5.31,85,1,12.14,5.31,6.07,2.65
Épée Obscure,Swords of Darkness,5,16,0.31,31%,17.0,5.31,85,1,17.0,5.31,8.5,2.65
Couronne du Roi Nain,Crown of the Dwarf King,6,16,0.38,38%,13.0,4.88,78,0,Gratuit,Gratuit,13.0,4.88
Enchaînement Éclair,Unstoppable Lightning,4,16,0.25,25%,18.0,4.5,72,1,18.0,4.5,9.0,2.25
Sabre Versatile,Versatil Saber,6,16,0.38,38%,11.0,4.12,66,1,11.0,4.12,5.5,2.06
Armure d'Immortel,Immortal Breastplate,4,16,0.25,25%,15.5,3.88,62,1,15.5,3.88,7.75,1.94
Pillard Féroce,Savage Looter,3,16,0.19,19%,20.0,3.75,60,1,20.0,3.75,10.0,1.88
Elan de Fureur,Rampage Momentum,4,16,0.25,25%,15.0,3.75,60,2,7.5,1.88,5.0,1.25
Danse Macabre,Dance of Death,7,16,0.44,44%,8.0,3.5,56,1,8.0,3.5,4.0,1.75
Mental d'Acier,Steel Aura,3,16,0.19,19%,18.0,3.38,54,2,9.0,1.69,6.0,1.13
Totem du Gardien,Guardian Totem,11,16,0.69,69%,4.73,3.25,52,3,1.58,1.08,1.18,0.81
Chasseur d'Âmes,Soul Hunter,3,16,0.19,19%,15.0,2.81,45,1,15.0,2.81,7.5,1.41
Œil de Lynx,Hawk's Eye,5,16,0.31,31%,8.8,2.75,44,0,Gratuit,Gratuit,8.8,2.75
Désintégrateur Magnétique,Magnetic Disintegrator,4,16,0.25,25%,11.0,2.75,44,0,Gratuit,Gratuit,11.0,2.75
Griffes Sauvages,Wild Claw,12,16,0.75,75%,3.5,2.62,42,3,1.17,0.87,0.88,0.66
Le Marionnettiste,The Puppeteer,2,16,0.12,12%,20.0,2.5,40,2,10.0,1.25,6.67,0.83
Aura Légendaire,Legend Aura,1,16,0.06,6%,40.0,2.5,40,3,13.33,0.83,10.0,0.62
Épé Sainte,Holy Sword,4,16,0.25,25%,10.0,2.5,40,0,Gratuit,Gratuit,10.0,2.5
Force Divine,Divine Impetu,3,16,0.19,19%,12.33,2.31,37,0,Gratuit,Gratuit,12.33,2.31
Esprit omniprésent,Omnipresent Spirit,2,16,0.12,12%,18.0,2.25,36,2,9.0,1.12,6.0,0.75
Décharge Élémentaire,Elemental Discharge,2,16,0.12,12%,18.0,2.25,36,1,18.0,2.25,9.0,1.12
Être de Lumière,Being of Light,2,16,0.12,12%,18.0,2.25,36,1,18.0,2.25,9.0,1.12
Soif de Sang,Thirsty Dagger,2,16,0.12,12%,15.0,1.88,30,0,Gratuit,Gratuit,15.0,1.88
Bâton de Conquête,Conquering Staff,1,16,0.06,6%,24.0,1.5,24,2,12.0,0.75,8.0,0.5
Amulette Omnisciente,Omnipresent Amulet,1,16,0.06,6%,11.0,0.69,11,0,Gratuit,Gratuit,11.0,0.69
