,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Perce-Écailles,Scale Tearer,11,11,1.0,100%,17.09,17.09,188,3,5.7,5.7,4.27,4.27
Marteau Conquérant,Conquest Hammer,8,11,0.73,73%,22.0,16.0,176,3,7.33,5.33,5.5,4.0
Esprit de la Faille,Spirit of the Rift,8,11,0.73,73%,21.88,15.91,175,2,10.94,7.96,7.29,5.3
Masque du Baron,Baron' s Mask,8,11,0.73,73%,21.25,15.45,170,2,10.62,7.72,7.08,5.15
Marteau Dévastateur,Destroyer Hammer,11,11,1.0,100%,14.91,14.91,164,2,7.46,7.46,4.97,4.97
Âme de Dragon Élémentaire,Elemental Dragon Soul,6,11,0.55,55%,25.0,13.64,150,1,25.0,13.64,12.5,6.82
Chasse au Gros,Big Worm Hunter,8,11,0.73,73%,17.0,12.36,136,3,5.67,4.12,4.25,3.09
Protection Royale,Royal Protector,8,11,0.73,73%,17.0,12.36,136,1,17.0,12.36,8.5,6.18
Écailles Magiques,Magic Scales,6,11,0.55,55%,20.83,11.36,125,2,10.41,5.68,6.94,3.79
L'Oeil du Héraut,Eye of the Void,10,11,0.91,91%,12.4,11.27,124,0,Gratuit,Gratuit,12.4,11.27
Poigne d'Or,Golden Force,5,11,0.45,45%,23.0,10.45,115,1,23.0,10.45,11.5,5.22
Première Ligne,First Line,11,11,1.0,100%,8.0,8.0,88,0,Gratuit,Gratuit,8.0,8.0
Gardien Sous-terrain,Underworld Guardian,5,11,0.45,45%,15.0,6.82,75,1,15.0,6.82,7.5,3.41
Sceau Profanateur,Seal of Desecration,8,11,0.73,73%,9.0,6.55,72,2,4.5,3.27,3.0,2.18
Frappes Éclair,Light Swords,5,11,0.45,45%,12.0,5.45,60,0,Gratuit,Gratuit,12.0,5.45
Folie Meurtrière,Killer Momentum,1,11,0.09,9%,30.0,2.73,30,0,Gratuit,Gratuit,30.0,2.73
