,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Perce-Écailles,Scale Tearer,7,9,0.78,78%,13.29,10.33,93,3,4.43,3.44,3.32,2.58
Esprit de la Faille,Spirit of the Rift,4,9,0.44,44%,20.0,8.89,80,2,10.0,4.45,6.67,2.96
Marteau Dévastateur,Destroyer Hammer,9,9,1.0,100%,8.89,8.89,80,2,4.45,4.45,2.96,2.96
Marteau Conquérant,Conquest Hammer,3,9,0.33,33%,22.0,7.33,66,3,7.33,2.44,5.5,1.83
Masque du Baron,Baron' s Mask,3,9,0.33,33%,21.67,7.22,65,2,10.84,3.61,7.22,2.41
Écailles Magiques,Magic Scales,3,9,0.33,33%,20.0,6.67,60,2,10.0,3.33,6.67,2.22
L'Oeil du Héraut,Eye of the Void,4,9,0.44,44%,14.0,6.22,56,0,Gratuit,Gratuit,14.0,6.22
Chasse au Gros,Big Worm Hunter,3,9,0.33,33%,18.67,6.22,56,3,6.22,2.07,4.67,1.55
Protection Royale,Royal Protector,3,9,0.33,33%,17.0,5.67,51,1,17.0,5.67,8.5,2.83
Âme de Dragon Élémentaire,Elemental Dragon Soul,2,9,0.22,22%,25.0,5.56,50,1,25.0,5.56,12.5,2.78
Sceau Profanateur,Seal of Desecration,3,9,0.33,33%,16.0,5.33,48,2,8.0,2.67,5.33,1.78
Première Ligne,First Line,5,9,0.56,56%,8.0,4.44,40,0,Gratuit,Gratuit,8.0,4.44
Gardien Sous-terrain,Underworld Guardian,2,9,0.22,22%,15.0,3.33,30,1,15.0,3.33,7.5,1.67
Frappes Éclair,Light Swords,1,9,0.11,11%,12.0,1.33,12,0,Gratuit,Gratuit,12.0,1.33
