,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,27,27,1.0,100%,14.11,14.11,381,3,4.7,4.7
Armure d'Obsidienne,Obsidian Battle Plate,14,27,0.52,52%,20.0,10.37,280,2,10.0,5.18
Hache Frénétique,Berseker Ax,17,27,0.63,63%,14.0,8.81,238,2,7.0,4.41
Aveuglement,Incapacitor,24,27,0.89,89%,9.88,8.78,237,3,3.29,2.93
Lame Affutée,Sharp Blade,21,27,0.78,78%,9.86,7.67,207,3,3.29,2.56
Économe Sagesse du Trésorier,Treasurer's Wisdom,12,27,0.44,44%,17.0,7.56,204,2,8.5,3.78
Esprit de l'Écuyer,Spirit of the Squire,23,27,0.85,85%,8.35,7.11,192,3,2.78,2.37
Assistance Divine,Sacred Help,8,27,0.3,30%,20.0,5.93,160,2,10.0,2.96
Armure d'Immortel,Immortal Breastplate,10,27,0.37,37%,14.0,5.19,140,1,14.0,5.19
Totem du Gardien,Guardian Totem,27,27,1.0,100%,4.89,4.89,132,3,1.63,1.63
Explosion Arcanique,Arcane Explosive,11,27,0.41,41%,12.0,4.89,132,1,12.0,4.89
Sabre Versatile,Versatil Saber,12,27,0.44,44%,11.0,4.89,132,1,11.0,4.89
Ascension Divine,Divine Ascent,5,27,0.19,19%,25.0,4.63,125,3,8.33,1.54
Épée Obscure,Swords of Darkness,7,27,0.26,26%,15.0,3.89,105,1,15.0,3.89
Esquive Salvatrice,Evasive Protection,6,27,0.22,22%,15.0,3.33,90,0,Gratuit,Gratuit
Tombeau Rocheux,Rock Tomb,9,27,0.33,33%,10.0,3.33,90,1,10.0,3.33
Mental d'Acier,Steel Aura,5,27,0.19,19%,18.0,3.33,90,2,9.0,1.67
Destruction Royale,Royal Destroyer,8,27,0.3,30%,11.0,3.26,88,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,8,27,0.3,30%,11.0,3.26,88,0,Gratuit,Gratuit
Faux Assoiffées,Thirsty Scythes,3,27,0.11,11%,25.0,2.78,75,3,8.33,0.93
Danse Macabre,Dance of Death,9,27,0.33,33%,8.0,2.67,72,1,8.0,2.67
Épées Jumelles,Twin Swords,7,27,0.26,26%,10.0,2.59,70,1,10.0,2.59
Chasseur d'Âmes,Soul Hunter,4,27,0.15,15%,15.0,2.22,60,1,15.0,2.22
Coup de Mort,Death Helper,6,27,0.22,22%,10.0,2.22,60,1,10.0,2.22
Glaive Vindicatif,Large Sword of Hate,3,27,0.11,11%,20.0,2.22,60,1,20.0,2.22
Bâton Élémentaire,Earthly Staff,4,27,0.15,15%,15.0,2.22,60,0,Gratuit,Gratuit
Parchemin Secret,Secret Scroll,3,27,0.11,11%,18.0,2.0,54,2,9.0,1.0
Marteleur précis,Precise Hammer,3,27,0.11,11%,18.0,2.0,54,1,18.0,2.0
Lame Insatiable,Fast Furious Blade,3,27,0.11,11%,16.0,1.78,48,2,8.0,0.89
Frappe Chirurgicale,Accurate Sword,3,27,0.11,11%,16.0,1.78,48,1,16.0,1.78
Griffes Sauvages,Wild Claw,22,27,0.81,81%,2.18,1.78,48,3,0.73,0.59
Œil de Lynx,Hawk's Eye,6,27,0.22,22%,8.0,1.78,48,0,Gratuit,Gratuit
Esprit Guerrier,Spirit of the Warrior,3,27,0.11,11%,16.0,1.78,48,1,16.0,1.78
Soif de Sang,Thirsty Dagger,3,27,0.11,11%,15.0,1.67,45,0,Gratuit,Gratuit
Elan de Fureur,Rampage Momentum,3,27,0.11,11%,15.0,1.67,45,2,7.5,0.83
Masse Colossale,Colossal Mace,4,27,0.15,15%,11.0,1.63,44,0,Gratuit,Gratuit
Le Croque-mort,The Undertaker,3,27,0.11,11%,14.0,1.56,42,1,14.0,1.56
Épé Sainte,Holy Sword,4,27,0.15,15%,10.0,1.48,40,0,Gratuit,Gratuit
Être de Lumière,Being of Light,2,27,0.07,7%,18.0,1.33,36,1,18.0,1.33
Lance Doublée,Dual Spear,4,27,0.15,15%,8.0,1.19,32,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,2,27,0.07,7%,15.0,1.11,30,2,7.5,0.56
Triple Météore,Trimeteor,1,27,0.04,4%,30.0,1.11,30,0,Gratuit,Gratuit
Couronne du Roi Nain,Crown of the Dwarf King,2,27,0.07,7%,13.0,0.96,26,0,Gratuit,Gratuit
Bâton de Conquête,Conquering Staff,1,27,0.04,4%,24.0,0.89,24,2,12.0,0.45
Force Divine,Divine Impetu,2,27,0.07,7%,11.0,0.81,22,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,1,27,0.04,4%,20.0,0.74,20,0,Gratuit,Gratuit
Chasseresse d'Âmes,Huntress of Souls,1,27,0.04,4%,19.0,0.7,19,1,19.0,0.7
Le Traqueur,The Stalker,1,27,0.04,4%,18.0,0.67,18,3,6.0,0.22
Esprit omniprésent,Omnipresent Spirit,1,27,0.04,4%,18.0,0.67,18,2,9.0,0.34
Griffes Démoniaques,Demon Claws,1,27,0.04,4%,17.0,0.63,17,1,17.0,0.63
Adrénaline Arcanique,Arcane Adrenaline,1,27,0.04,4%,16.0,0.59,16,1,16.0,0.59
Masse de Siège,Siege Mace,1,27,0.04,4%,16.0,0.59,16,0,Gratuit,Gratuit
