,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,26,26,1.0,100%,14.62,14.62,380,3,4.87,4.87
Armure d'Obsidienne,Obsidian Battle Plate,14,26,0.54,54%,20.0,10.77,280,2,10.0,5.38
Aveuglement,Incapacitor,24,26,0.92,92%,11.38,10.5,273,3,3.79,3.5
Ascension Divine,Divine Ascent,9,26,0.35,35%,25.0,8.65,225,3,8.33,2.88
Économe Sagesse du Trésorier,Treasurer's Wisdom,13,26,0.5,50%,17.0,8.5,221,2,8.5,4.25
Esprit de l'Écuyer,Spirit of the Squire,24,26,0.92,92%,8.0,7.38,192,3,2.67,2.46
Hache Frénétique,Berseker Ax,13,26,0.5,50%,14.0,7.0,182,2,7.0,3.5
Lame Affutée,Sharp Blade,19,26,0.73,73%,8.68,6.35,165,3,2.89,2.12
Assistance Divine,Sacred Help,7,26,0.27,27%,20.0,5.38,140,2,10.0,2.69
Faux Assoiffées,Thirsty Scythes,5,26,0.19,19%,25.0,4.81,125,3,8.33,1.6
Mental d'Acier,Steel Aura,6,26,0.23,23%,18.0,4.15,108,2,9.0,2.08
Explosion Arcanique,Arcane Explosive,9,26,0.35,35%,12.0,4.15,108,1,12.0,4.15
Totem du Gardien,Guardian Totem,26,26,1.0,100%,3.88,3.88,101,3,1.29,1.29
Instinct Sanguinaire,Bloody Instinct,6,26,0.23,23%,15.0,3.46,90,2,7.5,1.73
Sabre Versatile,Versatil Saber,8,26,0.31,31%,11.0,3.38,88,1,11.0,3.38
Tombeau Rocheux,Rock Tomb,8,26,0.31,31%,10.0,3.08,80,1,10.0,3.08
Lame Insatiable,Fast Furious Blade,5,26,0.19,19%,16.0,3.08,80,2,8.0,1.54
Marteleur précis,Precise Hammer,4,26,0.15,15%,18.0,2.77,72,1,18.0,2.77
Glaive Vindicatif,Large Sword of Hate,3,26,0.12,12%,20.0,2.31,60,1,20.0,2.31
Elan de Fureur,Rampage Momentum,4,26,0.15,15%,15.0,2.31,60,2,7.5,1.16
Le Marionnettiste,The Puppeteer,3,26,0.12,12%,20.0,2.31,60,2,10.0,1.16
Armure d'Immortel,Immortal Breastplate,4,26,0.15,15%,14.0,2.15,56,1,14.0,2.15
Griffes Sauvages,Wild Claw,21,26,0.81,81%,2.57,2.08,54,3,0.86,0.69
Parchemin Secret,Secret Scroll,3,26,0.12,12%,18.0,2.08,54,2,9.0,1.04
Masse de Siège,Siege Mace,3,26,0.12,12%,16.0,1.85,48,0,Gratuit,Gratuit
Frappe Chirurgicale,Accurate Sword,3,26,0.12,12%,16.0,1.85,48,1,16.0,1.85
Œil de Lynx,Hawk's Eye,6,26,0.23,23%,8.0,1.85,48,0,Gratuit,Gratuit
Esquive Salvatrice,Evasive Protection,3,26,0.12,12%,15.0,1.73,45,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,3,26,0.12,12%,15.0,1.73,45,1,15.0,1.73
Masse Colossale,Colossal Mace,4,26,0.15,15%,11.0,1.69,44,0,Gratuit,Gratuit
Aura Légendaire,Legend Aura,1,26,0.04,4%,40.0,1.54,40,3,13.33,0.51
Pillard Féroce,Savage Looter,2,26,0.08,8%,20.0,1.54,40,1,20.0,1.54
Coup de Mort,Death Helper,4,26,0.15,15%,10.0,1.54,40,1,10.0,1.54
Danse Macabre,Dance of Death,5,26,0.19,19%,8.0,1.54,40,1,8.0,1.54
Esprit Guerrier,Spirit of the Warrior,2,26,0.08,8%,16.0,1.23,32,1,16.0,1.23
Bâton Élémentaire,Earthly Staff,2,26,0.08,8%,15.0,1.15,30,0,Gratuit,Gratuit
Épées Jumelles,Twin Swords,3,26,0.12,12%,10.0,1.15,30,1,10.0,1.15
Soif de Sang,Thirsty Dagger,2,26,0.08,8%,15.0,1.15,30,0,Gratuit,Gratuit
Le Croque-mort,The Undertaker,2,26,0.08,8%,14.0,1.08,28,1,14.0,1.08
Bâton de Conquête,Conquering Staff,1,26,0.04,4%,24.0,0.92,24,2,12.0,0.46
Lance Doublée,Dual Spear,3,26,0.12,12%,8.0,0.92,24,0,Gratuit,Gratuit
Esprit omniprésent,Omnipresent Spirit,1,26,0.04,4%,18.0,0.69,18,2,9.0,0.34
Être de Lumière,Being of Light,1,26,0.04,4%,18.0,0.69,18,1,18.0,0.69
Enchaînement Éclair,Unstoppable Lightning,1,26,0.04,4%,18.0,0.69,18,1,18.0,0.69
Adrénaline Arcanique,Arcane Adrenaline,1,26,0.04,4%,16.0,0.62,16,1,16.0,0.62
Chasseur d'Âmes,Soul Hunter,1,26,0.04,4%,15.0,0.58,15,1,15.0,0.58
Couronne du Roi Nain,Crown of the Dwarf King,1,26,0.04,4%,13.0,0.5,13,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,1,26,0.04,4%,11.0,0.42,11,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,1,26,0.04,4%,11.0,0.42,11,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,1,26,0.04,4%,10.0,0.38,10,0,Gratuit,Gratuit
