,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,30,30,1.0,100%,14.73,14.73,442,3,4.91,4.91
Armure d'Obsidienne,Obsidian Battle Plate,14,30,0.47,47%,20.0,9.33,280,2,10.0,4.67
Aveuglement,Incapacitor,28,30,0.93,93%,9.54,8.9,267,3,3.18,2.97
Esprit de l'Écuyer,Spirit of the Squire,28,30,0.93,93%,8.25,7.7,231,3,2.75,2.57
Ascension Divine,Divine Ascent,9,30,0.3,30%,25.0,7.5,225,3,8.33,2.5
Lame Affutée,Sharp Blade,26,30,0.87,87%,8.19,7.1,213,3,2.73,2.37
Hache Frénétique,Berseker Ax,15,30,0.5,50%,14.0,7.0,210,2,7.0,3.5
Assistance Divine,Sacred Help,10,30,0.33,33%,20.0,6.67,200,2,10.0,3.33
Économe Sagesse du Trésorier,Treasurer's Wisdom,11,30,0.37,37%,17.0,6.23,187,2,8.5,3.12
Faux Assoiffées,Thirsty Scythes,7,30,0.23,23%,25.0,5.83,175,3,8.33,1.94
Totem du Gardien,Guardian Totem,30,30,1.0,100%,5.2,5.2,156,3,1.73,1.73
Sabre Versatile,Versatil Saber,11,30,0.37,37%,11.0,4.03,121,1,11.0,4.03
Explosion Arcanique,Arcane Explosive,10,30,0.33,33%,12.0,4.0,120,1,12.0,4.0
Épée Obscure,Swords of Darkness,8,30,0.27,27%,15.0,4.0,120,1,15.0,4.0
Le Marionnettiste,The Puppeteer,5,30,0.17,17%,20.0,3.33,100,2,10.0,1.67
Mental d'Acier,Steel Aura,5,30,0.17,17%,18.0,3.0,90,2,9.0,1.5
Armure d'Immortel,Immortal Breastplate,6,30,0.2,20%,14.0,2.8,84,1,14.0,2.8
Lame Insatiable,Fast Furious Blade,5,30,0.17,17%,16.0,2.67,80,2,8.0,1.33
Épées Jumelles,Twin Swords,8,30,0.27,27%,10.0,2.67,80,1,10.0,2.67
Désintégrateur Magnétique,Magnetic Disintegrator,7,30,0.23,23%,11.0,2.57,77,0,Gratuit,Gratuit
Marteleur précis,Precise Hammer,4,30,0.13,13%,18.0,2.4,72,1,18.0,2.4
Parchemin Secret,Secret Scroll,4,30,0.13,13%,18.0,2.4,72,2,9.0,1.2
Tombeau Rocheux,Rock Tomb,7,30,0.23,23%,10.0,2.33,70,1,10.0,2.33
Griffes Sauvages,Wild Claw,25,30,0.83,83%,2.8,2.33,70,3,0.93,0.78
Destruction Royale,Royal Destroyer,6,30,0.2,20%,11.0,2.2,66,0,Gratuit,Gratuit
Glaive Vindicatif,Large Sword of Hate,3,30,0.1,10%,20.0,2.0,60,1,20.0,2.0
Pillard Féroce,Savage Looter,3,30,0.1,10%,20.0,2.0,60,1,20.0,2.0
Instinct Sanguinaire,Bloody Instinct,4,30,0.13,13%,15.0,2.0,60,2,7.5,1.0
Coup de Mort,Death Helper,6,30,0.2,20%,10.0,2.0,60,1,10.0,2.0
Danse Macabre,Dance of Death,7,30,0.23,23%,8.0,1.87,56,1,8.0,1.87
Lance Doublée,Dual Spear,7,30,0.23,23%,8.0,1.87,56,0,Gratuit,Gratuit
Bâton de Conquête,Conquering Staff,2,30,0.07,7%,24.0,1.6,48,2,12.0,0.8
Adrénaline Arcanique,Arcane Adrenaline,3,30,0.1,10%,16.0,1.6,48,1,16.0,1.6
Elan de Fureur,Rampage Momentum,3,30,0.1,10%,15.0,1.5,45,2,7.5,0.75
Le Croque-mort,The Undertaker,3,30,0.1,10%,14.0,1.4,42,1,14.0,1.4
Œil de Lynx,Hawk's Eye,5,30,0.17,17%,8.0,1.33,40,0,Gratuit,Gratuit
Aura Légendaire,Legend Aura,1,30,0.03,3%,40.0,1.33,40,3,13.33,0.44
Enchaînement Éclair,Unstoppable Lightning,2,30,0.07,7%,18.0,1.2,36,1,18.0,1.2
Esprit Guerrier,Spirit of the Warrior,2,30,0.07,7%,16.0,1.07,32,1,16.0,1.07
Esquive Salvatrice,Evasive Protection,2,30,0.07,7%,15.0,1.0,30,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,2,30,0.07,7%,15.0,1.0,30,0,Gratuit,Gratuit
Triple Météore,Trimeteor,1,30,0.03,3%,30.0,1.0,30,0,Gratuit,Gratuit
Masse Colossale,Colossal Mace,2,30,0.07,7%,11.0,0.73,22,0,Gratuit,Gratuit
Amulette Omnisciente,Omnipresent Amulet,2,30,0.07,7%,11.0,0.73,22,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,1,30,0.03,3%,20.0,0.67,20,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,2,30,0.07,7%,10.0,0.67,20,0,Gratuit,Gratuit
Chasseresse d'Âmes,Huntress of Souls,1,30,0.03,3%,19.0,0.63,19,1,19.0,0.63
Être de Lumière,Being of Light,1,30,0.03,3%,18.0,0.6,18,1,18.0,0.6
Décharge Élémentaire,Elemental Discharge,1,30,0.03,3%,18.0,0.6,18,1,18.0,0.6
Griffes Démoniaques,Demon Claws,1,30,0.03,3%,17.0,0.57,17,1,17.0,0.57
Masse de Siège,Siege Mace,1,30,0.03,3%,16.0,0.53,16,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,1,30,0.03,3%,15.0,0.5,15,1,15.0,0.5
Bâton Élémentaire,Earthly Staff,1,30,0.03,3%,15.0,0.5,15,0,Gratuit,Gratuit
Couronne du Roi Nain,Crown of the Dwarf King,1,30,0.03,3%,13.0,0.43,13,0,Gratuit,Gratuit
