,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,226,226,1.0,100%,14.26,14.26,3223,3,4.75,4.75
Armure d'Obsidienne,Obsidian Battle Plate,111,226,0.49,49%,20.0,9.82,2220,2,10.0,4.91
Aveuglement,Incapacitor,212,226,0.94,94%,9.72,9.12,2061,3,3.24,3.04
Hache Frénétique,Berseker Ax,125,226,0.55,55%,14.0,7.74,1750,2,7.0,3.87
Économe Sagesse du Trésorier,Treasurer's Wisdom,101,226,0.45,45%,17.0,7.6,1717,2,8.5,3.8
Esprit de l'Écuyer,Spirit of the Squire,190,226,0.84,84%,8.91,7.49,1692,3,2.97,2.5
Ascension Divine,Divine Ascent,65,226,0.29,29%,25.0,7.19,1625,3,8.33,2.4
Lame Affutée,Sharp Blade,176,226,0.78,78%,8.64,6.73,1521,3,2.88,2.24
Totem du Gardien,Guardian Totem,226,226,1.0,100%,4.54,4.54,1027,3,1.51,1.51
Explosion Arcanique,Arcane Explosive,82,226,0.36,36%,12.0,4.35,984,1,12.0,4.35
Assistance Divine,Sacred Help,48,226,0.21,21%,20.0,4.25,960,2,10.0,2.12
Sabre Versatile,Versatil Saber,77,226,0.34,34%,11.0,3.75,847,1,11.0,3.75
Faux Assoiffées,Thirsty Scythes,33,226,0.15,15%,25.0,3.65,825,3,8.33,1.22
Tombeau Rocheux,Rock Tomb,63,226,0.28,28%,10.0,2.79,630,1,10.0,2.79
Armure d'Immortel,Immortal Breastplate,44,226,0.19,19%,14.0,2.73,616,1,14.0,2.73
Mental d'Acier,Steel Aura,34,226,0.15,15%,18.0,2.71,612,2,9.0,1.35
Coup de Mort,Death Helper,58,226,0.26,26%,10.0,2.57,580,1,10.0,2.57
Le Marionnettiste,The Puppeteer,29,226,0.13,13%,20.0,2.57,580,2,10.0,1.28
Lame Insatiable,Fast Furious Blade,36,226,0.16,16%,16.0,2.55,576,2,8.0,1.27
Épée Obscure,Swords of Darkness,38,226,0.17,17%,15.0,2.52,570,1,15.0,2.52
Parchemin Secret,Secret Scroll,31,226,0.14,14%,18.0,2.47,558,2,9.0,1.24
Marteleur précis,Precise Hammer,29,226,0.13,13%,18.0,2.31,522,1,18.0,2.31
Elan de Fureur,Rampage Momentum,32,226,0.14,14%,15.0,2.12,480,2,7.5,1.06
Glaive Vindicatif,Large Sword of Hate,23,226,0.1,10%,20.0,2.04,460,1,20.0,2.04
Esquive Salvatrice,Evasive Protection,29,226,0.13,13%,15.0,1.92,435,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,29,226,0.13,13%,15.0,1.92,435,1,15.0,1.92
Danse Macabre,Dance of Death,53,226,0.23,23%,8.0,1.88,424,1,8.0,1.88
Épées Jumelles,Twin Swords,38,226,0.17,17%,11.05,1.86,420,1,11.05,1.86
