,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,12,12,1.0,100%,15.58,15.58,187,3,5.19,5.19,3.9,3.9
Faux,Scythe,12,12,1.0,100%,13.92,13.92,167,3,4.64,4.64,3.48,3.48
Hache Frénétique,Berseker Ax,8,12,0.67,67%,16.0,10.67,128,2,8.0,5.33,5.33,3.56
Marteau Collecteur,Collecting Hammer,7,12,0.58,58%,18.0,10.5,126,2,9.0,5.25,6.0,3.5
Armure d'Obsidienne,Obsidian Battle Plate,6,12,0.5,50%,20.0,10.0,120,2,10.0,5.0,6.67,3.33
Gantelet Impérieux,Imperious Gauntlet,5,12,0.42,42%,22.0,9.17,110,1,22.0,9.17,11.0,4.58
Lame Insatiable,Fast Furious Blade,6,12,0.5,50%,18.0,9.0,108,2,9.0,4.5,6.0,3.0
Aveuglement,Incapacitor,12,12,1.0,100%,8.75,8.75,105,3,2.92,2.92,2.19,2.19
Esprit omniprésent,Omnipresent Spirit,5,12,0.42,42%,18.0,7.5,90,2,9.0,3.75,6.0,2.5
Faux Parfaite,Perfect Scythe,6,12,0.5,50%,15.0,7.5,90,0,Gratuit,Gratuit,15.0,7.5
Lame Affutée,Sharp Blade,12,12,1.0,100%,7.25,7.25,87,3,2.42,2.42,1.81,1.81
Bâton de Conquête,Conquering Staff,3,12,0.25,25%,24.0,6.0,72,2,12.0,3.0,8.0,2.0
Esprit de l'Écuyer,Spirit of the Squire,8,12,0.67,67%,6.75,4.5,54,3,2.25,1.5,1.69,1.12
Marteleur précis,Precise Hammer,3,12,0.25,25%,18.0,4.5,54,1,18.0,4.5,9.0,2.25
Ascension Divine,Divine Ascent,2,12,0.17,17%,25.0,4.17,50,3,8.33,1.39,6.25,1.04
Totem du Gardien,Guardian Totem,12,12,1.0,100%,4.08,4.08,49,3,1.36,1.36,1.02,1.02
Adrénaline Arcanique,Arcane Adrenaline,3,12,0.25,25%,16.0,4.0,48,1,16.0,4.0,8.0,2.0
Elan de Fureur,Rampage Momentum,3,12,0.25,25%,15.0,3.75,45,1,15.0,3.75,7.5,1.88
Enchaînement Éclair,Unstoppable Lightning,2,12,0.17,17%,22.0,3.67,44,2,11.0,1.83,7.33,1.22
Armure d'Immortel,Immortal Breastplate,2,12,0.17,17%,20.0,3.33,40,1,20.0,3.33,10.0,1.67
Épée Obscure,Swords of Darkness,2,12,0.17,17%,20.0,3.33,40,1,20.0,3.33,10.0,1.67
Chasseresse d'Âmes,Huntress of Souls,2,12,0.17,17%,20.0,3.33,40,1,20.0,3.33,10.0,1.67
Danse Macabre,Dance of Death,4,12,0.33,33%,10.0,3.33,40,1,10.0,3.33,5.0,1.67
Sabre Versatile,Versatil Saber,2,12,0.17,17%,18.0,3.0,36,1,18.0,3.0,9.0,1.5
Parchemin Secret,Secret Scroll,2,12,0.17,17%,18.0,3.0,36,2,9.0,1.5,6.0,1.0
Griffes Démoniaques,Demon Claws,2,12,0.17,17%,17.0,2.83,34,1,17.0,2.83,8.5,1.42
Œil de Lynx,Hawk's Eye,4,12,0.33,33%,8.0,2.67,32,0,Gratuit,Gratuit,8.0,2.67
Bâton du Conquérant,Staff of Conquered Worlds,2,12,0.17,17%,15.0,2.5,30,0,Gratuit,Gratuit,15.0,2.5
Faux Assoiffées,Thirsty Scythes,1,12,0.08,8%,25.0,2.08,25,3,8.33,0.69,6.25,0.52
Explosion Arcanique,Arcane Explosive,2,12,0.17,17%,12.0,2.0,24,1,12.0,2.0,6.0,1.0
Décharge Élémentaire,Elemental Discharge,1,12,0.08,8%,20.0,1.67,20,1,20.0,1.67,10.0,0.83
Chasseur d'Âmes,Soul Hunter,1,12,0.08,8%,20.0,1.67,20,1,20.0,1.67,10.0,0.83
Masse Colossale,Colossal Mace,1,12,0.08,8%,15.0,1.25,15,0,Gratuit,Gratuit,15.0,1.25
Épé Sainte,Holy Sword,1,12,0.08,8%,15.0,1.25,15,0,Gratuit,Gratuit,15.0,1.25
Soif de Sang,Thirsty Dagger,1,12,0.08,8%,15.0,1.25,15,0,Gratuit,Gratuit,15.0,1.25
Coup de Mort,Death Helper,1,12,0.08,8%,13.0,1.08,13,1,13.0,1.08,6.5,0.54
Couronne du Roi Nain,Crown of the Dwarf King,1,12,0.08,8%,13.0,1.08,13,0,Gratuit,Gratuit,13.0,1.08
Griffes Sauvages,Wild Claw,4,12,0.33,33%,1.5,0.5,6,3,0.5,0.17,0.38,0.12
