,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,180,180,1.0,100%,16.54,16.54,2978,2,8.27,8.27,5.51,5.51
Faux,Scythe,180,180,1.0,100%,15.27,15.27,2748,3,5.09,5.09,3.82,3.82
Armure d'Obsidienne,Obsidian Battle Plate,97,180,0.54,54%,20.0,10.78,1940,2,10.0,5.39,6.67,3.59
Lame Affutée,Sharp Blade,154,180,0.86,86%,12.31,10.53,1896,3,4.1,3.51,3.08,2.63
Faux Parfaite,Perfect Scythe,119,180,0.66,66%,15.0,9.92,1785,0,Gratuit,Gratuit,15.0,9.92
Hache Frénétique,Berseker Ax,126,180,0.7,70%,14.0,9.8,1764,2,7.0,4.9,4.67,3.27
Gantelet Impérieux,Imperious Gauntlet,58,180,0.32,32%,30.0,9.67,1740,1,30.0,9.67,15.0,4.83
Économe Sagesse du Trésorier,Treasurer's Wisdom,102,180,0.57,57%,17.0,9.63,1734,2,8.5,4.82,5.67,3.21
Ascension Divine,Divine Ascent,65,180,0.36,36%,25.0,9.03,1625,3,8.33,3.01,6.25,2.26
Esprit de l'Écuyer,Spirit of the Squire,151,180,0.84,84%,8.56,7.18,1293,3,2.85,2.39,2.14,1.79
Aveuglement,Incapacitor,166,180,0.92,92%,6.96,6.42,1155,3,2.32,2.14,1.74,1.6
Adrénaline Arcanique,Arcane Adrenaline,71,180,0.39,39%,16.0,6.31,1136,1,16.0,6.31,8.0,3.15
Faux Assoiffées,Thirsty Scythes,42,180,0.23,23%,25.0,5.83,1050,3,8.33,1.94,6.25,1.46
Épée Obscure,Swords of Darkness,54,180,0.3,30%,17.0,5.1,918,1,17.0,5.1,8.5,2.55
Lame Insatiable,Fast Furious Blade,55,180,0.31,31%,16.0,4.89,880,2,8.0,2.44,5.33,1.63
Marteau Collecteur,Collecting Hammer,85,180,0.47,47%,10.2,4.82,867,2,5.1,2.41,3.4,1.61
Elan de Fureur,Rampage Momentum,51,180,0.28,28%,15.0,4.25,765,2,7.5,2.12,5.0,1.42
