,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Faux,Scythe,21,21,1.0,100%,17.38,17.38,365,3,5.79,5.79,4.34,4.34
Marteau Collecteur,Collecting Hammer,15,21,0.71,71%,22.33,15.95,335,2,11.16,7.97,7.44,5.32
Totem Équivalent,Equivalent Totem,21,21,1.0,100%,15.62,15.62,328,2,7.81,7.81,5.21,5.21
Armure d'Obsidienne,Obsidian Battle Plate,14,21,0.67,67%,20.0,13.33,280,2,10.0,6.67,6.67,4.44
Faux Assoiffées,Thirsty Scythes,10,21,0.48,48%,25.0,11.9,250,3,8.33,3.97,6.25,2.98
Lame Affutée,Sharp Blade,18,21,0.86,86%,13.5,11.57,243,3,4.5,3.86,3.38,2.89
Lame Insatiable,Fast Furious Blade,15,21,0.71,71%,16.0,11.43,240,2,8.0,5.71,5.33,3.81
Économe Sagesse du Trésorier,Treasurer's Wisdom,14,21,0.67,67%,17.0,11.33,238,2,8.5,5.67,5.67,3.78
Hache Frénétique,Berseker Ax,16,21,0.76,76%,14.0,10.67,224,2,7.0,5.33,4.67,3.56
Chasseresse d'Âmes,Huntress of Souls,11,21,0.52,52%,19.0,9.95,209,1,19.0,9.95,9.5,4.97
Griffes Démoniaques,Demon Claws,11,21,0.52,52%,17.0,8.9,187,1,17.0,8.9,8.5,4.45
Parchemin Secret,Secret Scroll,10,21,0.48,48%,18.0,8.57,180,2,9.0,4.29,6.0,2.86
Marteleur précis,Precise Hammer,10,21,0.48,48%,18.0,8.57,180,1,18.0,8.57,9.0,4.29
Aveuglement,Incapacitor,20,21,0.95,95%,8.7,8.29,174,3,2.9,2.76,2.17,2.07
Épée Obscure,Swords of Darkness,10,21,0.48,48%,17.0,8.1,170,1,17.0,8.1,8.5,4.05
Esprit Guerrier,Spirit of the Warrior,10,21,0.48,48%,16.0,7.62,160,1,16.0,7.62,8.0,3.81
Aura Légendaire,Legend Aura,4,21,0.19,19%,40.0,7.62,160,3,13.33,2.54,10.0,1.91
Armure d'Immortel,Immortal Breastplate,10,21,0.48,48%,15.2,7.24,152,1,15.2,7.24,7.6,3.62
Esprit de l'Écuyer,Spirit of the Squire,17,21,0.81,81%,8.65,7.0,147,3,2.88,2.33,2.16,1.75
Faux Parfaite,Perfect Scythe,8,21,0.38,38%,15.0,5.71,120,0,Gratuit,Gratuit,15.0,5.71
Gantelet Impérieux,Imperious Gauntlet,4,21,0.19,19%,30.0,5.71,120,1,30.0,5.71,15.0,2.85
Explosion Arcanique,Arcane Explosive,10,21,0.48,48%,12.0,5.71,120,1,12.0,5.71,6.0,2.85
Elan de Fureur,Rampage Momentum,7,21,0.33,33%,15.0,5.0,105,2,7.5,2.5,5.0,1.67
Couronne du Roi Nain,Crown of the Dwarf King,8,21,0.38,38%,13.0,4.95,104,0,Gratuit,Gratuit,13.0,4.95
Astéroïde Fatal,Final Asteroid,1,21,0.05,5%,100.0,4.76,100,0,Gratuit,Gratuit,100.0,4.76
Sabre Versatile,Versatil Saber,9,21,0.43,43%,11.0,4.71,99,1,11.0,4.71,5.5,2.35
Triple Météore,Trimeteor,3,21,0.14,14%,30.0,4.29,90,0,Gratuit,Gratuit,30.0,4.29
Enchaînement Éclair,Unstoppable Lightning,5,21,0.24,24%,18.0,4.29,90,1,18.0,4.29,9.0,2.15
Totem du Gardien,Guardian Totem,21,21,1.0,100%,4.19,4.19,88,3,1.4,1.4,1.05,1.05
Tombeau Rocheux,Rock Tomb,8,21,0.38,38%,10.0,3.81,80,1,10.0,3.81,5.0,1.91
Ascension Divine,Divine Ascent,3,21,0.14,14%,25.0,3.57,75,3,8.33,1.19,6.25,0.89
Bâton de Conquête,Conquering Staff,3,21,0.14,14%,24.0,3.43,72,2,12.0,1.72,8.0,1.14
Pluie de Météorites,Meteorites,1,21,0.05,5%,70.0,3.33,70,0,Gratuit,Gratuit,70.0,3.33
Coup de Mort,Death Helper,6,21,0.29,29%,11.5,3.29,69,1,11.5,3.29,5.75,1.65
Masse Colossale,Colossal Mace,5,21,0.24,24%,13.4,3.19,67,0,Gratuit,Gratuit,13.4,3.19
Désintégrateur Magnétique,Magnetic Disintegrator,6,21,0.29,29%,11.0,3.14,66,0,Gratuit,Gratuit,11.0,3.14
Danse Macabre,Dance of Death,8,21,0.38,38%,8.0,3.05,64,1,8.0,3.05,4.0,1.52
Œil de Lynx,Hawk's Eye,5,21,0.24,24%,9.2,2.19,46,0,Gratuit,Gratuit,9.2,2.19
Soif de Sang,Thirsty Dagger,3,21,0.14,14%,15.0,2.14,45,0,Gratuit,Gratuit,15.0,2.14
Force Divine,Divine Impetu,3,21,0.14,14%,13.67,1.95,41,0,Gratuit,Gratuit,13.67,1.95
Épé Sainte,Holy Sword,4,21,0.19,19%,10.0,1.9,40,0,Gratuit,Gratuit,10.0,1.9
Esprit omniprésent,Omnipresent Spirit,2,21,0.1,10%,18.0,1.71,36,2,9.0,0.85,6.0,0.57
Griffes Sauvages,Wild Claw,14,21,0.67,67%,2.57,1.71,36,3,0.86,0.57,0.64,0.43
Bâton du Conquérant,Staff of Conquered Worlds,2,21,0.1,10%,11.0,1.05,22,0,Gratuit,Gratuit,11.0,1.05
Chasseur d'Âmes,Soul Hunter,1,21,0.05,5%,20.0,0.95,20,1,20.0,0.95,10.0,0.47
Pillard Féroce,Savage Looter,1,21,0.05,5%,20.0,0.95,20,1,20.0,0.95,10.0,0.47
Décharge Élémentaire,Elemental Discharge,1,21,0.05,5%,18.0,0.86,18,1,18.0,0.86,9.0,0.43
Masse de Siège,Siege Mace,1,21,0.05,5%,16.0,0.76,16,0,Gratuit,Gratuit,16.0,0.76
Amulette Omnisciente,Omnipresent Amulet,1,21,0.05,5%,15.0,0.71,15,0,Gratuit,Gratuit,15.0,0.71
