,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,170,170,1.0,100%,15.9,15.9,2703,3,5.3,5.3
Totem Équivalent,Equivalent Totem,170,170,1.0,100%,15.14,15.14,2574,2,7.57,7.57
Marteau Collecteur,Collecting Hammer,128,170,0.75,75%,17.39,13.09,2226,2,8.7,6.54
Lame Affutée,Sharp Blade,154,170,0.91,91%,13.17,11.93,2028,3,4.39,3.98
Armure d'Obsidienne,Obsidian Battle Plate,94,170,0.55,55%,20.0,11.06,1880,2,10.0,5.53
Économe Sagesse du Trésorier,Treasurer's Wisdom,107,170,0.63,63%,17.0,10.7,1819,2,8.5,5.35
Hache Frénétique,Berseker Ax,122,170,0.72,72%,14.0,10.05,1708,2,7.0,5.03
Lame Insatiable,Fast Furious Blade,99,170,0.58,58%,16.0,9.32,1584,2,8.0,4.66
Aveuglement,Incapacitor,165,170,0.97,97%,9.45,9.18,1560,3,3.15,3.06
Faux Assoiffées,Thirsty Scythes,62,170,0.36,36%,25.0,9.12,1550,3,8.33,3.04
Parchemin Secret,Secret Scroll,70,170,0.41,41%,18.0,7.41,1260,2,9.0,3.71
Esprit de l'Écuyer,Spirit of the Squire,141,170,0.83,83%,8.21,6.81,1158,3,2.74,2.27
Épée Obscure,Swords of Darkness,68,170,0.4,40%,17.0,6.8,1156,1,17.0,6.8
Chasseresse d'Âmes,Huntress of Souls,58,170,0.34,34%,19.0,6.48,1102,1,19.0,6.48
Griffes Démoniaques,Demon Claws,59,170,0.35,35%,17.0,5.9,1003,1,17.0,5.9
Explosion Arcanique,Arcane Explosive,83,170,0.49,49%,12.0,5.86,996,1,12.0,5.86
Esprit Guerrier,Spirit of the Warrior,59,170,0.35,35%,16.0,5.55,944,1,16.0,5.55
Marteleur précis,Precise Hammer,51,170,0.3,30%,18.0,5.4,918,1,18.0,5.4
Elan de Fureur,Rampage Momentum,61,170,0.36,36%,15.0,5.38,915,2,7.5,2.69
Tombeau Rocheux,Rock Tomb,87,170,0.51,51%,10.0,5.12,870,1,10.0,5.12
Bâton de Conquête,Conquering Staff,35,170,0.21,21%,24.0,4.94,840,2,12.0,2.47
Enchaînement Éclair,Unstoppable Lightning,42,170,0.25,25%,18.0,4.45,756,1,18.0,4.45
Armure d'Immortel,Immortal Breastplate,51,170,0.3,30%,14.82,4.45,756,1,14.82,4.45
Gantelet Impérieux,Imperious Gauntlet,25,170,0.15,15%,30.0,4.41,750,1,30.0,4.41
Faux Parfaite,Perfect Scythe,48,170,0.28,28%,15.0,4.24,720,0,Gratuit,Gratuit
Sabre Versatile,Versatil Saber,64,170,0.38,38%,11.0,4.14,704,1,11.0,4.14
Couronne du Roi Nain,Crown of the Dwarf King,53,170,0.31,31%,13.0,4.05,689,0,Gratuit,Gratuit
Totem du Gardien,Guardian Totem,170,170,1.0,100%,3.96,3.96,674,3,1.32,1.32
Ascension Divine,Divine Ascent,26,170,0.15,15%,25.0,3.82,650,3,8.33,1.27
Danse Macabre,Dance of Death,81,170,0.48,48%,8.0,3.81,648,1,8.0,3.81
Masse Colossale,Colossal Mace,47,170,0.28,28%,12.96,3.58,609,0,Gratuit,Gratuit
Aura Légendaire,Legend Aura,15,170,0.09,9%,40.0,3.53,600,3,13.33,1.18
Désintégrateur Magnétique,Magnetic Disintegrator,51,170,0.3,30%,11.0,3.3,561,0,Gratuit,Gratuit
Coup de Mort,Death Helper,41,170,0.24,24%,11.24,2.71,461,1,11.24,2.71
Esprit omniprésent,Omnipresent Spirit,21,170,0.12,12%,18.0,2.22,378,2,9.0,1.11
Triple Météore,Trimeteor,12,170,0.07,7%,30.0,2.12,360,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,34,170,0.2,20%,10.0,2.0,340,0,Gratuit,Gratuit
Œil de Lynx,Hawk's Eye,39,170,0.23,23%,8.67,1.99,338,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,22,170,0.13,13%,15.0,1.94,330,0,Gratuit,Gratuit
Force Divine,Divine Impetu,25,170,0.15,15%,12.6,1.85,315,0,Gratuit,Gratuit
Griffes Sauvages,Wild Claw,120,170,0.71,71%,2.43,1.72,292,3,0.81,0.57
Décharge Élémentaire,Elemental Discharge,13,170,0.08,8%,18.0,1.38,234,1,18.0,1.38
Chasseur d'Âmes,Soul Hunter,12,170,0.07,7%,18.75,1.32,225,1,18.75,1.32
Bâton du Conquérant,Staff of Conquered Worlds,18,170,0.11,11%,11.0,1.16,198,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,11,170,0.06,6%,16.0,1.04,176,0,Gratuit,Gratuit
Pillard Féroce,Savage Looter,7,170,0.04,4%,20.0,0.82,140,1,20.0,0.82
Astéroïde Fatal,Final Asteroid,1,170,0.01,1%,100.0,0.59,100,0,Gratuit,Gratuit
Le Marionnettiste,The Puppeteer,4,170,0.02,2%,20.0,0.47,80,2,10.0,0.23
Pluie de Météorites,Meteorites,1,170,0.01,1%,70.0,0.41,70,0,Gratuit,Gratuit
Amulette Omnisciente,Omnipresent Amulet,5,170,0.03,3%,12.6,0.37,63,0,Gratuit,Gratuit
Assistance Divine,Sacred Help,3,170,0.02,2%,20.0,0.35,60,2,10.0,0.17
Vision Céleste,Heavenly Vision,1,170,0.01,1%,22.0,0.13,22,2,11.0,0.07
Être de Lumière,Being of Light,1,170,0.01,1%,18.0,0.11,18,1,18.0,0.11
Le Traqueur,The Stalker,1,170,0.01,1%,16.0,0.09,16,3,5.33,0.03
