,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Faux,Scythe,20,20,1.0,100%,17.55,17.55,351,3,5.85,5.85,4.39,4.39
Totem Équivalent,Equivalent Totem,20,20,1.0,100%,15.45,15.45,309,2,7.72,7.72,5.15,5.15
Faux Assoiffées,Thirsty Scythes,12,20,0.6,60%,25.0,15.0,300,3,8.33,5.0,6.25,3.75
Marteau Collecteur,Collecting Hammer,16,20,0.8,80%,17.44,13.95,279,2,8.72,6.97,5.81,4.65
Lame Affutée,Sharp Blade,19,20,0.95,95%,14.68,13.95,279,3,4.89,4.65,3.67,3.49
Aveuglement,Incapacitor,19,20,0.95,95%,13.74,13.05,261,3,4.58,4.35,3.44,3.26
Lame Insatiable,Fast Furious Blade,16,20,0.8,80%,16.0,12.8,256,2,8.0,6.4,5.33,4.27
Gantelet Impérieux,Imperious Gauntlet,8,20,0.4,40%,30.0,12.0,240,1,30.0,12.0,15.0,6.0
Économe Sagesse du Trésorier,Treasurer's Wisdom,14,20,0.7,70%,17.0,11.9,238,2,8.5,5.95,5.67,3.97
Armure d'Obsidienne,Obsidian Battle Plate,11,20,0.55,55%,20.0,11.0,220,2,10.0,5.5,6.67,3.67
Parchemin Secret,Secret Scroll,12,20,0.6,60%,18.0,10.8,216,2,9.0,5.4,6.0,3.6
Bâton de Conquête,Conquering Staff,9,20,0.45,45%,24.0,10.8,216,2,12.0,5.4,8.0,3.6
Hache Frénétique,Berseker Ax,15,20,0.75,75%,14.0,10.5,210,2,7.0,5.25,4.67,3.5
Chasseresse d'Âmes,Huntress of Souls,11,20,0.55,55%,19.0,10.45,209,1,19.0,10.45,9.5,5.22
Griffes Démoniaques,Demon Claws,11,20,0.55,55%,17.0,9.35,187,1,17.0,9.35,8.5,4.67
Faux Parfaite,Perfect Scythe,12,20,0.6,60%,15.0,9.0,180,0,Gratuit,Gratuit,15.0,9.0
Explosion Arcanique,Arcane Explosive,13,20,0.65,65%,12.0,7.8,156,1,12.0,7.8,6.0,3.9
Épée Obscure,Swords of Darkness,9,20,0.45,45%,17.0,7.65,153,1,17.0,7.65,8.5,3.83
Esprit de l'Écuyer,Spirit of the Squire,17,20,0.85,85%,7.76,6.6,132,3,2.59,2.2,1.94,1.65
Tombeau Rocheux,Rock Tomb,13,20,0.65,65%,10.0,6.5,130,1,10.0,6.5,5.0,3.25
Esprit Guerrier,Spirit of the Warrior,8,20,0.4,40%,16.0,6.4,128,1,16.0,6.4,8.0,3.2
Elan de Fureur,Rampage Momentum,8,20,0.4,40%,15.0,6.0,120,2,7.5,3.0,5.0,2.0
Couronne du Roi Nain,Crown of the Dwarf King,9,20,0.45,45%,13.0,5.85,117,0,Gratuit,Gratuit,13.0,5.85
Masse Colossale,Colossal Mace,9,20,0.45,45%,12.78,5.75,115,0,Gratuit,Gratuit,12.78,5.75
Enchaînement Éclair,Unstoppable Lightning,6,20,0.3,30%,18.0,5.4,108,1,18.0,5.4,9.0,2.7
Armure d'Immortel,Immortal Breastplate,7,20,0.35,35%,14.57,5.1,102,1,14.57,5.1,7.29,2.55
Totem du Gardien,Guardian Totem,20,20,1.0,100%,4.9,4.9,98,3,1.63,1.63,1.23,1.23
Marteleur précis,Precise Hammer,5,20,0.25,25%,18.0,4.5,90,1,18.0,4.5,9.0,2.25
Danse Macabre,Dance of Death,11,20,0.55,55%,8.0,4.4,88,1,8.0,4.4,4.0,2.2
Désintégrateur Magnétique,Magnetic Disintegrator,8,20,0.4,40%,11.0,4.4,88,0,Gratuit,Gratuit,11.0,4.4
Œil de Lynx,Hawk's Eye,9,20,0.45,45%,8.89,4.0,80,0,Gratuit,Gratuit,8.89,4.0
Sabre Versatile,Versatil Saber,7,20,0.35,35%,11.0,3.85,77,1,11.0,3.85,5.5,1.93
Épé Sainte,Holy Sword,7,20,0.35,35%,10.0,3.5,70,0,Gratuit,Gratuit,10.0,3.5
Pillard Féroce,Savage Looter,3,20,0.15,15%,20.0,3.0,60,1,20.0,3.0,10.0,1.5
Bâton du Conquérant,Staff of Conquered Worlds,5,20,0.25,25%,11.0,2.75,55,0,Gratuit,Gratuit,11.0,2.75
Chasseur d'Âmes,Soul Hunter,3,20,0.15,15%,18.33,2.75,55,1,18.33,2.75,9.16,1.38
Esprit omniprésent,Omnipresent Spirit,3,20,0.15,15%,18.0,2.7,54,2,9.0,1.35,6.0,0.9
Force Divine,Divine Impetu,4,20,0.2,20%,12.0,2.4,48,0,Gratuit,Gratuit,12.0,2.4
Coup de Mort,Death Helper,4,20,0.2,20%,11.5,2.3,46,1,11.5,2.3,5.75,1.15
Soif de Sang,Thirsty Dagger,3,20,0.15,15%,15.0,2.25,45,0,Gratuit,Gratuit,15.0,2.25
Griffes Sauvages,Wild Claw,14,20,0.7,70%,2.93,2.05,41,3,0.98,0.68,0.73,0.51
Aura Légendaire,Legend Aura,1,20,0.05,5%,40.0,2.0,40,3,13.33,0.67,10.0,0.5
Décharge Élémentaire,Elemental Discharge,2,20,0.1,10%,18.0,1.8,36,1,18.0,1.8,9.0,0.9
Triple Météore,Trimeteor,1,20,0.05,5%,30.0,1.5,30,0,Gratuit,Gratuit,30.0,1.5
Ascension Divine,Divine Ascent,1,20,0.05,5%,25.0,1.25,25,3,8.33,0.42,6.25,0.31
Vision Céleste,Heavenly Vision,1,20,0.05,5%,22.0,1.1,22,2,11.0,0.55,7.33,0.37
Le Marionnettiste,The Puppeteer,1,20,0.05,5%,20.0,1.0,20,2,10.0,0.5,6.67,0.33
