,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Totem du Gardien,Guardian Totem,30,30,1.0,100%,18.0,18.0,540,3,6.0,6.0
Aveuglement,Incapacitor,30,30,1.0,100%,17.2,17.2,516,3,5.73,5.73
Le Traqueur,The Stalker,27,30,0.9,90%,18.0,16.2,486,3,6.0,5.4
Vision Céleste,Heavenly Vision,21,30,0.7,70%,22.0,15.4,462,2,11.0,7.7
Esprit de l'Écuyer,Spirit of the Squire,30,30,1.0,100%,13.9,13.9,417,3,4.63,4.63
Le Visionnaire,The Visionary,19,30,0.63,63%,18.0,11.4,342,2,9.0,5.7
Armure d'Obsidienne,Obsidian Battle Plate,14,30,0.47,47%,20.0,9.33,280,2,10.0,4.67
Bâton de Conquête,Conquering Staff,10,30,0.33,33%,24.0,8.0,240,2,12.0,4.0
Œil de Lynx,Hawk's Eye,28,30,0.93,93%,8.0,7.47,224,0,Gratuit,Gratuit
Coup de Mort,Death Helper,17,30,0.57,57%,10.0,5.67,170,1,10.0,5.67
Assistance Divine,Sacred Help,8,30,0.27,27%,20.0,5.33,160,2,10.0,2.67
Le Marionnettiste,The Puppeteer,8,30,0.27,27%,20.0,5.33,160,2,10.0,2.67
Amulette Omnisciente,Omnipresent Amulet,14,30,0.47,47%,11.0,5.13,154,0,Gratuit,Gratuit
Esprit omniprésent,Omnipresent Spirit,8,30,0.27,27%,18.0,4.8,144,2,9.0,2.4
Sabre Versatile,Versatil Saber,10,30,0.33,33%,11.0,3.67,110,1,11.0,3.67
Instinct Sanguinaire,Bloody Instinct,7,30,0.23,23%,15.0,3.5,105,2,7.5,1.75
Marteleur précis,Precise Hammer,5,30,0.17,17%,18.0,3.0,90,1,18.0,3.0
Lame Affutée,Sharp Blade,17,30,0.57,57%,3.71,2.1,63,3,1.24,0.7
Soif de Sang,Thirsty Dagger,4,30,0.13,13%,15.0,2.0,60,0,Gratuit,Gratuit
Armure d'Immortel,Immortal Breastplate,4,30,0.13,13%,14.0,1.87,56,1,14.0,1.87
Ascension Divine,Divine Ascent,2,30,0.07,7%,25.0,1.67,50,3,8.33,0.56
Bâton du Conquérant,Staff of Conquered Worlds,4,30,0.13,13%,11.0,1.47,44,0,Gratuit,Gratuit
Force Divine,Divine Impetu,4,30,0.13,13%,11.0,1.47,44,0,Gratuit,Gratuit
Esquive Salvatrice,Evasive Protection,2,30,0.07,7%,15.0,1.0,30,0,Gratuit,Gratuit
Faux,Scythe,20,30,0.67,67%,1.5,1.0,30,3,0.5,0.33
Bâton Élémentaire,Earthly Staff,2,30,0.07,7%,15.0,1.0,30,0,Gratuit,Gratuit
Être de Lumière,Being of Light,1,30,0.03,3%,18.0,0.6,18,1,18.0,0.6
Masse de Siège,Siege Mace,1,30,0.03,3%,16.0,0.53,16,0,Gratuit,Gratuit
