,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Aveuglement,Incapacitor,25,26,0.96,96%,17.88,17.19,447,3,5.96,5.73
Totem du Gardien,Guardian Totem,26,26,1.0,100%,14.31,14.31,372,3,4.77,4.77
Le Traqueur,The Stalker,20,26,0.77,77%,18.0,13.85,360,3,6.0,4.62
Esprit de l'Écuyer,Spirit of the Squire,26,26,1.0,100%,12.58,12.58,327,3,4.19,4.19
Vision Céleste,Heavenly Vision,11,26,0.42,42%,22.0,9.31,242,2,11.0,4.66
Bâton de Conquête,Conquering Staff,10,26,0.38,38%,24.0,9.23,240,2,12.0,4.62
Armure d'Obsidienne,Obsidian Battle Plate,11,26,0.42,42%,20.0,8.46,220,2,10.0,4.23
Œil de Lynx,Hawk's Eye,24,26,0.92,92%,8.0,7.38,192,0,Gratuit,Gratuit
Coup de Mort,Death Helper,15,26,0.58,58%,10.0,5.77,150,1,10.0,5.77
Assistance Divine,Sacred Help,7,26,0.27,27%,20.0,5.38,140,2,10.0,2.69
Esprit omniprésent,Omnipresent Spirit,6,26,0.23,23%,18.0,4.15,108,2,9.0,2.08
Le Visionnaire,The Visionary,6,26,0.23,23%,18.0,4.15,108,2,9.0,2.08
Amulette Omnisciente,Omnipresent Amulet,9,26,0.35,35%,11.0,3.81,99,0,Gratuit,Gratuit
Sabre Versatile,Versatil Saber,9,26,0.35,35%,11.0,3.81,99,1,11.0,3.81
Lame Affutée,Sharp Blade,15,26,0.58,58%,5.0,2.88,75,3,1.67,0.96
Le Marionnettiste,The Puppeteer,3,26,0.12,12%,20.0,2.31,60,2,10.0,1.16
Masse de Siège,Siege Mace,3,26,0.12,12%,16.0,1.85,48,0,Gratuit,Gratuit
Faux,Scythe,18,26,0.69,69%,2.61,1.81,47,3,0.87,0.6
Armure d'Immortel,Immortal Breastplate,3,26,0.12,12%,14.0,1.62,42,1,14.0,1.62
Marteleur précis,Precise Hammer,2,26,0.08,8%,18.0,1.38,36,1,18.0,1.38
Être de Lumière,Being of Light,2,26,0.08,8%,18.0,1.38,36,1,18.0,1.38
Force Divine,Divine Impetu,3,26,0.12,12%,11.0,1.27,33,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,2,26,0.08,8%,15.0,1.15,30,2,7.5,0.57
Hache Frénétique,Berseker Ax,2,26,0.08,8%,14.0,1.08,28,2,7.0,0.54
Bâton du Conquérant,Staff of Conquered Worlds,2,26,0.08,8%,11.0,0.85,22,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,2,26,0.08,8%,11.0,0.85,22,0,Gratuit,Gratuit
Économe Sagesse du Trésorier,Treasurer's Wisdom,1,26,0.04,4%,17.0,0.65,17,2,8.5,0.33
Adrénaline Arcanique,Arcane Adrenaline,1,26,0.04,4%,16.0,0.62,16,1,16.0,0.62
Esquive Salvatrice,Evasive Protection,1,26,0.04,4%,15.0,0.58,15,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,1,26,0.04,4%,15.0,0.58,15,1,15.0,0.58
Destruction Royale,Royal Destroyer,1,26,0.04,4%,11.0,0.42,11,0,Gratuit,Gratuit
Épées Jumelles,Twin Swords,1,26,0.04,4%,10.0,0.38,10,1,10.0,0.38
Danse Macabre,Dance of Death,1,26,0.04,4%,8.0,0.31,8,1,8.0,0.31
Lance Doublée,Dual Spear,1,26,0.04,4%,8.0,0.31,8,0,Gratuit,Gratuit
Griffes Sauvages,Wild Claw,3,26,0.12,12%,1.0,0.12,3,3,0.33,0.04
