,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Totem du Gardien,Guardian Totem,18,18,1.0,100%,24.5,24.5,441,3,8.17,8.17
Aveuglement,Incapacitor,18,18,1.0,100%,18.83,18.83,339,3,6.28,6.28
Le Traqueur,The Stalker,18,18,1.0,100%,18.0,18.0,324,3,6.0,6.0
Le Visionnaire,The Visionary,14,18,0.78,78%,18.0,14.0,252,2,9.0,7.0
Vision Céleste,Heavenly Vision,11,18,0.61,61%,22.0,13.44,242,2,11.0,6.72
Esprit de l'Écuyer,Spirit of the Squire,18,18,1.0,100%,10.67,10.67,192,3,3.56,3.56
Œil de Lynx,Hawk's Eye,18,18,1.0,100%,8.0,8.0,144,0,Gratuit,Gratuit
Bâton de Conquête,Conquering Staff,5,18,0.28,28%,24.0,6.67,120,2,12.0,3.33
Le Marionnettiste,The Puppeteer,5,18,0.28,28%,20.0,5.56,100,2,10.0,2.78
Armure d'Obsidienne,Obsidian Battle Plate,5,18,0.28,28%,20.0,5.56,100,2,10.0,2.78
Coup de Mort,Death Helper,9,18,0.5,50%,10.0,5.0,90,1,10.0,5.0
Esprit omniprésent,Omnipresent Spirit,4,18,0.22,22%,18.0,4.0,72,2,9.0,2.0
Lame Affutée,Sharp Blade,10,18,0.56,56%,6.6,3.67,66,3,2.2,1.22
Amulette Omnisciente,Omnipresent Amulet,5,18,0.28,28%,11.0,3.06,55,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,3,18,0.17,17%,15.0,2.5,45,2,7.5,1.25
Assistance Divine,Sacred Help,2,18,0.11,11%,20.0,2.22,40,2,10.0,1.11
Soif de Sang,Thirsty Dagger,2,18,0.11,11%,15.0,1.67,30,0,Gratuit,Gratuit
Triple Météore,Trimeteor,1,18,0.06,6%,30.0,1.67,30,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,2,18,0.11,11%,15.0,1.67,30,1,15.0,1.67
Bâton du Conquérant,Staff of Conquered Worlds,2,18,0.11,11%,11.0,1.22,22,0,Gratuit,Gratuit
Faux,Scythe,16,18,0.89,89%,1.38,1.22,22,3,0.46,0.41
Lance Triplée,Triple Spear,1,18,0.06,6%,20.0,1.11,20,0,Gratuit,Gratuit
Épées Jumelles,Twin Swords,2,18,0.11,11%,10.0,1.11,20,1,10.0,1.11
Marteleur précis,Precise Hammer,1,18,0.06,6%,18.0,1.0,18,1,18.0,1.0
Enchaînement Éclair,Unstoppable Lightning,1,18,0.06,6%,18.0,1.0,18,1,18.0,1.0
Lance Doublée,Dual Spear,2,18,0.11,11%,8.0,0.89,16,0,Gratuit,Gratuit
Elan de Fureur,Rampage Momentum,1,18,0.06,6%,15.0,0.83,15,2,7.5,0.41
Le Croque-mort,The Undertaker,1,18,0.06,6%,14.0,0.78,14,1,14.0,0.78
Sabre Versatile,Versatil Saber,1,18,0.06,6%,11.0,0.61,11,1,11.0,0.61
Épé Sainte,Holy Sword,1,18,0.06,6%,10.0,0.56,10,0,Gratuit,Gratuit
Danse Macabre,Dance of Death,1,18,0.06,6%,8.0,0.44,8,1,8.0,0.44
