,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,16,16,1.0,100%,15.81,15.81,253,3,5.27,5.27,3.95,3.95
Faux,Scythe,16,16,1.0,100%,13.06,13.06,209,3,4.35,4.35,3.27,3.27
Ascension Divine,Divine Ascent,5,16,0.31,31%,25.0,7.81,125,3,8.33,2.6,6.25,1.95
Armure d'Obsidienne,Obsidian Battle Plate,5,16,0.31,31%,20.0,6.25,100,2,10.0,3.12,6.67,2.08
Faux Parfaite,Perfect Scythe,6,16,0.38,38%,15.0,5.62,90,0,Gratuit,Gratuit,15.0,5.62
Esprit de l'Écuyer,Spirit of the Squire,12,16,0.75,75%,7.25,5.44,87,3,2.42,1.81,1.81,1.36
Aveuglement,Incapacitor,11,16,0.69,69%,6.82,4.69,75,3,2.27,1.56,1.71,1.17
Marteau Collecteur,Collecting Hammer,7,16,0.44,44%,10.0,4.38,70,2,5.0,2.19,3.33,1.46
Gantelet Impérieux,Imperious Gauntlet,3,16,0.19,19%,22.0,4.12,66,1,22.0,4.12,11.0,2.06
Lame Affutée,Sharp Blade,12,16,0.75,75%,5.5,4.12,66,3,1.83,1.37,1.38,1.03
Assistance Divine,Sacred Help,3,16,0.19,19%,20.0,3.75,60,2,10.0,1.88,6.67,1.25
Sabre Versatile,Versatil Saber,3,16,0.19,19%,18.0,3.38,54,1,18.0,3.38,9.0,1.69
Faux Assoiffées,Thirsty Scythes,2,16,0.12,12%,25.0,3.12,50,3,8.33,1.04,6.25,0.78
Explosion Arcanique,Arcane Explosive,4,16,0.25,25%,12.0,3.0,48,1,12.0,3.0,6.0,1.5
Hache Frénétique,Berseker Ax,3,16,0.19,19%,16.0,3.0,48,2,8.0,1.5,5.33,1.0
Totem du Gardien,Guardian Totem,14,16,0.88,88%,3.29,2.88,46,3,1.1,0.96,0.82,0.72
Armure d'Immortel,Immortal Breastplate,2,16,0.12,12%,20.0,2.5,40,1,20.0,2.5,10.0,1.25
Épée Obscure,Swords of Darkness,2,16,0.12,12%,20.0,2.5,40,1,20.0,2.5,10.0,1.25
Mental d'Acier,Steel Aura,2,16,0.12,12%,18.0,2.25,36,2,9.0,1.12,6.0,0.75
Lame Insatiable,Fast Furious Blade,2,16,0.12,12%,18.0,2.25,36,2,9.0,1.12,6.0,0.75
Triple Météore,Trimeteor,1,16,0.06,6%,30.0,1.88,30,0,Gratuit,Gratuit,30.0,1.88
Coup de Mort,Death Helper,2,16,0.12,12%,13.0,1.62,26,1,13.0,1.62,6.5,0.81
Danse Macabre,Dance of Death,2,16,0.12,12%,10.0,1.25,20,1,10.0,1.25,5.0,0.62
Être de Lumière,Being of Light,1,16,0.06,6%,20.0,1.25,20,1,20.0,1.25,10.0,0.62
Masse Colossale,Colossal Mace,1,16,0.06,6%,15.0,0.94,15,0,Gratuit,Gratuit,15.0,0.94
Griffes Sauvages,Wild Claw,4,16,0.25,25%,2.0,0.5,8,3,0.67,0.17,0.5,0.12
