,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,202,202,1.0,100%,16.69,16.69,3371,2,8.35,8.35,5.56,5.56
Faux,Scythe,202,202,1.0,100%,14.67,14.67,2963,3,4.89,4.89,3.67,3.67
Ascension Divine,Divine Ascent,84,202,0.42,42%,25.0,10.4,2100,3,8.33,3.47,6.25,2.6
Armure d'Obsidienne,Obsidian Battle Plate,99,202,0.49,49%,20.0,9.8,1980,2,10.0,4.9,6.67,3.27
Économe Sagesse du Trésorier,Treasurer's Wisdom,105,202,0.52,52%,17.0,8.84,1785,2,8.5,4.42,5.67,2.95
Hache Frénétique,Berseker Ax,112,202,0.55,55%,14.0,7.76,1568,2,7.0,3.88,4.67,2.59
Lame Affutée,Sharp Blade,163,202,0.81,81%,9.42,7.6,1536,3,3.14,2.53,2.35,1.9
Assistance Divine,Sacred Help,72,202,0.36,36%,20.0,7.13,1440,2,10.0,3.56,6.67,2.38
Faux Parfaite,Perfect Scythe,95,202,0.47,47%,15.0,7.05,1425,0,Gratuit,Gratuit,15.0,7.05
Marteau Collecteur,Collecting Hammer,111,202,0.55,55%,12.83,7.05,1424,2,6.42,3.52,4.28,2.35
Esprit de l'Écuyer,Spirit of the Squire,173,202,0.86,86%,7.94,6.8,1374,3,2.65,2.27,1.99,1.7
Aveuglement,Incapacitor,176,202,0.87,87%,6.02,5.24,1059,3,2.01,1.75,1.5,1.31
Explosion Arcanique,Arcane Explosive,85,202,0.42,42%,12.0,5.05,1020,1,12.0,5.05,6.0,2.52
Gantelet Impérieux,Imperious Gauntlet,32,202,0.16,16%,30.0,4.75,960,1,30.0,4.75,15.0,2.38
Épée Obscure,Swords of Darkness,54,202,0.27,27%,17.0,4.54,918,1,17.0,4.54,8.5,2.27
Faux Assoiffées,Thirsty Scythes,36,202,0.18,18%,25.0,4.46,900,3,8.33,1.49,6.25,1.11
Marteleur précis,Precise Hammer,40,202,0.2,20%,18.0,3.56,720,1,18.0,3.56,9.0,1.78
Armure d'Immortel,Immortal Breastplate,47,202,0.23,23%,15.15,3.52,712,1,15.15,3.52,7.58,1.76
Sabre Versatile,Versatil Saber,64,202,0.32,32%,11.0,3.49,704,1,11.0,3.49,5.5,1.75
Totem du Gardien,Guardian Totem,152,202,0.75,75%,4.43,3.34,674,3,1.48,1.11,1.11,0.83
Lame Insatiable,Fast Furious Blade,36,202,0.18,18%,16.0,2.85,576,2,8.0,1.43,5.33,0.95
Parchemin Secret,Secret Scroll,31,202,0.15,15%,18.0,2.76,558,2,9.0,1.38,6.0,0.92
Coup de Mort,Death Helper,44,202,0.22,22%,12.18,2.65,536,1,12.18,2.65,6.09,1.32
Chasseur d'Âmes,Soul Hunter,31,202,0.15,15%,17.26,2.65,535,1,17.26,2.65,8.63,1.32
Elan de Fureur,Rampage Momentum,34,202,0.17,17%,15.0,2.52,510,2,7.5,1.26,5.0,0.84
Danse Macabre,Dance of Death,60,202,0.3,30%,8.0,2.38,480,1,8.0,2.38,4.0,1.19
Tombeau Rocheux,Rock Tomb,46,202,0.23,23%,10.0,2.28,460,1,10.0,2.28,5.0,1.14
Le Marionnettiste,The Puppeteer,20,202,0.1,10%,20.0,1.98,400,2,10.0,0.99,6.67,0.66
Œil de Lynx,Hawk's Eye,43,202,0.21,21%,9.07,1.93,390,0,Gratuit,Gratuit,9.07,1.93
Désintégrateur Magnétique,Magnetic Disintegrator,35,202,0.17,17%,11.0,1.91,385,0,Gratuit,Gratuit,11.0,1.91
Mental d'Acier,Steel Aura,19,202,0.09,9%,18.0,1.69,342,2,9.0,0.84,6.0,0.56
Enchaînement Éclair,Unstoppable Lightning,19,202,0.09,9%,18.0,1.69,342,1,18.0,1.69,9.0,0.84
Être de Lumière,Being of Light,18,202,0.09,9%,18.0,1.6,324,1,18.0,1.6,9.0,0.8
Esprit Guerrier,Spirit of the Warrior,20,202,0.1,10%,16.0,1.58,320,1,16.0,1.58,8.0,0.79
Masse Colossale,Colossal Mace,23,202,0.11,11%,13.43,1.53,309,0,Gratuit,Gratuit,13.43,1.53
Chasseresse d'Âmes,Huntress of Souls,13,202,0.06,6%,19.0,1.22,247,1,19.0,1.22,9.5,0.61
Pillard Féroce,Savage Looter,12,202,0.06,6%,20.0,1.19,240,1,20.0,1.19,10.0,0.59
Griffes Démoniaques,Demon Claws,14,202,0.07,7%,17.0,1.18,238,1,17.0,1.18,8.5,0.59
Soif de Sang,Thirsty Dagger,14,202,0.07,7%,15.0,1.04,210,0,Gratuit,Gratuit,15.0,1.04
Force Divine,Divine Impetu,16,202,0.08,8%,13.0,1.03,208,0,Gratuit,Gratuit,13.0,1.03
Couronne du Roi Nain,Crown of the Dwarf King,15,202,0.07,7%,13.0,0.97,195,0,Gratuit,Gratuit,13.0,0.97
Triple Météore,Trimeteor,6,202,0.03,3%,30.0,0.89,180,0,Gratuit,Gratuit,30.0,0.89
Bâton de Conquête,Conquering Staff,7,202,0.03,3%,24.0,0.83,168,2,12.0,0.41,8.0,0.28
Griffes Sauvages,Wild Claw,80,202,0.4,40%,2.0,0.79,160,3,0.67,0.26,0.5,0.2
Épé Sainte,Holy Sword,16,202,0.08,8%,10.0,0.79,160,0,Gratuit,Gratuit,10.0,0.79
Esprit omniprésent,Omnipresent Spirit,8,202,0.04,4%,18.0,0.71,144,2,9.0,0.35,6.0,0.24
Décharge Élémentaire,Elemental Discharge,4,202,0.02,2%,18.0,0.36,72,1,18.0,0.36,9.0,0.18
Pluie de Météorites,Meteorites,1,202,0.0,0%,70.0,0.35,70,0,Gratuit,Gratuit,70.0,0.35
Amulette Omnisciente,Omnipresent Amulet,4,202,0.02,2%,13.0,0.26,52,0,Gratuit,Gratuit,13.0,0.26
Masse de Siège,Siege Mace,3,202,0.01,1%,16.0,0.24,48,0,Gratuit,Gratuit,16.0,0.24
Adrénaline Arcanique,Arcane Adrenaline,3,202,0.01,1%,16.0,0.24,48,1,16.0,0.24,8.0,0.12
Aura Légendaire,Legend Aura,1,202,0.0,0%,40.0,0.2,40,3,13.33,0.07,10.0,0.05
Bâton du Conquérant,Staff of Conquered Worlds,1,202,0.0,0%,11.0,0.05,11,0,Gratuit,Gratuit,11.0,0.05
