,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Esprit de l'Écuyer,Spirit of the Squire,5,5,1.0,100%,22.8,22.8,114,3,7.6,7.6,5.7,5.7
Le Traqueur,The Stalker,5,5,1.0,100%,20.0,20.0,100,3,6.67,6.67,5.0,5.0
Totem du Gardien,Guardian Totem,5,5,1.0,100%,19.6,19.6,98,3,6.53,6.53,4.9,4.9
Amulette Omnisciente,Omnipresent Amulet,5,5,1.0,100%,15.0,15.0,75,0,Gratuit,Gratuit,15.0,15.0
Totem Équivalent,Equivalent Totem,5,5,1.0,100%,13.6,13.6,68,2,6.8,6.8,4.53,4.53
Coup de Mort,Death Helper,5,5,1.0,100%,13.0,13.0,65,1,13.0,13.0,6.5,6.5
Armure d'Obsidienne,Obsidian Battle Plate,3,5,0.6,60%,20.0,12.0,60,2,10.0,6.0,6.67,4.0
Aveuglement,Incapacitor,5,5,1.0,100%,11.4,11.4,57,3,3.8,3.8,2.85,2.85
Le Visionnaire,The Visionary,3,5,0.6,60%,18.0,10.8,54,2,9.0,5.4,6.0,3.6
Œil de Lynx,Hawk's Eye,5,5,1.0,100%,10.0,10.0,50,0,Gratuit,Gratuit,10.0,10.0
Bâton de Conquête,Conquering Staff,2,5,0.4,40%,24.0,9.6,48,2,12.0,4.8,8.0,3.2
Armure d'Immortel,Immortal Breastplate,3,5,0.6,60%,16.0,9.6,48,1,16.0,9.6,8.0,4.8
Vision Céleste,Heavenly Vision,2,5,0.4,40%,22.0,8.8,44,2,11.0,4.4,7.33,2.93
Assistance Divine,Sacred Help,2,5,0.4,40%,20.0,8.0,40,2,10.0,4.0,6.67,2.67
Sabre Versatile,Versatil Saber,3,5,0.6,60%,11.0,6.6,33,1,11.0,6.6,5.5,3.3
Masse de Siège,Siege Mace,2,5,0.4,40%,16.0,6.4,32,0,Gratuit,Gratuit,16.0,6.4
Force Divine,Divine Impetu,2,5,0.4,40%,15.0,6.0,30,0,Gratuit,Gratuit,15.0,6.0
Le Marionnettiste,The Puppeteer,1,5,0.2,20%,20.0,4.0,20,2,10.0,2.0,6.67,1.33
Esprit omniprésent,Omnipresent Spirit,1,5,0.2,20%,18.0,3.6,18,2,9.0,1.8,6.0,1.2
Marteau Collecteur,Collecting Hammer,2,5,0.4,40%,7.0,2.8,14,2,3.5,1.4,2.33,0.93
Lame Affutée,Sharp Blade,4,5,0.8,80%,3.0,2.4,12,3,1.0,0.8,0.75,0.6
Faux,Scythe,5,5,1.0,100%,1.8,1.8,9,3,0.6,0.6,0.45,0.45
