,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem du Gardien,Guardian Totem,30,30,1.0,100%,14.87,14.87,446,3,4.96,4.96,3.72,3.72
Le Traqueur,The Stalker,20,30,0.67,67%,20.0,13.33,400,3,6.67,4.44,5.0,3.33
Armure d'Obsidienne,Obsidian Battle Plate,20,30,0.67,67%,20.0,13.33,400,2,10.0,6.67,6.67,4.44
Esprit de l'Écuyer,Spirit of the Squire,29,30,0.97,97%,13.03,12.6,378,3,4.34,4.2,3.26,3.15
Totem Équivalent,Equivalent Totem,30,30,1.0,100%,12.4,12.4,372,3,4.13,4.13,3.1,3.1
Le Visionnaire,The Visionary,17,30,0.57,57%,18.0,10.2,306,2,9.0,5.1,6.0,3.4
Vision Céleste,Heavenly Vision,15,30,0.5,50%,20.0,10.0,300,2,10.0,5.0,6.67,3.33
Sabre Versatile,Versatil Saber,15,30,0.5,50%,18.0,9.0,270,1,18.0,9.0,9.0,4.5
Amulette Omnisciente,Omnipresent Amulet,16,30,0.53,53%,15.0,8.0,240,0,Gratuit,Gratuit,15.0,8.0
Aveuglement,Incapacitor,25,30,0.83,83%,8.88,7.4,222,3,2.96,2.47,2.22,1.85
Coup de Mort,Death Helper,17,30,0.57,57%,13.0,7.37,221,1,13.0,7.37,6.5,3.69
Œil de Lynx,Hawk's Eye,27,30,0.9,90%,8.0,7.2,216,0,Gratuit,Gratuit,8.0,7.2
Assistance Divine,Sacred Help,8,30,0.27,27%,20.0,5.33,160,2,10.0,2.67,6.67,1.78
Armure d'Immortel,Immortal Breastplate,8,30,0.27,27%,20.0,5.33,160,1,20.0,5.33,10.0,2.67
Marteau Collecteur,Collecting Hammer,10,30,0.33,33%,12.6,4.2,126,2,6.3,2.1,4.2,1.4
Esprit omniprésent,Omnipresent Spirit,7,30,0.23,23%,18.0,4.2,126,2,9.0,2.1,6.0,1.4
Bâton de Conquête,Conquering Staff,5,30,0.17,17%,24.0,4.0,120,2,12.0,2.0,8.0,1.33
Force Divine,Divine Impetu,7,30,0.23,23%,15.0,3.5,105,0,Gratuit,Gratuit,15.0,3.5
Bâton du Conquérant,Staff of Conquered Worlds,5,30,0.17,17%,15.0,2.5,75,0,Gratuit,Gratuit,15.0,2.5
Le Marionnettiste,The Puppeteer,3,30,0.1,10%,20.0,2.0,60,2,10.0,1.0,6.67,0.67
Lame Affutée,Sharp Blade,12,30,0.4,40%,4.25,1.7,51,3,1.42,0.57,1.06,0.42
Épée Obscure,Swords of Darkness,2,30,0.07,7%,20.0,1.33,40,1,20.0,1.33,10.0,0.67
Soif de Sang,Thirsty Dagger,2,30,0.07,7%,15.0,1.0,30,0,Gratuit,Gratuit,15.0,1.0
Faux,Scythe,15,30,0.5,50%,1.53,0.77,23,3,0.51,0.26,0.38,0.19
Chasseur d'Âmes,Soul Hunter,1,30,0.03,3%,20.0,0.67,20,1,20.0,0.67,10.0,0.34
Être de Lumière,Being of Light,1,30,0.03,3%,20.0,0.67,20,1,20.0,0.67,10.0,0.34
Danse Macabre,Dance of Death,1,30,0.03,3%,10.0,0.33,10,1,10.0,0.33,5.0,0.17
