,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,28,28,1.0,100%,16.04,16.04,449,2,8.02,8.02,5.35,5.35
Faux,Scythe,28,28,1.0,100%,13.39,13.39,375,3,4.46,4.46,3.35,3.35
Lame Affutée,Sharp Blade,27,28,0.96,96%,13.11,12.64,354,3,4.37,4.21,3.28,3.16
Hache Frénétique,Berseker Ax,22,28,0.79,79%,14.0,11.0,308,2,7.0,5.5,4.67,3.67
Marteau Collecteur,Collecting Hammer,19,28,0.68,68%,14.16,9.61,269,2,7.08,4.8,4.72,3.2
Armure d'Obsidienne,Obsidian Battle Plate,13,28,0.46,46%,20.0,9.29,260,2,10.0,4.64,6.67,3.1
Adrénaline Arcanique,Arcane Adrenaline,16,28,0.57,57%,16.0,9.14,256,1,16.0,9.14,8.0,4.57
Économe Sagesse du Trésorier,Treasurer's Wisdom,13,28,0.46,46%,17.0,7.89,221,2,8.5,3.94,5.67,2.63
Esprit de l'Écuyer,Spirit of the Squire,24,28,0.86,86%,8.25,7.07,198,3,2.75,2.36,2.06,1.77
Explosion Arcanique,Arcane Explosive,16,28,0.57,57%,12.0,6.86,192,1,12.0,6.86,6.0,3.43
Épée Obscure,Swords of Darkness,11,28,0.39,39%,17.0,6.68,187,1,17.0,6.68,8.5,3.34
Gantelet Impérieux,Imperious Gauntlet,6,28,0.21,21%,30.0,6.43,180,1,30.0,6.43,15.0,3.21
Faux Parfaite,Perfect Scythe,12,28,0.43,43%,15.0,6.43,180,0,Gratuit,Gratuit,15.0,6.43
Lame Insatiable,Fast Furious Blade,11,28,0.39,39%,16.0,6.29,176,2,8.0,3.15,5.33,2.1
Elan de Fureur,Rampage Momentum,11,28,0.39,39%,15.0,5.89,165,2,7.5,2.94,5.0,1.96
Assistance Divine,Sacred Help,7,28,0.25,25%,20.0,5.0,140,2,10.0,2.5,6.67,1.67
Sabre Versatile,Versatil Saber,12,28,0.43,43%,11.0,4.71,132,1,11.0,4.71,5.5,2.35
Chasseur d'Âmes,Soul Hunter,7,28,0.25,25%,17.86,4.46,125,1,17.86,4.46,8.93,2.23
Danse Macabre,Dance of Death,15,28,0.54,54%,8.0,4.29,120,1,8.0,4.29,4.0,2.15
