,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,9,9,1.0,100%,15.89,15.89,143,2,7.95,7.95,5.3,5.3
Faux,Scythe,9,9,1.0,100%,14.22,14.22,128,3,4.74,4.74,3.56,3.56
Hache Frénétique,Berseker Ax,7,9,0.78,78%,14.0,10.89,98,2,7.0,5.45,4.67,3.63
Adrénaline Arcanique,Arcane Adrenaline,6,9,0.67,67%,16.0,10.67,96,1,16.0,10.67,8.0,5.33
Économe Sagesse du Trésorier,Treasurer's Wisdom,5,9,0.56,56%,17.0,9.44,85,2,8.5,4.72,5.67,3.15
Ascension Divine,Divine Ascent,3,9,0.33,33%,25.0,8.33,75,3,8.33,2.78,6.25,2.08
Marteau Collecteur,Collecting Hammer,7,9,0.78,78%,8.57,6.67,60,2,4.29,3.33,2.86,2.22
Faux Parfaite,Perfect Scythe,4,9,0.44,44%,15.0,6.67,60,0,Gratuit,Gratuit,15.0,6.67
Gantelet Impérieux,Imperious Gauntlet,2,9,0.22,22%,30.0,6.67,60,1,30.0,6.67,15.0,3.33
Lame Affutée,Sharp Blade,7,9,0.78,78%,8.57,6.67,60,3,2.86,2.22,2.14,1.67
Esprit de l'Écuyer,Spirit of the Squire,8,9,0.89,89%,6.75,6.0,54,3,2.25,2.0,1.69,1.5
Explosion Arcanique,Arcane Explosive,3,9,0.33,33%,12.0,4.0,36,1,12.0,4.0,6.0,2.0
Parchemin Secret,Secret Scroll,2,9,0.22,22%,18.0,4.0,36,2,9.0,2.0,6.0,1.33
Épée Obscure,Swords of Darkness,2,9,0.22,22%,17.0,3.78,34,1,17.0,3.78,8.5,1.89
Totem du Gardien,Guardian Totem,9,9,1.0,100%,3.67,3.67,33,3,1.22,1.22,0.92,0.92
Lame Insatiable,Fast Furious Blade,2,9,0.22,22%,16.0,3.56,32,2,8.0,1.78,5.33,1.19
Triple Météore,Trimeteor,1,9,0.11,11%,30.0,3.33,30,0,Gratuit,Gratuit,30.0,3.33
Aveuglement,Incapacitor,5,9,0.56,56%,5.4,3.0,27,3,1.8,1.0,1.35,0.75
Faux Assoiffées,Thirsty Scythes,1,9,0.11,11%,25.0,2.78,25,3,8.33,0.93,6.25,0.69
Danse Macabre,Dance of Death,3,9,0.33,33%,8.0,2.67,24,1,8.0,2.67,4.0,1.33
Armure d'Obsidienne,Obsidian Battle Plate,1,9,0.11,11%,20.0,2.22,20,2,10.0,1.11,6.67,0.74
Tombeau Rocheux,Rock Tomb,2,9,0.22,22%,10.0,2.22,20,1,10.0,2.22,5.0,1.11
Pillard Féroce,Savage Looter,1,9,0.11,11%,20.0,2.22,20,1,20.0,2.22,10.0,1.11
Assistance Divine,Sacred Help,1,9,0.11,11%,20.0,2.22,20,2,10.0,1.11,6.67,0.74
Esprit omniprésent,Omnipresent Spirit,1,9,0.11,11%,18.0,2.0,18,2,9.0,1.0,6.0,0.67
Marteleur précis,Precise Hammer,1,9,0.11,11%,18.0,2.0,18,1,18.0,2.0,9.0,1.0
Esprit Guerrier,Spirit of the Warrior,1,9,0.11,11%,16.0,1.78,16,1,16.0,1.78,8.0,0.89
Elan de Fureur,Rampage Momentum,1,9,0.11,11%,15.0,1.67,15,2,7.5,0.83,5.0,0.56
Griffes Sauvages,Wild Claw,6,9,0.67,67%,2.5,1.67,15,3,0.83,0.56,0.62,0.42
Couronne du Roi Nain,Crown of the Dwarf King,1,9,0.11,11%,13.0,1.44,13,0,Gratuit,Gratuit,13.0,1.44
Sabre Versatile,Versatil Saber,1,9,0.11,11%,11.0,1.22,11,1,11.0,1.22,5.5,0.61
Désintégrateur Magnétique,Magnetic Disintegrator,1,9,0.11,11%,11.0,1.22,11,0,Gratuit,Gratuit,11.0,1.22
Masse Colossale,Colossal Mace,1,9,0.11,11%,11.0,1.22,11,0,Gratuit,Gratuit,11.0,1.22
Force Divine,Divine Impetu,1,9,0.11,11%,11.0,1.22,11,0,Gratuit,Gratuit,11.0,1.22
Coup de Mort,Death Helper,1,9,0.11,11%,10.0,1.11,10,1,10.0,1.11,5.0,0.56
Épé Sainte,Holy Sword,1,9,0.11,11%,10.0,1.11,10,0,Gratuit,Gratuit,10.0,1.11
