,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,15,15,1.0,100%,17.13,17.13,257,2,8.56,8.56,5.71,5.71
Ascension Divine,Divine Ascent,10,15,0.67,67%,25.0,16.67,250,3,8.33,5.56,6.25,4.17
Faux,Scythe,15,15,1.0,100%,16.47,16.47,247,3,5.49,5.49,4.12,4.12
Armure d'Obsidienne,Obsidian Battle Plate,11,15,0.73,73%,20.0,14.67,220,2,10.0,7.33,6.67,4.89
Lame Affutée,Sharp Blade,14,15,0.93,93%,14.36,13.4,201,3,4.79,4.47,3.59,3.35
Économe Sagesse du Trésorier,Treasurer's Wisdom,11,15,0.73,73%,17.0,12.47,187,2,8.5,6.24,5.67,4.16
Faux Assoiffées,Thirsty Scythes,7,15,0.47,47%,25.0,11.67,175,3,8.33,3.89,6.25,2.92
Hache Frénétique,Berseker Ax,11,15,0.73,73%,14.0,10.27,154,2,7.0,5.13,4.67,3.42
Gantelet Impérieux,Imperious Gauntlet,5,15,0.33,33%,30.0,10.0,150,1,30.0,10.0,15.0,5.0
Faux Parfaite,Perfect Scythe,8,15,0.53,53%,15.0,8.0,120,0,Gratuit,Gratuit,15.0,8.0
Épée Obscure,Swords of Darkness,7,15,0.47,47%,17.0,7.93,119,1,17.0,7.93,8.5,3.96
Aveuglement,Incapacitor,14,15,0.93,93%,7.5,7.0,105,3,2.5,2.33,1.88,1.75
Esprit de l'Écuyer,Spirit of the Squire,13,15,0.87,87%,7.85,6.8,102,3,2.62,2.27,1.96,1.7
Adrénaline Arcanique,Arcane Adrenaline,6,15,0.4,40%,16.0,6.4,96,1,16.0,6.4,8.0,3.2
Aura Légendaire,Legend Aura,2,15,0.13,13%,40.0,5.33,80,3,13.33,1.78,10.0,1.33
Danse Macabre,Dance of Death,9,15,0.6,60%,8.0,4.8,72,1,8.0,4.8,4.0,2.4
Sabre Versatile,Versatil Saber,6,15,0.4,40%,11.0,4.4,66,1,11.0,4.4,5.5,2.2
Lame Insatiable,Fast Furious Blade,4,15,0.27,27%,16.0,4.27,64,2,8.0,2.13,5.33,1.42
Elan de Fureur,Rampage Momentum,4,15,0.27,27%,15.0,4.0,60,2,7.5,2.0,5.0,1.33
Enchaînement Éclair,Unstoppable Lightning,3,15,0.2,20%,18.0,3.6,54,1,18.0,3.6,9.0,1.8
Totem du Gardien,Guardian Totem,15,15,1.0,100%,3.53,3.53,53,3,1.18,1.18,0.88,0.88
Coup de Mort,Death Helper,5,15,0.33,33%,10.6,3.53,53,1,10.6,3.53,5.3,1.76
Tombeau Rocheux,Rock Tomb,5,15,0.33,33%,10.0,3.33,50,1,10.0,3.33,5.0,1.67
Soif de Sang,Thirsty Dagger,3,15,0.2,20%,15.0,3.0,45,0,Gratuit,Gratuit,15.0,3.0
Désintégrateur Magnétique,Magnetic Disintegrator,4,15,0.27,27%,11.0,2.93,44,0,Gratuit,Gratuit,11.0,2.93
Force Divine,Divine Impetu,3,15,0.2,20%,13.67,2.73,41,0,Gratuit,Gratuit,13.67,2.73
Épé Sainte,Holy Sword,4,15,0.27,27%,10.0,2.67,40,0,Gratuit,Gratuit,10.0,2.67
Assistance Divine,Sacred Help,2,15,0.13,13%,20.0,2.67,40,2,10.0,1.33,6.67,0.89
Esprit omniprésent,Omnipresent Spirit,2,15,0.13,13%,18.0,2.4,36,2,9.0,1.2,6.0,0.8
Armure d'Immortel,Immortal Breastplate,2,15,0.13,13%,15.0,2.0,30,1,15.0,2.0,7.5,1.0
Triple Météore,Trimeteor,1,15,0.07,7%,30.0,2.0,30,0,Gratuit,Gratuit,30.0,2.0
Marteau Collecteur,Collecting Hammer,4,15,0.27,27%,6.75,1.8,27,2,3.38,0.9,2.25,0.6
Couronne du Roi Nain,Crown of the Dwarf King,2,15,0.13,13%,13.0,1.73,26,0,Gratuit,Gratuit,13.0,1.73
Bâton de Conquête,Conquering Staff,1,15,0.07,7%,24.0,1.6,24,2,12.0,0.8,8.0,0.53
Explosion Arcanique,Arcane Explosive,2,15,0.13,13%,12.0,1.6,24,1,12.0,1.6,6.0,0.8
Chasseur d'Âmes,Soul Hunter,1,15,0.07,7%,20.0,1.33,20,1,20.0,1.33,10.0,0.67
Pillard Féroce,Savage Looter,1,15,0.07,7%,20.0,1.33,20,1,20.0,1.33,10.0,0.67
Chasseresse d'Âmes,Huntress of Souls,1,15,0.07,7%,19.0,1.27,19,1,19.0,1.27,9.5,0.64
Œil de Lynx,Hawk's Eye,2,15,0.13,13%,9.0,1.2,18,0,Gratuit,Gratuit,9.0,1.2
Être de Lumière,Being of Light,1,15,0.07,7%,18.0,1.2,18,1,18.0,1.2,9.0,0.6
Parchemin Secret,Secret Scroll,1,15,0.07,7%,18.0,1.2,18,2,9.0,0.6,6.0,0.4
Griffes Démoniaques,Demon Claws,1,15,0.07,7%,17.0,1.13,17,1,17.0,1.13,8.5,0.56
Masse de Siège,Siege Mace,1,15,0.07,7%,16.0,1.07,16,0,Gratuit,Gratuit,16.0,1.07
Bâton du Conquérant,Staff of Conquered Worlds,1,15,0.07,7%,11.0,0.73,11,0,Gratuit,Gratuit,11.0,0.73
Griffes Sauvages,Wild Claw,7,15,0.47,47%,1.29,0.6,9,3,0.43,0.2,0.32,0.15
