,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,20,20,1.0,100%,16.3,16.3,326,2,8.15,8.15,5.43,5.43
Armure d'Obsidienne,Obsidian Battle Plate,14,20,0.7,70%,20.0,14.0,280,2,10.0,7.0,6.67,4.67
Faux,Scythe,20,20,1.0,100%,13.95,13.95,279,3,4.65,4.65,3.49,3.49
Lame Affutée,Sharp Blade,18,20,0.9,90%,11.0,9.9,198,3,3.67,3.3,2.75,2.48
Hache Frénétique,Berseker Ax,13,20,0.65,65%,14.0,9.1,182,2,7.0,4.55,4.67,3.03
Économe Sagesse du Trésorier,Treasurer's Wisdom,10,20,0.5,50%,17.0,8.5,170,2,8.5,4.25,5.67,2.83
Aura Légendaire,Legend Aura,4,20,0.2,20%,40.0,8.0,160,3,13.33,2.67,10.0,2.0
Gantelet Impérieux,Imperious Gauntlet,5,20,0.25,25%,30.0,7.5,150,1,30.0,7.5,15.0,3.75
Ascension Divine,Divine Ascent,6,20,0.3,30%,25.0,7.5,150,3,8.33,2.5,6.25,1.88
Faux Parfaite,Perfect Scythe,10,20,0.5,50%,15.0,7.5,150,0,Gratuit,Gratuit,15.0,7.5
Armure d'Immortel,Immortal Breastplate,9,20,0.45,45%,15.33,6.9,138,1,15.33,6.9,7.67,3.45
Esprit de l'Écuyer,Spirit of the Squire,19,20,0.95,95%,7.26,6.9,138,3,2.42,2.3,1.81,1.73
Marteau Collecteur,Collecting Hammer,12,20,0.6,60%,10.92,6.55,131,2,5.46,3.27,3.64,2.18
Sabre Versatile,Versatil Saber,11,20,0.55,55%,11.0,6.05,121,1,11.0,6.05,5.5,3.02
Épée Obscure,Swords of Darkness,7,20,0.35,35%,17.0,5.95,119,1,17.0,5.95,8.5,2.98
Aveuglement,Incapacitor,19,20,0.95,95%,6.16,5.85,117,3,2.05,1.95,1.54,1.46
Adrénaline Arcanique,Arcane Adrenaline,7,20,0.35,35%,16.0,5.6,112,1,16.0,5.6,8.0,2.8
Elan de Fureur,Rampage Momentum,7,20,0.35,35%,15.0,5.25,105,2,7.5,2.62,5.0,1.75
Enchaînement Éclair,Unstoppable Lightning,5,20,0.25,25%,18.0,4.5,90,1,18.0,4.5,9.0,2.25
Totem du Gardien,Guardian Totem,20,20,1.0,100%,4.45,4.45,89,3,1.48,1.48,1.11,1.11
Explosion Arcanique,Arcane Explosive,7,20,0.35,35%,12.0,4.2,84,1,12.0,4.2,6.0,2.1
Force Divine,Divine Impetu,5,20,0.25,25%,13.4,3.35,67,0,Gratuit,Gratuit,13.4,3.35
Danse Macabre,Dance of Death,8,20,0.4,40%,8.0,3.2,64,1,8.0,3.2,4.0,1.6
