,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Griffes Sauvages,Wild Claw,16,16,1.0,100%,14.75,14.75,236,3,4.92,4.92,3.69,3.69
Totem Équivalent,Equivalent Totem,16,16,1.0,100%,14.69,14.69,235,2,7.34,7.34,4.9,4.9
Esprit de l'Écuyer,Spirit of the Squire,14,16,0.88,88%,11.79,10.31,165,3,3.93,3.44,2.95,2.58
Assistance Divine,Sacred Help,8,16,0.5,50%,20.0,10.0,160,2,10.0,5.0,6.67,3.33
Aveuglement,Incapacitor,14,16,0.88,88%,10.07,8.81,141,3,3.36,2.94,2.52,2.2
Faux,Scythe,16,16,1.0,100%,8.44,8.44,135,3,2.81,2.81,2.11,2.11
Tombeau Rocheux,Rock Tomb,13,16,0.81,81%,10.0,8.12,130,1,10.0,8.12,5.0,4.06
Décharge Élémentaire,Elemental Discharge,7,16,0.44,44%,18.0,7.88,126,1,18.0,7.88,9.0,3.94
Mental d'Acier,Steel Aura,7,16,0.44,44%,18.0,7.88,126,2,9.0,3.94,6.0,2.63
Marteau Collecteur,Collecting Hammer,11,16,0.69,69%,10.55,7.25,116,2,5.28,3.62,3.52,2.42
Coup de Mort,Death Helper,9,16,0.56,56%,11.33,6.38,102,1,11.33,6.38,5.67,3.19
Épée Obscure,Swords of Darkness,5,16,0.31,31%,17.0,5.31,85,1,17.0,5.31,8.5,2.65
Lame Affutée,Sharp Blade,12,16,0.75,75%,7.0,5.25,84,3,2.33,1.75,1.75,1.31
Esprit Sauvage,Wild Spirit,8,16,0.5,50%,10.0,5.0,80,0,Gratuit,Gratuit,10.0,5.0
Armure d'Obsidienne,Obsidian Battle Plate,4,16,0.25,25%,20.0,5.0,80,2,10.0,2.5,6.67,1.67
Chasseur de Bêtes,Beast Hunter,4,16,0.25,25%,18.0,4.5,72,2,9.0,2.25,6.0,1.5
Hache Frénétique,Berseker Ax,4,16,0.25,25%,14.0,3.5,56,2,7.0,1.75,4.67,1.17
Marteleur précis,Precise Hammer,3,16,0.19,19%,18.0,3.38,54,1,18.0,3.38,9.0,1.69
Bâton de Conquête,Conquering Staff,2,16,0.12,12%,24.0,3.0,48,2,12.0,1.5,8.0,1.0
Sabre Versatile,Versatil Saber,4,16,0.25,25%,11.0,2.75,44,1,11.0,2.75,5.5,1.38
Esprit omniprésent,Omnipresent Spirit,2,16,0.12,12%,18.0,2.25,36,2,9.0,1.12,6.0,0.75
Enchaînement Éclair,Unstoppable Lightning,2,16,0.12,12%,18.0,2.25,36,1,18.0,2.25,9.0,1.12
Chasseur d'Âmes,Soul Hunter,2,16,0.12,12%,17.5,2.19,35,1,17.5,2.19,8.75,1.09
Œil de Lynx,Hawk's Eye,4,16,0.25,25%,8.0,2.0,32,0,Gratuit,Gratuit,8.0,2.0
Elan de Fureur,Rampage Momentum,2,16,0.12,12%,15.0,1.88,30,2,7.5,0.94,5.0,0.63
Armure d'Immortel,Immortal Breastplate,2,16,0.12,12%,14.0,1.75,28,1,14.0,1.75,7.0,0.88
Danse Macabre,Dance of Death,3,16,0.19,19%,8.0,1.5,24,1,8.0,1.5,4.0,0.75
Totem du Gardien,Guardian Totem,9,16,0.56,56%,2.56,1.44,23,3,0.85,0.48,0.64,0.36
Désintégrateur Magnétique,Magnetic Disintegrator,2,16,0.12,12%,11.0,1.38,22,0,Gratuit,Gratuit,11.0,1.38
Bâton du Conquérant,Staff of Conquered Worlds,2,16,0.12,12%,11.0,1.38,22,0,Gratuit,Gratuit,11.0,1.38
Le Marionnettiste,The Puppeteer,1,16,0.06,6%,20.0,1.25,20,2,10.0,0.62,6.67,0.42
Pillard Féroce,Savage Looter,1,16,0.06,6%,20.0,1.25,20,1,20.0,1.25,10.0,0.62
Être de Lumière,Being of Light,1,16,0.06,6%,18.0,1.12,18,1,18.0,1.12,9.0,0.56
Économe Sagesse du Trésorier,Treasurer's Wisdom,1,16,0.06,6%,17.0,1.06,17,2,8.5,0.53,5.67,0.35
Amulette Omnisciente,Omnipresent Amulet,1,16,0.06,6%,15.0,0.94,15,0,Gratuit,Gratuit,15.0,0.94
Explosion Arcanique,Arcane Explosive,1,16,0.06,6%,12.0,0.75,12,1,12.0,0.75,6.0,0.38
Force Divine,Divine Impetu,1,16,0.06,6%,11.0,0.69,11,0,Gratuit,Gratuit,11.0,0.69
Épé Sainte,Holy Sword,1,16,0.06,6%,10.0,0.62,10,0,Gratuit,Gratuit,10.0,0.62
