,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Griffes Sauvages,Wild Claw,7,7,1.0,100%,19.43,19.43,136,3,6.48,6.48,4.86,4.86
Totem Équivalent,Equivalent Totem,7,7,1.0,100%,15.57,15.57,109,2,7.79,7.79,5.19,5.19
Chasseur de Bêtes,Beast Hunter,6,7,0.86,86%,18.0,15.43,108,2,9.0,7.71,6.0,5.14
Mental d'Acier,Steel Aura,6,7,0.86,86%,18.0,15.43,108,2,9.0,7.71,6.0,5.14
Pillard Féroce,Savage Looter,4,7,0.57,57%,20.0,11.43,80,1,20.0,11.43,10.0,5.71
Faux,Scythe,7,7,1.0,100%,10.86,10.86,76,3,3.62,3.62,2.71,2.71
Esprit de l'Écuyer,Spirit of the Squire,6,7,0.86,86%,12.5,10.71,75,3,4.17,3.57,3.12,2.68
Esprit Sauvage,Wild Spirit,7,7,1.0,100%,10.0,10.0,70,0,Gratuit,Gratuit,10.0,10.0
Marteau Collecteur,Collecting Hammer,5,7,0.71,71%,13.2,9.43,66,2,6.6,4.71,4.4,3.14
Aveuglement,Incapacitor,6,7,0.86,86%,10.5,9.0,63,3,3.5,3.0,2.62,2.25
Tombeau Rocheux,Rock Tomb,6,7,0.86,86%,10.0,8.57,60,1,10.0,8.57,5.0,4.29
Décharge Élémentaire,Elemental Discharge,3,7,0.43,43%,18.0,7.71,54,1,18.0,7.71,9.0,3.85
Hache Frénétique,Berseker Ax,3,7,0.43,43%,14.0,6.0,42,2,7.0,3.0,4.67,2.0
Le Marionnettiste,The Puppeteer,2,7,0.29,29%,20.0,5.71,40,2,10.0,2.85,6.67,1.9
Coup de Mort,Death Helper,4,7,0.57,57%,10.0,5.71,40,1,10.0,5.71,5.0,2.85
Esprit omniprésent,Omnipresent Spirit,2,7,0.29,29%,18.0,5.14,36,2,9.0,2.57,6.0,1.71
Lame Affutée,Sharp Blade,4,7,0.57,57%,9.0,5.14,36,3,3.0,1.71,2.25,1.28
Marteleur précis,Precise Hammer,2,7,0.29,29%,18.0,5.14,36,1,18.0,5.14,9.0,2.57
Économe Sagesse du Trésorier,Treasurer's Wisdom,2,7,0.29,29%,17.0,4.86,34,2,8.5,2.43,5.67,1.62
Amulette Omnisciente,Omnipresent Amulet,3,7,0.43,43%,11.0,4.71,33,0,Gratuit,Gratuit,11.0,4.71
Bâton de Conquête,Conquering Staff,1,7,0.14,14%,24.0,3.43,24,2,12.0,1.72,8.0,1.14
Désintégrateur Magnétique,Magnetic Disintegrator,2,7,0.29,29%,11.0,3.14,22,0,Gratuit,Gratuit,11.0,3.14
Armure d'Obsidienne,Obsidian Battle Plate,1,7,0.14,14%,20.0,2.86,20,2,10.0,1.43,6.67,0.95
Assistance Divine,Sacred Help,1,7,0.14,14%,20.0,2.86,20,2,10.0,1.43,6.67,0.95
Adrénaline Arcanique,Arcane Adrenaline,1,7,0.14,14%,16.0,2.29,16,1,16.0,2.29,8.0,1.15
Soif de Sang,Thirsty Dagger,1,7,0.14,14%,15.0,2.14,15,0,Gratuit,Gratuit,15.0,2.14
Bâton du Conquérant,Staff of Conquered Worlds,1,7,0.14,14%,11.0,1.57,11,0,Gratuit,Gratuit,11.0,1.57
Sabre Versatile,Versatil Saber,1,7,0.14,14%,11.0,1.57,11,1,11.0,1.57,5.5,0.79
Totem du Gardien,Guardian Totem,7,7,1.0,100%,1.43,1.43,10,3,0.48,0.48,0.36,0.36
Danse Macabre,Dance of Death,1,7,0.14,14%,8.0,1.14,8,1,8.0,1.14,4.0,0.57
Œil de Lynx,Hawk's Eye,1,7,0.14,14%,8.0,1.14,8,0,Gratuit,Gratuit,8.0,1.14
