,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Assistance Divine,Sacred Help,65,68,0.96,96%,20.0,19.12,1300,2,10.0,9.56,6.67,6.37
Griffes Sauvages,Wild Claw,68,68,1.0,100%,15.99,15.99,1087,3,5.33,5.33,4.0,4.0
Totem Équivalent,Equivalent Totem,68,68,1.0,100%,14.47,14.47,984,3,4.82,4.82,3.62,3.62
Armure d'Obsidienne,Obsidian Battle Plate,36,68,0.53,53%,20.0,10.59,720,2,10.0,5.29,6.67,3.53
Pillard Féroce,Savage Looter,32,68,0.47,47%,20.0,9.41,640,1,20.0,9.41,10.0,4.71
Chasseur de Bêtes,Beast Hunter,35,68,0.51,51%,18.0,9.26,630,2,9.0,4.63,6.0,3.09
Faux,Scythe,68,68,1.0,100%,9.15,9.15,622,3,3.05,3.05,2.29,2.29
Aveuglement,Incapacitor,67,68,0.99,99%,9.27,9.13,621,3,3.09,3.04,2.32,2.28
Être de Lumière,Being of Light,31,68,0.46,46%,20.0,9.12,620,1,20.0,9.12,10.0,4.56
Esprit de l'Écuyer,Spirit of the Squire,63,68,0.93,93%,9.0,8.34,567,3,3.0,2.78,2.25,2.08
Sabre Versatile,Versatil Saber,29,68,0.43,43%,18.0,7.68,522,1,18.0,7.68,9.0,3.84
Lame Affutée,Sharp Blade,55,68,0.81,81%,9.27,7.5,510,3,3.09,2.5,2.32,1.88
Décharge Élémentaire,Elemental Discharge,23,68,0.34,34%,20.0,6.76,460,1,20.0,6.76,10.0,3.38
Marteau Collecteur,Collecting Hammer,31,68,0.46,46%,14.45,6.59,448,2,7.22,3.29,4.82,2.2
Mental d'Acier,Steel Aura,23,68,0.34,34%,18.0,6.09,414,2,9.0,3.04,6.0,2.03
Esprit Sauvage,Wild Spirit,40,68,0.59,59%,8.0,4.71,320,0,Gratuit,Gratuit,8.0,4.71
Bâton de Conquête,Conquering Staff,13,68,0.19,19%,24.0,4.59,312,2,12.0,2.29,8.0,1.53
Le Marionnettiste,The Puppeteer,15,68,0.22,22%,20.0,4.41,300,2,10.0,2.21,6.67,1.47
Coup de Mort,Death Helper,21,68,0.31,31%,13.0,4.01,273,1,13.0,4.01,6.5,2.0
Épée Obscure,Swords of Darkness,13,68,0.19,19%,20.0,3.82,260,1,20.0,3.82,10.0,1.91
Armure d'Immortel,Immortal Breastplate,13,68,0.19,19%,20.0,3.82,260,1,20.0,3.82,10.0,1.91
Danse Macabre,Dance of Death,24,68,0.35,35%,10.0,3.53,240,1,10.0,3.53,5.0,1.76
Totem du Gardien,Guardian Totem,68,68,1.0,100%,3.26,3.26,222,3,1.09,1.09,0.81,0.81
Enchaînement Éclair,Unstoppable Lightning,10,68,0.15,15%,22.0,3.24,220,2,11.0,1.62,7.33,1.08
Aura Légendaire,Legend Aura,5,68,0.07,7%,40.0,2.94,200,3,13.33,0.98,10.0,0.73
Esprit omniprésent,Omnipresent Spirit,11,68,0.16,16%,18.0,2.91,198,2,9.0,1.46,6.0,0.97
Hache Frénétique,Berseker Ax,12,68,0.18,18%,16.0,2.82,192,2,8.0,1.41,5.33,0.94
Œil de Lynx,Hawk's Eye,24,68,0.35,35%,8.0,2.82,192,0,Gratuit,Gratuit,8.0,2.82
Marteleur précis,Precise Hammer,10,68,0.15,15%,18.0,2.65,180,1,18.0,2.65,9.0,1.32
Bâton du Conquérant,Staff of Conquered Worlds,11,68,0.16,16%,15.0,2.43,165,0,Gratuit,Gratuit,15.0,2.43
Soif de Sang,Thirsty Dagger,11,68,0.16,16%,15.0,2.43,165,0,Gratuit,Gratuit,15.0,2.43
Elan de Fureur,Rampage Momentum,11,68,0.16,16%,15.0,2.43,165,1,15.0,2.43,7.5,1.22
Force Divine,Divine Impetu,9,68,0.13,13%,15.0,1.99,135,0,Gratuit,Gratuit,15.0,1.99
Chasseur d'Âmes,Soul Hunter,4,68,0.06,6%,20.0,1.18,80,1,20.0,1.18,10.0,0.59
Épé Sainte,Holy Sword,4,68,0.06,6%,15.0,0.88,60,0,Gratuit,Gratuit,15.0,0.88
Parchemin Secret,Secret Scroll,3,68,0.04,4%,18.0,0.79,54,2,9.0,0.4,6.0,0.26
Ascension Divine,Divine Ascent,2,68,0.03,3%,25.0,0.74,50,3,8.33,0.25,6.25,0.18
Explosion Arcanique,Arcane Explosive,3,68,0.04,4%,12.0,0.53,36,1,12.0,0.53,6.0,0.27
Triple Météore,Trimeteor,1,68,0.01,1%,30.0,0.44,30,0,Gratuit,Gratuit,30.0,0.44
Faux Assoiffées,Thirsty Scythes,1,68,0.01,1%,25.0,0.37,25,3,8.33,0.12,6.25,0.09
Amulette Omnisciente,Omnipresent Amulet,1,68,0.01,1%,15.0,0.22,15,0,Gratuit,Gratuit,15.0,0.22
Masse Colossale,Colossal Mace,1,68,0.01,1%,15.0,0.22,15,0,Gratuit,Gratuit,15.0,0.22
Couronne du Roi Nain,Crown of the Dwarf King,1,68,0.01,1%,13.0,0.19,13,0,Gratuit,Gratuit,13.0,0.19
