,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Assistance Divine,Sacred Help,15,16,0.94,94%,20.0,18.75,300,2,10.0,9.38,6.67,6.25
Griffes Sauvages,Wild Claw,16,16,1.0,100%,15.69,15.69,251,3,5.23,5.23,3.92,3.92
Totem Équivalent,Equivalent Totem,16,16,1.0,100%,14.81,14.81,237,3,4.94,4.94,3.7,3.7
Chasseur de Bêtes,Beast Hunter,10,16,0.62,62%,18.0,11.25,180,2,9.0,5.62,6.0,3.75
Pillard Féroce,Savage Looter,9,16,0.56,56%,20.0,11.25,180,1,20.0,11.25,10.0,5.62
Aveuglement,Incapacitor,16,16,1.0,100%,10.31,10.31,165,3,3.44,3.44,2.58,2.58
Armure d'Obsidienne,Obsidian Battle Plate,8,16,0.5,50%,20.0,10.0,160,2,10.0,5.0,6.67,3.33
Faux,Scythe,16,16,1.0,100%,9.0,9.0,144,3,3.0,3.0,2.25,2.25
Esprit de l'Écuyer,Spirit of the Squire,15,16,0.94,94%,9.4,8.81,141,3,3.13,2.94,2.35,2.2
Être de Lumière,Being of Light,7,16,0.44,44%,20.0,8.75,140,1,20.0,8.75,10.0,4.38
Décharge Élémentaire,Elemental Discharge,7,16,0.44,44%,20.0,8.75,140,1,20.0,8.75,10.0,4.38
Sabre Versatile,Versatil Saber,7,16,0.44,44%,18.0,7.88,126,1,18.0,7.88,9.0,3.94
Lame Affutée,Sharp Blade,14,16,0.88,88%,7.29,6.38,102,3,2.43,2.13,1.82,1.59
Bâton de Conquête,Conquering Staff,4,16,0.25,25%,24.0,6.0,96,2,12.0,3.0,8.0,2.0
Mental d'Acier,Steel Aura,5,16,0.31,31%,18.0,5.62,90,2,9.0,2.81,6.0,1.87
Marteau Collecteur,Collecting Hammer,8,16,0.5,50%,10.5,5.25,84,2,5.25,2.62,3.5,1.75
Esprit Sauvage,Wild Spirit,10,16,0.62,62%,8.0,5.0,80,0,Gratuit,Gratuit,8.0,5.0
Coup de Mort,Death Helper,6,16,0.38,38%,13.0,4.88,78,1,13.0,4.88,6.5,2.44
Bâton du Conquérant,Staff of Conquered Worlds,5,16,0.31,31%,15.0,4.69,75,0,Gratuit,Gratuit,15.0,4.69
Le Marionnettiste,The Puppeteer,3,16,0.19,19%,20.0,3.75,60,2,10.0,1.88,6.67,1.25
Totem du Gardien,Guardian Totem,16,16,1.0,100%,3.38,3.38,54,3,1.13,1.13,0.84,0.84
Danse Macabre,Dance of Death,5,16,0.31,31%,10.0,3.12,50,1,10.0,3.12,5.0,1.56
Hache Frénétique,Berseker Ax,3,16,0.19,19%,16.0,3.0,48,2,8.0,1.5,5.33,1.0
Œil de Lynx,Hawk's Eye,6,16,0.38,38%,8.0,3.0,48,0,Gratuit,Gratuit,8.0,3.0
Soif de Sang,Thirsty Dagger,3,16,0.19,19%,15.0,2.81,45,0,Gratuit,Gratuit,15.0,2.81
Marteleur précis,Precise Hammer,2,16,0.12,12%,18.0,2.25,36,1,18.0,2.25,9.0,1.12
Ascension Divine,Divine Ascent,1,16,0.06,6%,25.0,1.56,25,3,8.33,0.52,6.25,0.39
Armure d'Immortel,Immortal Breastplate,1,16,0.06,6%,20.0,1.25,20,1,20.0,1.25,10.0,0.62
Épée Obscure,Swords of Darkness,1,16,0.06,6%,20.0,1.25,20,1,20.0,1.25,10.0,0.62
Parchemin Secret,Secret Scroll,1,16,0.06,6%,18.0,1.12,18,2,9.0,0.56,6.0,0.37
Amulette Omnisciente,Omnipresent Amulet,1,16,0.06,6%,15.0,0.94,15,0,Gratuit,Gratuit,15.0,0.94
