,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,15,15,1.0,100%,16.93,16.93,254,3,5.64,5.64,4.23,4.23
Faux,Scythe,15,15,1.0,100%,13.8,13.8,207,3,4.6,4.6,3.45,3.45
Marteau Collecteur,Collecting Hammer,12,15,0.8,80%,15.75,12.6,189,2,7.88,6.3,5.25,4.2
Armure d'Obsidienne,Obsidian Battle Plate,9,15,0.6,60%,20.0,12.0,180,2,10.0,6.0,6.67,4.0
Hache Frénétique,Berseker Ax,10,15,0.67,67%,16.0,10.67,160,2,8.0,5.33,5.33,3.56
Ascension Divine,Divine Ascent,6,15,0.4,40%,25.0,10.0,150,3,8.33,3.33,6.25,2.5
Lame Affutée,Sharp Blade,13,15,0.87,87%,11.31,9.8,147,3,3.77,3.27,2.83,2.45
Sabre Versatile,Versatil Saber,8,15,0.53,53%,18.0,9.6,144,1,18.0,9.6,9.0,4.8
Esprit de l'Écuyer,Spirit of the Squire,13,15,0.87,87%,9.69,8.4,126,3,3.23,2.8,2.42,2.1
Faux Parfaite,Perfect Scythe,8,15,0.53,53%,15.0,8.0,120,0,Gratuit,Gratuit,15.0,8.0
Assistance Divine,Sacred Help,5,15,0.33,33%,20.0,6.67,100,2,10.0,3.33,6.67,2.22
Chasseur d'Âmes,Soul Hunter,5,15,0.33,33%,20.0,6.67,100,1,20.0,6.67,10.0,3.33
Danse Macabre,Dance of Death,9,15,0.6,60%,10.0,6.0,90,1,10.0,6.0,5.0,3.0
Gantelet Impérieux,Imperious Gauntlet,4,15,0.27,27%,22.0,5.87,88,1,22.0,5.87,11.0,2.94
Armure d'Immortel,Immortal Breastplate,4,15,0.27,27%,20.0,5.33,80,1,20.0,5.33,10.0,2.67
Aveuglement,Incapacitor,11,15,0.73,73%,6.27,4.6,69,3,2.09,1.53,1.57,1.15
Coup de Mort,Death Helper,5,15,0.33,33%,13.0,4.33,65,1,13.0,4.33,6.5,2.17
Épée Obscure,Swords of Darkness,3,15,0.2,20%,20.0,4.0,60,1,20.0,4.0,10.0,2.0
Explosion Arcanique,Arcane Explosive,5,15,0.33,33%,12.0,4.0,60,1,12.0,4.0,6.0,2.0
Mental d'Acier,Steel Aura,3,15,0.2,20%,18.0,3.6,54,2,9.0,1.8,6.0,1.2
Parchemin Secret,Secret Scroll,3,15,0.2,20%,18.0,3.6,54,2,9.0,1.8,6.0,1.2
Marteleur précis,Precise Hammer,3,15,0.2,20%,18.0,3.6,54,1,18.0,3.6,9.0,1.8
Lame Insatiable,Fast Furious Blade,3,15,0.2,20%,18.0,3.6,54,2,9.0,1.8,6.0,1.2
Elan de Fureur,Rampage Momentum,3,15,0.2,20%,15.0,3.0,45,1,15.0,3.0,7.5,1.5
Enchaînement Éclair,Unstoppable Lightning,2,15,0.13,13%,22.0,2.93,44,2,11.0,1.47,7.33,0.98
Aura Légendaire,Legend Aura,1,15,0.07,7%,40.0,2.67,40,3,13.33,0.89,10.0,0.67
Totem du Gardien,Guardian Totem,15,15,1.0,100%,2.53,2.53,38,3,0.84,0.84,0.63,0.63
Force Divine,Divine Impetu,2,15,0.13,13%,15.0,2.0,30,0,Gratuit,Gratuit,15.0,2.0
Soif de Sang,Thirsty Dagger,2,15,0.13,13%,15.0,2.0,30,0,Gratuit,Gratuit,15.0,2.0
Triple Météore,Trimeteor,1,15,0.07,7%,30.0,2.0,30,0,Gratuit,Gratuit,30.0,2.0
Épé Sainte,Holy Sword,2,15,0.13,13%,15.0,2.0,30,0,Gratuit,Gratuit,15.0,2.0
Faux Assoiffées,Thirsty Scythes,1,15,0.07,7%,25.0,1.67,25,3,8.33,0.56,6.25,0.42
Le Marionnettiste,The Puppeteer,1,15,0.07,7%,20.0,1.33,20,2,10.0,0.67,6.67,0.44
Chasseresse d'Âmes,Huntress of Souls,1,15,0.07,7%,20.0,1.33,20,1,20.0,1.33,10.0,0.67
Griffes Démoniaques,Demon Claws,1,15,0.07,7%,17.0,1.13,17,1,17.0,1.13,8.5,0.56
Esprit Guerrier,Spirit of the Warrior,1,15,0.07,7%,16.0,1.07,16,1,16.0,1.07,8.0,0.54
Masse Colossale,Colossal Mace,1,15,0.07,7%,15.0,1.0,15,0,Gratuit,Gratuit,15.0,1.0
Œil de Lynx,Hawk's Eye,1,15,0.07,7%,8.0,0.53,8,0,Gratuit,Gratuit,8.0,0.53
Griffes Sauvages,Wild Claw,1,15,0.07,7%,1.0,0.07,1,3,0.33,0.02,0.25,0.02
