,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,222,222,1.0,100%,16.52,16.52,3667,2,8.26,8.26,5.51,5.51
Faux,Scythe,222,222,1.0,100%,14.37,14.37,3191,3,4.79,4.79,3.59,3.59
Armure d'Obsidienne,Obsidian Battle Plate,132,222,0.59,59%,20.0,11.89,2640,2,10.0,5.95,6.67,3.96
Ascension Divine,Divine Ascent,77,222,0.35,35%,25.0,8.67,1925,3,8.33,2.89,6.25,2.17
Économe Sagesse du Trésorier,Treasurer's Wisdom,103,222,0.46,46%,17.0,7.89,1751,2,8.5,3.94,5.67,2.63
Marteau Collecteur,Collecting Hammer,114,222,0.51,51%,13.13,6.74,1497,2,6.57,3.37,4.38,2.25
Faux Parfaite,Perfect Scythe,99,222,0.45,45%,15.0,6.69,1485,0,Gratuit,Gratuit,15.0,6.69
Lame Affutée,Sharp Blade,190,222,0.86,86%,7.55,6.46,1434,3,2.52,2.15,1.89,1.61
Hache Frénétique,Berseker Ax,100,222,0.45,45%,14.0,6.31,1400,2,7.0,3.15,4.67,2.1
Esprit de l'Écuyer,Spirit of the Squire,174,222,0.78,78%,8.0,6.27,1392,3,2.67,2.09,2.0,1.57
Assistance Divine,Sacred Help,67,222,0.3,30%,20.0,6.04,1340,2,10.0,3.02,6.67,2.01
Explosion Arcanique,Arcane Explosive,91,222,0.41,41%,12.0,4.92,1092,1,12.0,4.92,6.0,2.46
Gantelet Impérieux,Imperious Gauntlet,36,222,0.16,16%,30.0,4.86,1080,1,30.0,4.86,15.0,2.43
Aveuglement,Incapacitor,185,222,0.83,83%,5.72,4.77,1059,3,1.91,1.59,1.43,1.19
Armure d'Immortel,Immortal Breastplate,59,222,0.27,27%,15.15,4.03,894,1,15.15,4.03,7.58,2.02
Marteleur précis,Precise Hammer,44,222,0.2,20%,18.0,3.57,792,1,18.0,3.57,9.0,1.78
Sabre Versatile,Versatil Saber,71,222,0.32,32%,11.0,3.52,781,1,11.0,3.52,5.5,1.76
Chasseur d'Âmes,Soul Hunter,42,222,0.19,19%,17.62,3.33,740,1,17.62,3.33,8.81,1.67
Totem du Gardien,Guardian Totem,172,222,0.77,77%,4.09,3.17,704,3,1.36,1.06,1.02,0.79
Faux Assoiffées,Thirsty Scythes,28,222,0.13,13%,25.0,3.15,700,3,8.33,1.05,6.25,0.79
Épée Obscure,Swords of Darkness,40,222,0.18,18%,17.0,3.06,680,1,17.0,3.06,8.5,1.53
Le Marionnettiste,The Puppeteer,32,222,0.14,14%,20.0,2.88,640,2,10.0,1.44,6.67,0.96
Lame Insatiable,Fast Furious Blade,36,222,0.16,16%,16.0,2.59,576,2,8.0,1.29,5.33,0.86
Coup de Mort,Death Helper,47,222,0.21,21%,11.91,2.52,560,1,11.91,2.52,5.96,1.26
Être de Lumière,Being of Light,29,222,0.13,13%,18.0,2.35,522,1,18.0,2.35,9.0,1.18
Mental d'Acier,Steel Aura,27,222,0.12,12%,18.0,2.19,486,2,9.0,1.09,6.0,0.73
Tombeau Rocheux,Rock Tomb,44,222,0.2,20%,10.0,1.98,440,1,10.0,1.98,5.0,0.99
Elan de Fureur,Rampage Momentum,27,222,0.12,12%,15.0,1.82,405,2,7.5,0.91,5.0,0.61
Masse Colossale,Colossal Mace,31,222,0.14,14%,12.94,1.81,401,0,Gratuit,Gratuit,12.94,1.81
Désintégrateur Magnétique,Magnetic Disintegrator,35,222,0.16,16%,11.0,1.73,385,0,Gratuit,Gratuit,11.0,1.73
Danse Macabre,Dance of Death,43,222,0.19,19%,8.0,1.55,344,1,8.0,1.55,4.0,0.78
Chasseresse d'Âmes,Huntress of Souls,15,222,0.07,7%,19.0,1.28,285,1,19.0,1.28,9.5,0.64
Œil de Lynx,Hawk's Eye,29,222,0.13,13%,9.31,1.22,270,0,Gratuit,Gratuit,9.31,1.22
Esprit Guerrier,Spirit of the Warrior,16,222,0.07,7%,16.0,1.15,256,1,16.0,1.15,8.0,0.57
Griffes Démoniaques,Demon Claws,15,222,0.07,7%,17.0,1.15,255,1,17.0,1.15,8.5,0.57
Parchemin Secret,Secret Scroll,14,222,0.06,6%,18.0,1.14,252,2,9.0,0.57,6.0,0.38
