,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Bâton de Conquête,Conquering Staff,19,25,0.76,76%,24.0,18.24,456,2,12.0,9.12,8.0,6.08
Aveuglement,Incapacitor,25,25,1.0,100%,17.04,17.04,426,3,5.68,5.68,4.26,4.26
Esprit de l'Écuyer,Spirit of the Squire,25,25,1.0,100%,14.4,14.4,360,3,4.8,4.8,3.6,3.6
Totem du Gardien,Guardian Totem,20,25,0.8,80%,17.7,14.16,354,3,5.9,4.72,4.42,3.54
Le Traqueur,The Stalker,19,25,0.76,76%,18.32,13.92,348,3,6.11,4.64,4.58,3.48
Vision Céleste,Heavenly Vision,15,25,0.6,60%,22.0,13.2,330,2,11.0,6.6,7.33,4.4
Totem Équivalent,Equivalent Totem,25,25,1.0,100%,13.16,13.16,329,2,6.58,6.58,4.39,4.39
Armure d'Obsidienne,Obsidian Battle Plate,15,25,0.6,60%,20.0,12.0,300,2,10.0,6.0,6.67,4.0
Coup de Mort,Death Helper,20,25,0.8,80%,11.95,9.56,239,1,11.95,9.56,5.97,4.78
Œil de Lynx,Hawk's Eye,25,25,1.0,100%,9.36,9.36,234,0,Gratuit,Gratuit,9.36,9.36
Le Visionnaire,The Visionary,10,25,0.4,40%,18.0,7.2,180,2,9.0,3.6,6.0,2.4
Bâton du Conquérant,Staff of Conquered Worlds,16,25,0.64,64%,11.0,7.04,176,0,Gratuit,Gratuit,11.0,7.04
Amulette Omnisciente,Omnipresent Amulet,13,25,0.52,52%,13.46,7.0,175,0,Gratuit,Gratuit,13.46,7.0
Esprit omniprésent,Omnipresent Spirit,8,25,0.32,32%,18.0,5.76,144,2,9.0,2.88,6.0,1.92
Sabre Versatile,Versatil Saber,13,25,0.52,52%,11.0,5.72,143,1,11.0,5.72,5.5,2.86
Marteau Collecteur,Collecting Hammer,14,25,0.56,56%,8.57,4.8,120,2,4.29,2.4,2.86,1.6
Assistance Divine,Sacred Help,5,25,0.2,20%,20.0,4.0,100,2,10.0,2.0,6.67,1.33
Armure d'Immortel,Immortal Breastplate,6,25,0.24,24%,15.0,3.6,90,1,15.0,3.6,7.5,1.8
Lame Affutée,Sharp Blade,13,25,0.52,52%,6.0,3.12,78,3,2.0,1.04,1.5,0.78
Force Divine,Divine Impetu,5,25,0.2,20%,13.4,2.68,67,0,Gratuit,Gratuit,13.4,2.68
Le Marionnettiste,The Puppeteer,3,25,0.12,12%,20.0,2.4,60,2,10.0,1.2,6.67,0.8
Soif de Sang,Thirsty Dagger,4,25,0.16,16%,15.0,2.4,60,0,Gratuit,Gratuit,15.0,2.4
Masse de Siège,Siege Mace,3,25,0.12,12%,16.0,1.92,48,0,Gratuit,Gratuit,16.0,1.92
Faux,Scythe,25,25,1.0,100%,1.76,1.76,44,3,0.59,0.59,0.44,0.44
Hache Frénétique,Berseker Ax,3,25,0.12,12%,14.0,1.68,42,2,7.0,0.84,4.67,0.56
Marteleur précis,Precise Hammer,2,25,0.08,8%,18.0,1.44,36,1,18.0,1.44,9.0,0.72
Être de Lumière,Being of Light,2,25,0.08,8%,18.0,1.44,36,1,18.0,1.44,9.0,0.72
Désintégrateur Magnétique,Magnetic Disintegrator,2,25,0.08,8%,11.0,0.88,22,0,Gratuit,Gratuit,11.0,0.88
Adrénaline Arcanique,Arcane Adrenaline,1,25,0.04,4%,16.0,0.64,16,1,16.0,0.64,8.0,0.32
Danse Macabre,Dance of Death,1,25,0.04,4%,8.0,0.32,8,1,8.0,0.32,4.0,0.16
