,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Marteau Dévastateur,Destroyer Hammer,48,48,1.0,100%,18.5,18.5,888,3,6.17,6.17
Perce-Écailles,Scale Tearer,44,48,0.92,92%,15.27,14.0,672,3,4.67,5.09
Esprit de la Faille,Spirit of the Rift,24,48,0.5,50%,20.0,10.0,480,2,5.0,10.0
Écailles Magiques,Magic Scales,24,48,0.5,50%,20.0,10.0,480,2,5.0,10.0
Masque du Baron,Baron' s Mask,23,48,0.48,48%,20.0,9.58,460,2,4.79,10.0
Folie Meurtrière,Killer Momentum,14,48,0.29,29%,30.0,8.75,420,0,Gratuit,Gratuit
L'Oeil du Héraut,Eye of the Void,30,48,0.62,62%,12.8,8.0,384,0,Gratuit,Gratuit
Protection Royale,Royal Protector,22,48,0.46,46%,17.0,7.79,374,1,7.79,17.0
Poigne d'Or,Golden Force,16,48,0.33,33%,23.0,7.67,368,1,7.67,23.0
Chasse au Gros,Big Worm Hunter,24,48,0.5,50%,15.17,7.58,364,3,2.53,5.06
Sceau Profanateur,Seal of Desecration,26,48,0.54,54%,13.85,7.5,360,2,3.75,6.92
Gardien Sous-terrain,Underworld Guardian,24,48,0.5,50%,15.0,7.5,360,1,7.5,15.0
Marteau Conquérant,Conquest Hammer,17,48,0.35,35%,18.0,6.38,306,1,6.38,18.0
Âme de Dragon Élémentaire,Elemental Dragon Soul,12,48,0.25,25%,25.0,6.25,300,1,6.25,25.0
Première Ligne,First Line,37,48,0.77,77%,8.0,6.17,296,0,Gratuit,Gratuit
Frappes Éclair,Light Swords,18,48,0.38,38%,12.0,4.5,216,0,Gratuit,Gratuit
Brise-remparts,Wall Breaker,7,48,0.15,15%,30.0,4.38,210,0,Gratuit,Gratuit
Sceau Draconique Ancestral,Ancestral Dragon Seal,4,48,0.08,8%,35.0,2.92,140,0,Gratuit,Gratuit
Emblème Ancien,Ancient Emblem,3,48,0.06,6%,40.0,2.5,120,3,0.83,13.33
Horloge Divine,Divine Compass,1,48,0.02,2%,25.0,0.52,25,0,Gratuit,Gratuit
