,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,48,48,1.0,100%,15.458333333333334,15.458333333333334,742,3,5.152777777777778,5.152777777777778
Armure d'Obsidienne,Obsidian Battle Plate,27,48,0.5625,56%,20.0,11.25,540,2,5.625,10.0
Économe Sagesse du Trésorier,Treasurer's Wisdom,29,48,0.6041666666666666,60%,17.0,10.270833333333334,493,2,5.135416666666667,8.5
Aveuglement,Incapacitor,46,48,0.9583333333333334,96%,10.695652173913043,10.25,492,3,3.4166666666666665,3.5652173913043477
Lame Affutée,Sharp Blade,43,48,0.8958333333333334,90%,9.69767441860465,8.6875,417,3,2.8958333333333335,3.2325581395348837
Hache Frénétique,Berseker Ax,28,48,0.5833333333333334,58%,14.0,8.166666666666666,392,2,4.083333333333333,7.0
Esprit de l'Écuyer,Spirit of the Squire,40,48,0.8333333333333334,83%,8.925,7.4375,357,3,2.4791666666666665,2.975
Adrénaline Arcanique,Arcane Adrenaline,21,48,0.4375,44%,16.0,7.0,336,1,7.0,16.0
Lame Insatiable,Fast Furious Blade,21,48,0.4375,44%,16.0,7.0,336,2,3.5,8.0
Faux Assoiffées,Thirsty Scythes,12,48,0.25,25%,25.0,6.25,300,3,2.0833333333333335,8.333333333333334
Ascension Divine,Divine Ascent,10,48,0.20833333333333334,21%,25.0,5.208333333333333,250,3,1.736111111111111,8.333333333333334
Totem du Gardien,Guardian Totem,48,48,1.0,100%,4.791666666666667,4.791666666666667,230,3,1.5972222222222223,1.5972222222222223
Parchemin Secret,Secret Scroll,12,48,0.25,25%,18.0,4.5,216,2,2.25,9.0
Marteleur précis,Precise Hammer,12,48,0.25,25%,18.0,4.5,216,1,4.5,18.0
Épée Obscure,Swords of Darkness,13,48,0.2708333333333333,27%,15.0,4.0625,195,1,4.0625,15.0
Chasseresse d'Âmes,Huntress of Souls,10,48,0.20833333333333334,21%,19.0,3.9583333333333335,190,1,3.9583333333333335,19.0
Explosion Arcanique,Arcane Explosive,15,48,0.3125,31%,12.0,3.75,180,1,3.75,12.0
Glaive Vindicatif,Large Sword of Hate,9,48,0.1875,19%,20.0,3.75,180,1,3.75,20.0
Griffes Démoniaques,Demon Claws,10,48,0.20833333333333334,21%,17.0,3.5416666666666665,170,1,3.5416666666666665,17.0
Sabre Versatile,Versatil Saber,15,48,0.3125,31%,11.0,3.4375,165,1,3.4375,11.0
Esquive Salvatrice,Evasive Protection,10,48,0.20833333333333334,21%,15.0,3.125,150,0,Gratuit,Gratuit
Épées Jumelles,Twin Swords,13,48,0.2708333333333333,27%,11.538461538461538,3.125,150,1,3.125,11.538461538461538
Elan de Fureur,Rampage Momentum,10,48,0.20833333333333334,21%,15.0,3.125,150,2,1.5625,7.5
Armure d'Immortel,Immortal Breastplate,10,48,0.20833333333333334,21%,14.0,2.9166666666666665,140,1,2.9166666666666665,14.0
Griffes Sauvages,Wild Claw,41,48,0.8541666666666666,85%,3.3658536585365852,2.875,138,3,0.9583333333333334,1.121951219512195
Coup de Mort,Death Helper,13,48,0.2708333333333333,27%,10.0,2.7083333333333335,130,1,2.7083333333333335,10.0
Danse Macabre,Dance of Death,16,48,0.3333333333333333,33%,8.0,2.6666666666666665,128,1,2.6666666666666665,8.0
Le Marionnettiste,The Puppeteer,6,48,0.125,12%,20.0,2.5,120,2,1.25,10.0
Chasseur d'Âmes,Soul Hunter,7,48,0.14583333333333334,15%,15.0,2.1875,105,1,2.1875,15.0
