,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Totem du Gardien,Guardian Totem,48,48,1.0,100%,15.208333333333334,15.208333333333334,730,3,5.069444444444445,5.069444444444445
Aveuglement,Incapacitor,48,48,1.0,100%,14.875,14.875,714,3,4.958333333333333,4.958333333333333
Le Traqueur,The Stalker,38,48,0.7916666666666666,79%,18.0,14.25,684,3,4.75,6.0
Esprit de l'Écuyer,Spirit of the Squire,45,48,0.9375,94%,12.0,11.25,540,3,3.75,4.0
Armure d'Obsidienne,Obsidian Battle Plate,24,48,0.5,50%,20.0,10.0,480,2,5.0,10.0
Vision Céleste,Heavenly Vision,21,48,0.4375,44%,22.0,9.625,462,2,4.8125,11.0
Le Visionnaire,The Visionary,24,48,0.5,50%,18.0,9.0,432,2,4.5,9.0
Œil de Lynx,Hawk's Eye,40,48,0.8333333333333334,83%,8.0,6.666666666666667,320,0,Gratuit,Gratuit
Assistance Divine,Sacred Help,14,48,0.2916666666666667,29%,20.0,5.833333333333333,280,2,2.9166666666666665,10.0
Bâton de Conquête,Conquering Staff,11,48,0.22916666666666666,23%,24.0,5.5,264,2,2.75,12.0
Coup de Mort,Death Helper,25,48,0.5208333333333334,52%,10.0,5.208333333333333,250,1,5.208333333333333,10.0
Esprit omniprésent,Omnipresent Spirit,12,48,0.25,25%,18.0,4.5,216,2,2.25,9.0
Le Marionnettiste,The Puppeteer,10,48,0.20833333333333334,21%,20.0,4.166666666666667,200,2,2.0833333333333335,10.0
Sabre Versatile,Versatil Saber,18,48,0.375,38%,11.0,4.125,198,1,4.125,11.0
Amulette Omnisciente,Omnipresent Amulet,16,48,0.3333333333333333,33%,11.0,3.6666666666666665,176,0,Gratuit,Gratuit
Armure d'Immortel,Immortal Breastplate,12,48,0.25,25%,14.0,3.5,168,1,3.5,14.0
Lame Affutée,Sharp Blade,26,48,0.5416666666666666,54%,6.0,3.25,156,3,1.0833333333333333,2.0
Instinct Sanguinaire,Bloody Instinct,10,48,0.20833333333333334,21%,15.0,3.125,150,2,1.5625,7.5
Être de Lumière,Being of Light,8,48,0.16666666666666666,17%,18.0,3.0,144,1,3.0,18.0
Faux,Scythe,37,48,0.7708333333333334,77%,3.108108108108108,2.3958333333333335,115,3,0.7986111111111112,1.036036036036036
Marteleur précis,Precise Hammer,6,48,0.125,12%,18.0,2.25,108,1,2.25,18.0
Esquive Salvatrice,Evasive Protection,7,48,0.14583333333333334,15%,15.0,2.1875,105,0,Gratuit,Gratuit
Force Divine,Divine Impetu,9,48,0.1875,19%,11.0,2.0625,99,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,3,48,0.0625,6%,16.0,1.0,48,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,3,48,0.0625,6%,15.0,0.9375,45,1,0.9375,15.0
Épées Jumelles,Twin Swords,3,48,0.0625,6%,13.333333333333334,0.8333333333333334,40,1,0.8333333333333334,13.333333333333334
Aura Légendaire,Legend Aura,1,48,0.020833333333333332,2%,40.0,0.8333333333333334,40,3,0.2777777777777778,13.333333333333334
Enchaînement Éclair,Unstoppable Lightning,2,48,0.041666666666666664,4%,18.0,0.75,36,1,0.75,18.0
Économe Sagesse du Trésorier,Treasurer's Wisdom,2,48,0.041666666666666664,4%,17.0,0.7083333333333334,34,2,0.3541666666666667,8.5
Bâton du Conquérant,Staff of Conquered Worlds,3,48,0.0625,6%,11.0,0.6875,33,0,Gratuit,Gratuit
Triple Météore,Trimeteor,1,48,0.020833333333333332,2%,30.0,0.625,30,0,Gratuit,Gratuit
Elan de Fureur,Rampage Momentum,2,48,0.041666666666666664,4%,15.0,0.625,30,2,0.3125,7.5
Hache Frénétique,Berseker Ax,2,48,0.041666666666666664,4%,14.0,0.5833333333333334,28,2,0.2916666666666667,7.0
Le Croque-mort,The Undertaker,2,48,0.041666666666666664,4%,14.0,0.5833333333333334,28,1,0.5833333333333334,14.0
Ascension Divine,Divine Ascent,1,48,0.020833333333333332,2%,25.0,0.5208333333333334,25,3,0.17361111111111113,8.333333333333334
Lance Doublée,Dual Spear,3,48,0.0625,6%,8.0,0.5,24,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,2,48,0.041666666666666664,4%,11.0,0.4583333333333333,22,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,1,48,0.020833333333333332,2%,20.0,0.4166666666666667,20,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,2,48,0.041666666666666664,4%,10.0,0.4166666666666667,20,0,Gratuit,Gratuit
Danse Macabre,Dance of Death,2,48,0.041666666666666664,4%,8.0,0.3333333333333333,16,1,0.3333333333333333,8.0
Soif de Sang,Thirsty Dagger,1,48,0.020833333333333332,2%,15.0,0.3125,15,0,Gratuit,Gratuit
Bâton Élémentaire,Earthly Staff,1,48,0.020833333333333332,2%,15.0,0.3125,15,0,Gratuit,Gratuit
Griffes Sauvages,Wild Claw,5,48,0.10416666666666667,10%,1.4,0.14583333333333334,7,3,0.04861111111111111,0.4666666666666666
