,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Aveuglement,Incapacitor,48,48,1.0,100%,17.0625,17.0625,819,3,5.6875,5.6875
Faux,Scythe,48,48,1.0,100%,13.729166666666666,13.729166666666666,659,3,4.576388888888888,4.576388888888888
Armure d'Obsidienne,Obsidian Battle Plate,28,48,0.5833333333333334,58%,20.0,11.666666666666666,560,2,5.833333333333333,10.0
Lame Affutée,Sharp Blade,40,48,0.8333333333333334,83%,12.225,10.1875,489,3,3.3958333333333335,4.075
Hache Frénétique,Berseker Ax,30,48,0.625,62%,14.0,8.75,420,2,4.375,7.0
Économe Sagesse du Trésorier,Treasurer's Wisdom,24,48,0.5,50%,17.0,8.5,408,2,4.25,8.5
Lame Insatiable,Fast Furious Blade,22,48,0.4583333333333333,46%,16.0,7.333333333333333,352,2,3.6666666666666665,8.0
Esprit de l'Écuyer,Spirit of the Squire,38,48,0.7916666666666666,79%,8.289473684210526,6.5625,315,3,2.1875,2.763157894736842
Esprit Guerrier,Spirit of the Warrior,19,48,0.3958333333333333,40%,16.0,6.333333333333333,304,1,6.333333333333333,16.0
Marteleur précis,Precise Hammer,15,48,0.3125,31%,18.0,5.625,270,1,5.625,18.0
Parchemin Secret,Secret Scroll,15,48,0.3125,31%,18.0,5.625,270,2,2.8125,9.0
Bâton de Conquête,Conquering Staff,11,48,0.22916666666666666,23%,24.0,5.5,264,2,2.75,12.0
Explosion Arcanique,Arcane Explosive,22,48,0.4583333333333333,46%,12.0,5.5,264,1,5.5,12.0
Totem du Gardien,Guardian Totem,48,48,1.0,100%,5.375,5.375,258,3,1.7916666666666667,1.7916666666666667
Épée Obscure,Swords of Darkness,17,48,0.3541666666666667,35%,15.0,5.3125,255,1,5.3125,15.0
Faux Assoiffées,Thirsty Scythes,10,48,0.20833333333333334,21%,25.0,5.208333333333333,250,3,1.736111111111111,8.333333333333334
Épées Jumelles,Twin Swords,17,48,0.3541666666666667,35%,14.705882352941176,5.208333333333333,250,1,5.208333333333333,14.705882352941176
Chasseresse d'Âmes,Huntress of Souls,12,48,0.25,25%,19.0,4.75,228,1,4.75,19.0
Frappe Chirurgicale,Accurate Sword,14,48,0.2916666666666667,29%,16.0,4.666666666666667,224,1,4.666666666666667,16.0
Tombeau Rocheux,Rock Tomb,22,48,0.4583333333333333,46%,10.0,4.583333333333333,220,1,4.583333333333333,10.0
Enchaînement Éclair,Unstoppable Lightning,12,48,0.25,25%,18.0,4.5,216,1,4.5,18.0
Armure d'Immortel,Immortal Breastplate,15,48,0.3125,31%,14.0,4.375,210,1,4.375,14.0
Sabre Versatile,Versatil Saber,19,48,0.3958333333333333,40%,11.0,4.354166666666667,209,1,4.354166666666667,11.0
Griffes Démoniaques,Demon Claws,12,48,0.25,25%,17.0,4.25,204,1,4.25,17.0
Elan de Fureur,Rampage Momentum,13,48,0.2708333333333333,27%,15.0,4.0625,195,2,2.03125,7.5
Danse Macabre,Dance of Death,22,48,0.4583333333333333,46%,8.0,3.6666666666666665,176,1,3.6666666666666665,8.0
Assistance Divine,Sacred Help,8,48,0.16666666666666666,17%,20.0,3.3333333333333335,160,2,1.6666666666666667,10.0
Aura Légendaire,Legend Aura,4,48,0.08333333333333333,8%,40.0,3.3333333333333335,160,3,1.1111111111111112,13.333333333333334
Esquive Salvatrice,Evasive Protection,10,48,0.20833333333333334,21%,15.0,3.125,150,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,13,48,0.2708333333333333,27%,11.0,2.9791666666666665,143,0,Gratuit,Gratuit
