,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Marteau Dévastateur,Destroyer Hammer,30,30,1.0,100%,21.9,21.9,657,3,7.3,7.3
Perce-Écailles,Scale Tearer,28,30,0.93,93%,18.21,17.0,510,3,6.07,5.67
Chasse au Gros,Big Worm Hunter,19,30,0.63,63%,18.47,11.7,351,3,6.16,3.9
Masque du Baron,Baron' s Mask,16,30,0.53,53%,20.0,10.67,320,2,10.0,5.33
Écailles Magiques,Magic Scales,16,30,0.53,53%,20.0,10.67,320,2,10.0,5.33
Sceau Profanateur,Seal of Desecration,19,30,0.63,63%,16.42,10.4,312,2,8.21,5.2
Protection Royale,Royal Protector,17,30,0.57,57%,17.0,9.63,289,1,17.0,9.63
Poigne d'Or,Golden Force,12,30,0.4,40%,23.0,9.2,276,1,23.0,9.2
Âme de Dragon Élémentaire,Elemental Dragon Soul,11,30,0.37,37%,25.0,9.17,275,1,25.0,9.17
Marteau Conquérant,Conquest Hammer,15,30,0.5,50%,18.0,9.0,270,1,18.0,9.0
Gardien Sous-terrain,Underworld Guardian,14,30,0.47,47%,15.0,7.0,210,1,15.0,7.0
Brise-remparts,Wall Breaker,7,30,0.23,23%,30.0,7.0,210,0,Gratuit,Gratuit
Sceau Draconique Ancestral,Ancestral Dragon Seal,6,30,0.2,20%,35.0,7.0,210,0,Gratuit,Gratuit
Esprit de la Faille,Spirit of the Rift,10,30,0.33,33%,20.0,6.67,200,2,10.0,3.33
Première Ligne,First Line,25,30,0.83,83%,8.0,6.67,200,0,Gratuit,Gratuit
L'Oeil du Héraut,Eye of the Void,17,30,0.57,57%,11.29,6.4,192,0,Gratuit,Gratuit
Folie Meurtrière,Killer Momentum,6,30,0.2,20%,30.0,6.0,180,0,Gratuit,Gratuit
Frappes Éclair,Light Swords,12,30,0.4,40%,12.0,4.8,144,0,Gratuit,Gratuit
Emblème Ancien,Ancient Emblem,3,30,0.1,10%,40.0,4.0,120,3,13.33,1.33
Bouclier Efficient,Engineer Shield,2,30,0.07,7%,60.0,4.0,120,0,Gratuit,Gratuit
Horloge Divine,Divine Compass,3,30,0.1,10%,25.0,2.5,75,0,Gratuit,Gratuit
