,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Marteau Dévastateur,Destroyer Hammer,220,226,0.97,97%,19.08,18.57,4197,3,6.36,6.19
Perce-Écailles,Scale Tearer,201,226,0.89,89%,15.61,13.88,3138,3,5.2,4.63
Écailles Magiques,Magic Scales,113,226,0.5,50%,20.0,10.0,2260,2,10.0,5.0
Esprit de la Faille,Spirit of the Rift,113,226,0.5,50%,20.0,10.0,2260,2,10.0,5.0
Chasse au Gros,Big Worm Hunter,126,226,0.56,56%,17.02,9.49,2145,3,5.67,3.16
Masque du Baron,Baron' s Mask,107,226,0.47,47%,20.0,9.47,2140,2,10.0,4.74
Protection Royale,Royal Protector,108,226,0.48,48%,17.0,8.12,1836,1,17.0,8.12
L'Oeil du Héraut,Eye of the Void,158,226,0.7,70%,11.44,8.0,1808,0,Gratuit,Gratuit
Poigne d'Or,Golden Force,76,226,0.34,34%,23.0,7.73,1748,1,23.0,7.73
Folie Meurtrière,Killer Momentum,58,226,0.26,26%,30.0,7.7,1740,0,Gratuit,Gratuit
Sceau Profanateur,Seal of Desecration,118,226,0.52,52%,14.24,7.43,1680,2,7.12,3.71
Marteau Conquérant,Conquest Hammer,85,226,0.38,38%,18.0,6.77,1530,1,18.0,6.77
Gardien Sous-terrain,Underworld Guardian,100,226,0.44,44%,15.0,6.64,1500,1,15.0,6.64
Première Ligne,First Line,177,226,0.78,78%,8.0,6.27,1416,0,Gratuit,Gratuit
Âme de Dragon Élémentaire,Elemental Dragon Soul,55,226,0.24,24%,25.0,6.08,1375,1,25.0,6.08
Frappes Éclair,Light Swords,75,226,0.33,33%,12.0,3.98,900,0,Gratuit,Gratuit
Sceau Draconique Ancestral,Ancestral Dragon Seal,25,226,0.11,11%,35.0,3.87,875,0,Gratuit,Gratuit
Brise-remparts,Wall Breaker,29,226,0.13,13%,30.0,3.85,870,0,Gratuit,Gratuit
Emblème Ancien,Ancient Emblem,14,226,0.06,6%,40.0,2.48,560,3,13.33,0.83
Bouclier Efficient,Engineer Shield,6,226,0.03,3%,60.0,1.59,360,0,Gratuit,Gratuit
Horloge Divine,Divine Compass,7,226,0.03,3%,25.0,0.77,175,0,Gratuit,Gratuit
