,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Marteau Dévastateur,Destroyer Hammer,23,23,1.0,100%,19.7,19.7,453,3,6.57,6.57
Perce-Écailles,Scale Tearer,21,23,0.91,91%,15.43,14.09,324,3,5.14,4.7
Masque du Baron,Baron' s Mask,14,23,0.61,61%,20.0,12.17,280,2,10.0,6.08
Écailles Magiques,Magic Scales,13,23,0.57,57%,20.0,11.3,260,2,10.0,5.65
Esprit de la Faille,Spirit of the Rift,13,23,0.57,57%,20.0,11.3,260,2,10.0,5.65
Chasse au Gros,Big Worm Hunter,14,23,0.61,61%,17.64,10.74,247,3,5.88,3.58
Folie Meurtrière,Killer Momentum,7,23,0.3,30%,30.0,9.13,210,0,Gratuit,Gratuit
L'Oeil du Héraut,Eye of the Void,17,23,0.74,74%,11.76,8.7,200,0,Gratuit,Gratuit
Protection Royale,Royal Protector,11,23,0.48,48%,17.0,8.13,187,1,17.0,8.13
Poigne d'Or,Golden Force,8,23,0.35,35%,23.0,8.0,184,1,23.0,8.0
Marteau Conquérant,Conquest Hammer,10,23,0.43,43%,18.0,7.83,180,1,18.0,7.83
Sceau Profanateur,Seal of Desecration,13,23,0.57,57%,13.54,7.65,176,2,6.77,3.83
Gardien Sous-terrain,Underworld Guardian,11,23,0.48,48%,15.0,7.17,165,1,15.0,7.17
Première Ligne,First Line,19,23,0.83,83%,8.0,6.61,152,0,Gratuit,Gratuit
Sceau Draconique Ancestral,Ancestral Dragon Seal,4,23,0.17,17%,35.0,6.09,140,0,Gratuit,Gratuit
Âme de Dragon Élémentaire,Elemental Dragon Soul,5,23,0.22,22%,25.0,5.43,125,1,25.0,5.43
Frappes Éclair,Light Swords,8,23,0.35,35%,12.0,4.17,96,0,Gratuit,Gratuit
Brise-remparts,Wall Breaker,2,23,0.09,9%,30.0,2.61,60,0,Gratuit,Gratuit
Bouclier Efficient,Engineer Shield,1,23,0.04,4%,60.0,2.61,60,0,Gratuit,Gratuit
Horloge Divine,Divine Compass,2,23,0.09,9%,25.0,2.17,50,0,Gratuit,Gratuit
Emblème Ancien,Ancient Emblem,1,23,0.04,4%,40.0,1.74,40,3,13.33,0.58
