,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Assistance Divine,Sacred Help,14,14,1.0,100%,20.0,20.0,280,2,10.0,10.0,6.67,6.67
Totem Équivalent,Equivalent Totem,14,14,1.0,100%,13.93,13.93,195,3,4.64,4.64,3.48,3.48
Griffes Sauvages,Wild Claw,14,14,1.0,100%,13.86,13.86,194,3,4.62,4.62,3.46,3.46
Pillard Féroce,Savage Looter,7,14,0.5,50%,20.0,10.0,140,1,20.0,10.0,10.0,5.0
Être de Lumière,Being of Light,7,14,0.5,50%,20.0,10.0,140,1,20.0,10.0,10.0,5.0
Armure d'Obsidienne,Obsidian Battle Plate,6,14,0.43,43%,20.0,8.57,120,2,10.0,4.29,6.67,2.86
Aveuglement,Incapacitor,14,14,1.0,100%,8.57,8.57,120,3,2.86,2.86,2.14,2.14
Esprit de l'Écuyer,Spirit of the Squire,13,14,0.93,93%,8.54,7.93,111,3,2.85,2.64,2.13,1.98
Faux,Scythe,14,14,1.0,100%,7.86,7.86,110,3,2.62,2.62,1.97,1.97
Chasseur de Bêtes,Beast Hunter,6,14,0.43,43%,18.0,7.71,108,2,9.0,3.85,6.0,2.57
Armure d'Immortel,Immortal Breastplate,4,14,0.29,29%,20.0,5.71,80,1,20.0,5.71,10.0,2.85
Décharge Élémentaire,Elemental Discharge,4,14,0.29,29%,20.0,5.71,80,1,20.0,5.71,10.0,2.85
Mental d'Acier,Steel Aura,4,14,0.29,29%,18.0,5.14,72,2,9.0,2.57,6.0,1.71
Sabre Versatile,Versatil Saber,4,14,0.29,29%,18.0,5.14,72,1,18.0,5.14,9.0,2.57
Bâton de Conquête,Conquering Staff,3,14,0.21,21%,24.0,5.14,72,2,12.0,2.57,8.0,1.71
Lame Affutée,Sharp Blade,8,14,0.57,57%,8.62,4.93,69,3,2.87,1.64,2.15,1.23
Coup de Mort,Death Helper,5,14,0.36,36%,13.0,4.64,65,1,13.0,4.64,6.5,2.32
Soif de Sang,Thirsty Dagger,3,14,0.21,21%,15.0,3.21,45,0,Gratuit,Gratuit,15.0,3.21
Enchaînement Éclair,Unstoppable Lightning,2,14,0.14,14%,22.0,3.14,44,2,11.0,1.57,7.33,1.05
Épée Obscure,Swords of Darkness,2,14,0.14,14%,20.0,2.86,40,1,20.0,2.86,10.0,1.43
Danse Macabre,Dance of Death,4,14,0.29,29%,10.0,2.86,40,1,10.0,2.86,5.0,1.43
Totem du Gardien,Guardian Totem,14,14,1.0,100%,2.79,2.79,39,3,0.93,0.93,0.7,0.7
Hache Frénétique,Berseker Ax,2,14,0.14,14%,16.0,2.29,32,2,8.0,1.15,5.33,0.76
Œil de Lynx,Hawk's Eye,4,14,0.29,29%,8.0,2.29,32,0,Gratuit,Gratuit,8.0,2.29
Adrénaline Arcanique,Arcane Adrenaline,2,14,0.14,14%,16.0,2.29,32,1,16.0,2.29,8.0,1.15
Bâton du Conquérant,Staff of Conquered Worlds,2,14,0.14,14%,15.0,2.14,30,0,Gratuit,Gratuit,15.0,2.14
Elan de Fureur,Rampage Momentum,2,14,0.14,14%,15.0,2.14,30,1,15.0,2.14,7.5,1.07
Esprit Sauvage,Wild Spirit,3,14,0.21,21%,8.0,1.71,24,0,Gratuit,Gratuit,8.0,1.71
Marteau Collecteur,Collecting Hammer,2,14,0.14,14%,10.5,1.5,21,2,5.25,0.75,3.5,0.5
Chasseur d'Âmes,Soul Hunter,1,14,0.07,7%,20.0,1.43,20,1,20.0,1.43,10.0,0.71
Le Marionnettiste,The Puppeteer,1,14,0.07,7%,20.0,1.43,20,2,10.0,0.71,6.67,0.48
Esprit omniprésent,Omnipresent Spirit,1,14,0.07,7%,18.0,1.29,18,2,9.0,0.65,6.0,0.43
Épé Sainte,Holy Sword,1,14,0.07,7%,15.0,1.07,15,0,Gratuit,Gratuit,15.0,1.07
Amulette Omnisciente,Omnipresent Amulet,1,14,0.07,7%,15.0,1.07,15,0,Gratuit,Gratuit,15.0,1.07
Force Divine,Divine Impetu,1,14,0.07,7%,15.0,1.07,15,0,Gratuit,Gratuit,15.0,1.07
