,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Griffes Sauvages,Wild Claw,20,20,1.0,100%,14.95,14.95,299,3,4.98,4.98,3.74,3.74
Totem Équivalent,Equivalent Totem,20,20,1.0,100%,14.3,14.3,286,3,4.77,4.77,3.58,3.58
Assistance Divine,Sacred Help,14,20,0.7,70%,20.0,14.0,280,2,10.0,7.0,6.67,4.67
Esprit de l'Écuyer,Spirit of the Squire,19,20,0.95,95%,13.74,13.05,261,3,4.58,4.35,3.44,3.26
Aveuglement,Incapacitor,19,20,0.95,95%,10.42,9.9,198,3,3.47,3.3,2.6,2.48
Armure d'Obsidienne,Obsidian Battle Plate,9,20,0.45,45%,20.0,9.0,180,2,10.0,4.5,6.67,3.0
Être de Lumière,Being of Light,9,20,0.45,45%,20.0,9.0,180,1,20.0,9.0,10.0,4.5
Chasseur de Bêtes,Beast Hunter,10,20,0.5,50%,18.0,9.0,180,2,9.0,4.5,6.0,3.0
Coup de Mort,Death Helper,13,20,0.65,65%,13.0,8.45,169,1,13.0,8.45,6.5,4.22
Faux,Scythe,20,20,1.0,100%,8.3,8.3,166,3,2.77,2.77,2.08,2.08
Pillard Féroce,Savage Looter,8,20,0.4,40%,20.0,8.0,160,1,20.0,8.0,10.0,4.0
Marteau Collecteur,Collecting Hammer,9,20,0.45,45%,17.11,7.7,154,2,8.55,3.85,5.7,2.57
Sabre Versatile,Versatil Saber,8,20,0.4,40%,18.0,7.2,144,1,18.0,7.2,9.0,3.6
Le Marionnettiste,The Puppeteer,6,20,0.3,30%,20.0,6.0,120,2,10.0,3.0,6.67,2.0
Lame Affutée,Sharp Blade,16,20,0.8,80%,6.38,5.1,102,3,2.13,1.7,1.59,1.27
Décharge Élémentaire,Elemental Discharge,5,20,0.25,25%,20.0,5.0,100,1,20.0,5.0,10.0,2.5
Bâton de Conquête,Conquering Staff,4,20,0.2,20%,24.0,4.8,96,2,12.0,2.4,8.0,1.6
Mental d'Acier,Steel Aura,5,20,0.25,25%,18.0,4.5,90,2,9.0,2.25,6.0,1.5
Bâton du Conquérant,Staff of Conquered Worlds,6,20,0.3,30%,15.0,4.5,90,0,Gratuit,Gratuit,15.0,4.5
Esprit omniprésent,Omnipresent Spirit,5,20,0.25,25%,18.0,4.5,90,2,9.0,2.25,6.0,1.5
Œil de Lynx,Hawk's Eye,10,20,0.5,50%,8.0,4.0,80,0,Gratuit,Gratuit,8.0,4.0
Épée Obscure,Swords of Darkness,4,20,0.2,20%,20.0,4.0,80,1,20.0,4.0,10.0,2.0
Esprit Sauvage,Wild Spirit,9,20,0.45,45%,8.0,3.6,72,0,Gratuit,Gratuit,8.0,3.6
Armure d'Immortel,Immortal Breastplate,3,20,0.15,15%,20.0,3.0,60,1,20.0,3.0,10.0,1.5
Amulette Omnisciente,Omnipresent Amulet,4,20,0.2,20%,15.0,3.0,60,0,Gratuit,Gratuit,15.0,3.0
Force Divine,Divine Impetu,4,20,0.2,20%,15.0,3.0,60,0,Gratuit,Gratuit,15.0,3.0
Totem du Gardien,Guardian Totem,20,20,1.0,100%,3.0,3.0,60,3,1.0,1.0,0.75,0.75
Hache Frénétique,Berseker Ax,3,20,0.15,15%,16.0,2.4,48,2,8.0,1.2,5.33,0.8
Danse Macabre,Dance of Death,4,20,0.2,20%,10.0,2.0,40,1,10.0,2.0,5.0,1.0
Marteleur précis,Precise Hammer,2,20,0.1,10%,18.0,1.8,36,1,18.0,1.8,9.0,0.9
Soif de Sang,Thirsty Dagger,2,20,0.1,10%,15.0,1.5,30,0,Gratuit,Gratuit,15.0,1.5
Ascension Divine,Divine Ascent,1,20,0.05,5%,25.0,1.25,25,3,8.33,0.42,6.25,0.31
Adrénaline Arcanique,Arcane Adrenaline,1,20,0.05,5%,16.0,0.8,16,1,16.0,0.8,8.0,0.4
