,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Griffes Sauvages,Wild Claw,18,18,1.0,100%,19.72,19.72,355,3,6.57,6.57
Aveuglement,Incapacitor,18,18,1.0,100%,18.0,18.0,324,3,6.0,6.0
Assistance Divine,Sacred Help,15,18,0.83,83%,20.0,16.67,300,2,10.0,8.34
Mental d'Acier,Steel Aura,12,18,0.67,67%,18.0,12.0,216,2,9.0,6.0
Faux,Scythe,18,18,1.0,100%,10.22,10.22,184,3,3.41,3.41
Chasseur de Bêtes,Beast Hunter,10,18,0.56,56%,18.0,10.0,180,2,9.0,5.0
Bâton de Conquête,Conquering Staff,7,18,0.39,39%,24.0,9.33,168,2,12.0,4.67
Être de Lumière,Being of Light,8,18,0.44,44%,18.0,8.0,144,1,18.0,8.0
Armure d'Obsidienne,Obsidian Battle Plate,7,18,0.39,39%,20.0,7.78,140,2,10.0,3.89
Esprit Sauvage,Wild Spirit,13,18,0.72,72%,10.0,7.22,130,0,Gratuit,Gratuit
Esprit de l'Écuyer,Spirit of the Squire,15,18,0.83,83%,8.2,6.83,123,3,2.73,2.28
Pillard Féroce,Savage Looter,6,18,0.33,33%,20.0,6.67,120,1,20.0,6.67
Instinct Sanguinaire,Bloody Instinct,8,18,0.44,44%,15.0,6.67,120,2,7.5,3.33
Tombeau Rocheux,Rock Tomb,11,18,0.61,61%,10.0,6.11,110,1,10.0,6.11
Lame Affutée,Sharp Blade,14,18,0.78,78%,6.0,4.67,84,3,2.0,1.56
Totem du Gardien,Guardian Totem,18,18,1.0,100%,3.89,3.89,70,3,1.3,1.3
Marteleur précis,Precise Hammer,3,18,0.17,17%,18.0,3.0,54,1,18.0,3.0
Décharge Élémentaire,Elemental Discharge,3,18,0.17,17%,18.0,3.0,54,1,18.0,3.0
Économe Sagesse du Trésorier,Treasurer's Wisdom,3,18,0.17,17%,17.0,2.83,51,2,8.5,1.42
Ascension Divine,Divine Ascent,2,18,0.11,11%,25.0,2.78,50,3,8.33,0.93
Œil de Lynx,Hawk's Eye,6,18,0.33,33%,8.0,2.67,48,0,Gratuit,Gratuit
Bâton Élémentaire,Earthly Staff,3,18,0.17,17%,15.0,2.5,45,0,Gratuit,Gratuit
Coup de Mort,Death Helper,4,18,0.22,22%,10.0,2.22,40,1,10.0,2.22
Sabre Versatile,Versatil Saber,3,18,0.17,17%,11.0,1.83,33,1,11.0,1.83
Chasseur d'Âmes,Soul Hunter,2,18,0.11,11%,15.0,1.67,30,1,15.0,1.67
Faux Assoiffées,Thirsty Scythes,1,18,0.06,6%,25.0,1.39,25,3,8.33,0.46
Bâton du Conquérant,Staff of Conquered Worlds,2,18,0.11,11%,11.0,1.22,22,0,Gratuit,Gratuit
Vision Céleste,Heavenly Vision,1,18,0.06,6%,22.0,1.22,22,2,11.0,0.61
Esprit omniprésent,Omnipresent Spirit,1,18,0.06,6%,18.0,1.0,18,2,9.0,0.5
Enchaînement Éclair,Unstoppable Lightning,1,18,0.06,6%,18.0,1.0,18,1,18.0,1.0
Danse Macabre,Dance of Death,2,18,0.11,11%,8.0,0.89,16,1,8.0,0.89
Esquive Salvatrice,Evasive Protection,1,18,0.06,6%,15.0,0.83,15,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,1,18,0.06,6%,15.0,0.83,15,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,1,18,0.06,6%,15.0,0.83,15,1,15.0,0.83
Elan de Fureur,Rampage Momentum,1,18,0.06,6%,15.0,0.83,15,2,7.5,0.41
Hache Frénétique,Berseker Ax,1,18,0.06,6%,14.0,0.78,14,2,7.0,0.39
Armure d'Immortel,Immortal Breastplate,1,18,0.06,6%,14.0,0.78,14,1,14.0,0.78
Destruction Royale,Royal Destroyer,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit
Épées Jumelles,Twin Swords,1,18,0.06,6%,10.0,0.56,10,1,10.0,0.56
Lance Doublée,Dual Spear,1,18,0.06,6%,8.0,0.44,8,0,Gratuit,Gratuit
