,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Griffes Sauvages,Wild Claw,216,216,1.0,100%,18.15,18.15,3921,3,6.05,6.05
Aveuglement,Incapacitor,216,216,1.0,100%,17.43,17.43,3765,3,5.81,5.81
Assistance Divine,Sacred Help,174,216,0.81,81%,20.0,16.11,3480,2,10.0,8.05
Faux,Scythe,216,216,1.0,100%,9.31,9.31,2011,3,3.1,3.1
Chasseur de Bêtes,Beast Hunter,110,216,0.51,51%,18.0,9.17,1980,2,9.0,4.58
Esprit de l'Écuyer,Spirit of the Squire,192,216,0.89,89%,9.81,8.72,1884,3,3.27,2.91
Lame Affutée,Sharp Blade,192,216,0.89,89%,9.77,8.68,1875,3,3.26,2.89
Armure d'Obsidienne,Obsidian Battle Plate,90,216,0.42,42%,20.0,8.33,1800,2,10.0,4.17
Tombeau Rocheux,Rock Tomb,172,216,0.8,80%,10.0,7.96,1720,1,10.0,7.96
Pillard Féroce,Savage Looter,84,216,0.39,39%,20.0,7.78,1680,1,20.0,7.78
Être de Lumière,Being of Light,89,216,0.41,41%,18.0,7.42,1602,1,18.0,7.42
Mental d'Acier,Steel Aura,83,216,0.38,38%,18.0,6.92,1494,2,9.0,3.46
Bâton de Conquête,Conquering Staff,62,216,0.29,29%,24.0,6.89,1488,2,12.0,3.44
Décharge Élémentaire,Elemental Discharge,77,216,0.36,36%,18.0,6.42,1386,1,18.0,6.42
Esprit Sauvage,Wild Spirit,122,216,0.56,56%,10.0,5.65,1220,0,Gratuit,Gratuit
Totem du Gardien,Guardian Totem,216,216,1.0,100%,3.93,3.93,848,3,1.31,1.31
Coup de Mort,Death Helper,77,216,0.36,36%,10.0,3.56,770,1,10.0,3.56
Sabre Versatile,Versatil Saber,70,216,0.32,32%,11.0,3.56,770,1,11.0,3.56
Elan de Fureur,Rampage Momentum,48,216,0.22,22%,15.0,3.33,720,2,7.5,1.67
Épée Obscure,Swords of Darkness,47,216,0.22,22%,15.0,3.26,705,1,15.0,3.26
Instinct Sanguinaire,Bloody Instinct,44,216,0.2,20%,15.0,3.06,660,2,7.5,1.53
Économe Sagesse du Trésorier,Treasurer's Wisdom,38,216,0.18,18%,17.0,2.99,646,2,8.5,1.5
Épées Jumelles,Twin Swords,47,216,0.22,22%,12.77,2.78,600,1,12.77,2.78
Esprit omniprésent,Omnipresent Spirit,33,216,0.15,15%,18.0,2.75,594,2,9.0,1.38
Danse Macabre,Dance of Death,73,216,0.34,34%,8.0,2.7,584,1,8.0,2.7
Marteleur précis,Precise Hammer,32,216,0.15,15%,18.0,2.67,576,1,18.0,2.67
Œil de Lynx,Hawk's Eye,70,216,0.32,32%,8.0,2.59,560,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,34,216,0.16,16%,15.0,2.36,510,0,Gratuit,Gratuit
Armure d'Immortel,Immortal Breastplate,36,216,0.17,17%,14.0,2.33,504,1,14.0,2.33
Enchaînement Éclair,Unstoppable Lightning,28,216,0.13,13%,18.0,2.33,504,1,18.0,2.33
Bâton du Conquérant,Staff of Conquered Worlds,42,216,0.19,19%,11.0,2.14,462,0,Gratuit,Gratuit
Le Croque-mort,The Undertaker,28,216,0.13,13%,14.0,1.81,392,1,14.0,1.81
Bâton Élémentaire,Earthly Staff,24,216,0.11,11%,15.0,1.67,360,0,Gratuit,Gratuit
Aura Légendaire,Legend Aura,9,216,0.04,4%,40.0,1.67,360,3,13.33,0.56
