,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Griffes Sauvages,Wild Claw,26,26,1.0,100%,18.69,18.69,486,3,6.23,6.23
Aveuglement,Incapacitor,26,26,1.0,100%,16.5,16.5,429,3,5.5,5.5
Assistance Divine,Sacred Help,20,26,0.77,77%,20.0,15.38,400,2,10.0,7.69
Chasseur de Bêtes,Beast Hunter,19,26,0.73,73%,18.0,13.15,342,2,9.0,6.58
Lame Affutée,Sharp Blade,25,26,0.96,96%,13.08,12.58,327,3,4.36,4.19
Armure d'Obsidienne,Obsidian Battle Plate,15,26,0.58,58%,20.0,11.54,300,2,10.0,5.77
Pillard Féroce,Savage Looter,14,26,0.54,54%,20.0,10.77,280,1,20.0,10.77
Esprit de l'Écuyer,Spirit of the Squire,26,26,1.0,100%,10.27,10.27,267,3,3.42,3.42
Faux,Scythe,26,26,1.0,100%,9.62,9.62,250,3,3.21,3.21
Tombeau Rocheux,Rock Tomb,23,26,0.88,88%,10.0,8.85,230,1,10.0,8.85
Être de Lumière,Being of Light,11,26,0.42,42%,18.0,7.62,198,1,18.0,7.62
Sabre Versatile,Versatil Saber,15,26,0.58,58%,11.0,6.35,165,1,11.0,6.35
Elan de Fureur,Rampage Momentum,11,26,0.42,42%,15.0,6.35,165,2,7.5,3.17
Esprit Sauvage,Wild Spirit,16,26,0.62,62%,10.0,6.15,160,0,Gratuit,Gratuit
Mental d'Acier,Steel Aura,8,26,0.31,31%,18.0,5.54,144,2,9.0,2.77
Décharge Élémentaire,Elemental Discharge,8,26,0.31,31%,18.0,5.54,144,1,18.0,5.54
Danse Macabre,Dance of Death,16,26,0.62,62%,8.0,4.92,128,1,8.0,4.92
Épée Obscure,Swords of Darkness,8,26,0.31,31%,15.0,4.62,120,1,15.0,4.62
Épées Jumelles,Twin Swords,8,26,0.31,31%,15.0,4.62,120,1,15.0,4.62
Bâton de Conquête,Conquering Staff,5,26,0.19,19%,24.0,4.62,120,2,12.0,2.31
Économe Sagesse du Trésorier,Treasurer's Wisdom,6,26,0.23,23%,17.0,3.92,102,2,8.5,1.96
Le Croque-mort,The Undertaker,7,26,0.27,27%,14.0,3.77,98,1,14.0,3.77
Armure d'Immortel,Immortal Breastplate,7,26,0.27,27%,14.0,3.77,98,1,14.0,3.77
Coup de Mort,Death Helper,9,26,0.35,35%,10.0,3.46,90,1,10.0,3.46
Enchaînement Éclair,Unstoppable Lightning,5,26,0.19,19%,18.0,3.46,90,1,18.0,3.46
Totem du Gardien,Guardian Totem,26,26,1.0,100%,3.23,3.23,84,3,1.08,1.08
Force Divine,Divine Impetu,7,26,0.27,27%,11.0,2.96,77,0,Gratuit,Gratuit
Hache Frénétique,Berseker Ax,5,26,0.19,19%,14.0,2.69,70,2,7.0,1.34
Œil de Lynx,Hawk's Eye,8,26,0.31,31%,8.0,2.46,64,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,4,26,0.15,15%,16.0,2.46,64,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,4,26,0.15,15%,15.0,2.31,60,2,7.5,1.16
Lance Triplée,Triple Spear,2,26,0.08,8%,30.0,2.31,60,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,6,26,0.23,23%,10.0,2.31,60,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,4,26,0.15,15%,15.0,2.31,60,0,Gratuit,Gratuit
Esquive Salvatrice,Evasive Protection,4,26,0.15,15%,15.0,2.31,60,0,Gratuit,Gratuit
Triple Météore,Trimeteor,2,26,0.08,8%,30.0,2.31,60,0,Gratuit,Gratuit
Bâton du Conquérant,Staff of Conquered Worlds,5,26,0.19,19%,11.0,2.12,55,0,Gratuit,Gratuit
Marteleur précis,Precise Hammer,3,26,0.12,12%,18.0,2.08,54,1,18.0,2.08
Lance Doublée,Dual Spear,6,26,0.23,23%,8.0,1.85,48,0,Gratuit,Gratuit
Aura Légendaire,Legend Aura,1,26,0.04,4%,40.0,1.54,40,3,13.33,0.51
Esprit omniprésent,Omnipresent Spirit,2,26,0.08,8%,18.0,1.38,36,2,9.0,0.69
Bâton Élémentaire,Earthly Staff,2,26,0.08,8%,15.0,1.15,30,0,Gratuit,Gratuit
Ascension Divine,Divine Ascent,1,26,0.04,4%,25.0,0.96,25,3,8.33,0.32
Vision Céleste,Heavenly Vision,1,26,0.04,4%,22.0,0.85,22,2,11.0,0.42
Parchemin Secret,Secret Scroll,1,26,0.04,4%,18.0,0.69,18,2,9.0,0.34
Le Traqueur,The Stalker,1,26,0.04,4%,18.0,0.69,18,3,6.0,0.23
Frappe Chirurgicale,Accurate Sword,1,26,0.04,4%,16.0,0.62,16,1,16.0,0.62
Chasseur d'Âmes,Soul Hunter,1,26,0.04,4%,15.0,0.58,15,1,15.0,0.58
Désintégrateur Magnétique,Magnetic Disintegrator,1,26,0.04,4%,11.0,0.42,11,0,Gratuit,Gratuit
