,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Griffes Sauvages,Wild Claw,29,29,1.0,100%,19.07,19.07,553,3,6.36,6.36
Assistance Divine,Sacred Help,26,29,0.9,90%,20.0,17.93,520,2,10.0,8.96
Lame Affutée,Sharp Blade,28,29,0.97,97%,15.11,14.59,423,3,5.04,4.86
Pillard Féroce,Savage Looter,20,29,0.69,69%,20.0,13.79,400,1,20.0,13.79
Chasseur de Bêtes,Beast Hunter,22,29,0.76,76%,18.0,13.66,396,2,9.0,6.83
Armure d'Obsidienne,Obsidian Battle Plate,19,29,0.66,66%,20.0,13.1,380,2,10.0,6.55
Aveuglement,Incapacitor,29,29,1.0,100%,12.41,12.41,360,3,4.14,4.14
Être de Lumière,Being of Light,18,29,0.62,62%,18.0,11.17,324,1,18.0,11.17
Esprit de l'Écuyer,Spirit of the Squire,27,29,0.93,93%,11.67,10.86,315,3,3.89,3.62
Faux,Scythe,29,29,1.0,100%,9.48,9.48,275,3,3.16,3.16
Décharge Élémentaire,Elemental Discharge,15,29,0.52,52%,18.0,9.31,270,1,18.0,9.31
Tombeau Rocheux,Rock Tomb,27,29,0.93,93%,10.0,9.31,270,1,10.0,9.31
Elan de Fureur,Rampage Momentum,17,29,0.59,59%,15.0,8.79,255,2,7.5,4.39
Enchaînement Éclair,Unstoppable Lightning,12,29,0.41,41%,18.0,7.45,216,1,18.0,7.45
Mental d'Acier,Steel Aura,12,29,0.41,41%,18.0,7.45,216,2,9.0,3.73
Esprit Sauvage,Wild Spirit,21,29,0.72,72%,10.0,7.24,210,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,14,29,0.48,48%,15.0,7.24,210,1,15.0,7.24
Sabre Versatile,Versatil Saber,19,29,0.66,66%,11.0,7.21,209,1,11.0,7.21
Esprit omniprésent,Omnipresent Spirit,10,29,0.34,34%,18.0,6.21,180,2,9.0,3.1
Épées Jumelles,Twin Swords,14,29,0.48,48%,12.86,6.21,180,1,12.86,6.21
Danse Macabre,Dance of Death,20,29,0.69,69%,8.0,5.52,160,1,8.0,5.52
Aura Légendaire,Legend Aura,4,29,0.14,14%,40.0,5.52,160,3,13.33,1.84
Armure d'Immortel,Immortal Breastplate,11,29,0.38,38%,14.0,5.31,154,1,14.0,5.31
Économe Sagesse du Trésorier,Treasurer's Wisdom,9,29,0.31,31%,17.0,5.28,153,2,8.5,2.64
Coup de Mort,Death Helper,15,29,0.52,52%,10.0,5.17,150,1,10.0,5.17
Instinct Sanguinaire,Bloody Instinct,10,29,0.34,34%,15.0,5.17,150,2,7.5,2.58
Le Croque-mort,The Undertaker,9,29,0.31,31%,14.0,4.34,126,1,14.0,4.34
Esquive Salvatrice,Evasive Protection,8,29,0.28,28%,15.0,4.14,120,0,Gratuit,Gratuit
Hache Frénétique,Berseker Ax,8,29,0.28,28%,14.0,3.86,112,2,7.0,1.93
Totem du Gardien,Guardian Totem,29,29,1.0,100%,3.48,3.48,101,3,1.16,1.16
Triple Météore,Trimeteor,3,29,0.1,10%,30.0,3.1,90,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,6,29,0.21,21%,15.0,3.1,90,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,9,29,0.31,31%,10.0,3.1,90,0,Gratuit,Gratuit
Marteleur précis,Precise Hammer,5,29,0.17,17%,18.0,3.1,90,1,18.0,3.1
Force Divine,Divine Impetu,8,29,0.28,28%,11.0,3.03,88,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,10,29,0.34,34%,8.0,2.76,80,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,3,29,0.1,10%,20.0,2.07,60,0,Gratuit,Gratuit
Explosion Arcanique,Arcane Explosive,5,29,0.17,17%,12.0,2.07,60,1,12.0,2.07
Désintégrateur Magnétique,Magnetic Disintegrator,5,29,0.17,17%,11.0,1.9,55,0,Gratuit,Gratuit
Bâton de Conquête,Conquering Staff,2,29,0.07,7%,24.0,1.66,48,2,12.0,0.83
Œil de Lynx,Hawk's Eye,6,29,0.21,21%,8.0,1.66,48,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,4,29,0.14,14%,11.0,1.52,44,0,Gratuit,Gratuit
Parchemin Secret,Secret Scroll,2,29,0.07,7%,18.0,1.24,36,2,9.0,0.62
Bâton du Conquérant,Staff of Conquered Worlds,3,29,0.1,10%,11.0,1.14,33,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,2,29,0.07,7%,16.0,1.1,32,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,2,29,0.07,7%,15.0,1.03,30,1,15.0,1.03
Amulette Omnisciente,Omnipresent Amulet,2,29,0.07,7%,11.0,0.76,22,0,Gratuit,Gratuit
Le Marionnettiste,The Puppeteer,1,29,0.03,3%,20.0,0.69,20,2,10.0,0.34
Esprit Guerrier,Spirit of the Warrior,1,29,0.03,3%,16.0,0.55,16,1,16.0,0.55
Adrénaline Arcanique,Arcane Adrenaline,1,29,0.03,3%,16.0,0.55,16,1,16.0,0.55
Bâton Élémentaire,Earthly Staff,1,29,0.03,3%,15.0,0.52,15,0,Gratuit,Gratuit
Couronne du Roi Nain,Crown of the Dwarf King,1,29,0.03,3%,13.0,0.45,13,0,Gratuit,Gratuit
