,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Assistance Divine,Sacred Help,20,21,0.95,95%,20.0,19.05,400,2,10.0,9.53
Aveuglement,Incapacitor,21,21,1.0,100%,16.57,16.57,348,3,5.52,5.52
Griffes Sauvages,Wild Claw,21,21,1.0,100%,16.14,16.14,339,3,5.38,5.38
Esprit de l'Écuyer,Spirit of the Squire,19,21,0.9,90%,9.63,8.71,183,3,3.21,2.9
Faux,Scythe,21,21,1.0,100%,8.19,8.19,172,3,2.73,2.73
Mental d'Acier,Steel Aura,9,21,0.43,43%,18.0,7.71,162,2,9.0,3.85
Tombeau Rocheux,Rock Tomb,16,21,0.76,76%,10.0,7.62,160,1,10.0,7.62
Être de Lumière,Being of Light,8,21,0.38,38%,18.0,6.86,144,1,18.0,6.86
Bâton de Conquête,Conquering Staff,6,21,0.29,29%,24.0,6.86,144,2,12.0,3.43
Décharge Élémentaire,Elemental Discharge,8,21,0.38,38%,18.0,6.86,144,1,18.0,6.86
Lame Affutée,Sharp Blade,19,21,0.9,90%,6.0,5.43,114,3,2.0,1.81
Marteleur précis,Precise Hammer,5,21,0.24,24%,18.0,4.29,90,1,18.0,4.29
Armure d'Obsidienne,Obsidian Battle Plate,4,21,0.19,19%,20.0,3.81,80,2,10.0,1.91
Pillard Féroce,Savage Looter,4,21,0.19,19%,20.0,3.81,80,1,20.0,3.81
Esprit Sauvage,Wild Spirit,8,21,0.38,38%,10.0,3.81,80,0,Gratuit,Gratuit
Coup de Mort,Death Helper,7,21,0.33,33%,10.0,3.33,70,1,10.0,3.33
Totem du Gardien,Guardian Totem,21,21,1.0,100%,3.1,3.1,65,3,1.03,1.03
Esprit omniprésent,Omnipresent Spirit,3,21,0.14,14%,18.0,2.57,54,2,9.0,1.28
Œil de Lynx,Hawk's Eye,6,21,0.29,29%,8.0,2.29,48,0,Gratuit,Gratuit
Bâton du Conquérant,Staff of Conquered Worlds,4,21,0.19,19%,11.0,2.1,44,0,Gratuit,Gratuit
Économe Sagesse du Trésorier,Treasurer's Wisdom,2,21,0.1,10%,17.0,1.62,34,2,8.5,0.81
Amulette Omnisciente,Omnipresent Amulet,3,21,0.14,14%,11.0,1.57,33,0,Gratuit,Gratuit
Sabre Versatile,Versatil Saber,3,21,0.14,14%,11.0,1.57,33,1,11.0,1.57
Soif de Sang,Thirsty Dagger,2,21,0.1,10%,15.0,1.43,30,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,2,21,0.1,10%,15.0,1.43,30,1,15.0,1.43
Bâton Élémentaire,Earthly Staff,2,21,0.1,10%,15.0,1.43,30,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,2,21,0.1,10%,15.0,1.43,30,2,7.5,0.71
Hache Frénétique,Berseker Ax,2,21,0.1,10%,14.0,1.33,28,2,7.0,0.67
Ascension Divine,Divine Ascent,1,21,0.05,5%,25.0,1.19,25,3,8.33,0.4
Force Divine,Divine Impetu,2,21,0.1,10%,11.0,1.05,22,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,2,21,0.1,10%,11.0,1.05,22,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,2,21,0.1,10%,11.0,1.05,22,0,Gratuit,Gratuit
Chasseur de Bêtes,Beast Hunter,1,21,0.05,5%,18.0,0.86,18,2,9.0,0.43
Masse de Siège,Siege Mace,1,21,0.05,5%,16.0,0.76,16,0,Gratuit,Gratuit
Armure d'Immortel,Immortal Breastplate,1,21,0.05,5%,14.0,0.67,14,1,14.0,0.67
Le Croque-mort,The Undertaker,1,21,0.05,5%,14.0,0.67,14,1,14.0,0.67
Danse Macabre,Dance of Death,1,21,0.05,5%,8.0,0.38,8,1,8.0,0.38
