,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Aveuglement,Incapacitor,25,25,1.0,100%,22.2,22.2,555,3,7.4,7.4
Griffes Sauvages,Wild Claw,25,25,1.0,100%,17.2,17.2,430,3,5.73,5.73
Assistance Divine,Sacred Help,20,25,0.8,80%,20.0,16.0,400,2,10.0,8.0
Bâton de Conquête,Conquering Staff,13,25,0.52,52%,24.0,12.48,312,2,12.0,6.24
Chasseur de Bêtes,Beast Hunter,17,25,0.68,68%,18.0,12.24,306,2,9.0,6.12
Esprit de l'Écuyer,Spirit of the Squire,23,25,0.92,92%,12.65,11.64,291,3,4.22,3.88
Lame Affutée,Sharp Blade,24,25,0.96,96%,11.38,10.92,273,3,3.79,3.64
Pillard Féroce,Savage Looter,12,25,0.48,48%,20.0,9.6,240,1,20.0,9.6
Être de Lumière,Being of Light,13,25,0.52,52%,18.0,9.36,234,1,18.0,9.36
Faux,Scythe,25,25,1.0,100%,9.08,9.08,227,3,3.03,3.03
Armure d'Obsidienne,Obsidian Battle Plate,11,25,0.44,44%,20.0,8.8,220,2,10.0,4.4
Tombeau Rocheux,Rock Tomb,21,25,0.84,84%,10.0,8.4,210,1,10.0,8.4
Décharge Élémentaire,Elemental Discharge,9,25,0.36,36%,18.0,6.48,162,1,18.0,6.48
Épées Jumelles,Twin Swords,10,25,0.4,40%,15.0,6.0,150,1,15.0,6.0
Épée Obscure,Swords of Darkness,10,25,0.4,40%,15.0,6.0,150,1,15.0,6.0
Mental d'Acier,Steel Aura,8,25,0.32,32%,18.0,5.76,144,2,9.0,2.88
Elan de Fureur,Rampage Momentum,9,25,0.36,36%,15.0,5.4,135,2,7.5,2.7
Esprit Sauvage,Wild Spirit,13,25,0.52,52%,10.0,5.2,130,0,Gratuit,Gratuit
Coup de Mort,Death Helper,13,25,0.52,52%,10.0,5.2,130,1,10.0,5.2
Sabre Versatile,Versatil Saber,11,25,0.44,44%,11.0,4.84,121,1,11.0,4.84
Œil de Lynx,Hawk's Eye,14,25,0.56,56%,8.0,4.48,112,0,Gratuit,Gratuit
Bâton du Conquérant,Staff of Conquered Worlds,9,25,0.36,36%,11.0,3.96,99,0,Gratuit,Gratuit
Hache Frénétique,Berseker Ax,7,25,0.28,28%,14.0,3.92,98,2,7.0,1.96
Danse Macabre,Dance of Death,12,25,0.48,48%,8.0,3.84,96,1,8.0,3.84
Totem du Gardien,Guardian Totem,25,25,1.0,100%,3.76,3.76,94,3,1.25,1.25
Aura Légendaire,Legend Aura,2,25,0.08,8%,40.0,3.2,80,3,13.33,1.07
Instinct Sanguinaire,Bloody Instinct,5,25,0.2,20%,15.0,3.0,75,2,7.5,1.5
Marteleur précis,Precise Hammer,4,25,0.16,16%,18.0,2.88,72,1,18.0,2.88
Enchaînement Éclair,Unstoppable Lightning,4,25,0.16,16%,18.0,2.88,72,1,18.0,2.88
Le Croque-mort,The Undertaker,5,25,0.2,20%,14.0,2.8,70,1,14.0,2.8
Armure d'Immortel,Immortal Breastplate,5,25,0.2,20%,14.0,2.8,70,1,14.0,2.8
Économe Sagesse du Trésorier,Treasurer's Wisdom,4,25,0.16,16%,17.0,2.72,68,2,8.5,1.36
Masse de Siège,Siege Mace,4,25,0.16,16%,16.0,2.56,64,0,Gratuit,Gratuit
Triple Météore,Trimeteor,2,25,0.08,8%,30.0,2.4,60,0,Gratuit,Gratuit
Esprit omniprésent,Omnipresent Spirit,3,25,0.12,12%,18.0,2.16,54,2,9.0,1.08
Lance Doublée,Dual Spear,6,25,0.24,24%,8.0,1.92,48,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,3,25,0.12,12%,15.0,1.8,45,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,4,25,0.16,16%,10.0,1.6,40,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,2,25,0.08,8%,20.0,1.6,40,0,Gratuit,Gratuit
Force Divine,Divine Impetu,3,25,0.12,12%,11.0,1.32,33,0,Gratuit,Gratuit
Bâton Élémentaire,Earthly Staff,2,25,0.08,8%,15.0,1.2,30,0,Gratuit,Gratuit
Esquive Salvatrice,Evasive Protection,2,25,0.08,8%,15.0,1.2,30,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,2,25,0.08,8%,15.0,1.2,30,1,15.0,1.2
Vision Céleste,Heavenly Vision,1,25,0.04,4%,22.0,0.88,22,2,11.0,0.44
Le Marionnettiste,The Puppeteer,1,25,0.04,4%,20.0,0.8,20,2,10.0,0.4
Parchemin Secret,Secret Scroll,1,25,0.04,4%,18.0,0.72,18,2,9.0,0.36
Le Traqueur,The Stalker,1,25,0.04,4%,18.0,0.72,18,3,6.0,0.24
Adrénaline Arcanique,Arcane Adrenaline,1,25,0.04,4%,16.0,0.64,16,1,16.0,0.64
Esprit Guerrier,Spirit of the Warrior,1,25,0.04,4%,16.0,0.64,16,1,16.0,0.64
Désintégrateur Magnétique,Magnetic Disintegrator,1,25,0.04,4%,11.0,0.44,11,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,1,25,0.04,4%,11.0,0.44,11,0,Gratuit,Gratuit
Amulette Omnisciente,Omnipresent Amulet,1,25,0.04,4%,11.0,0.44,11,0,Gratuit,Gratuit
