,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Aveuglement,Incapacitor,27,27,1.0,100%,24.22,24.22,654,3,8.07,8.07
Griffes Sauvages,Wild Claw,27,27,1.0,100%,16.67,16.67,450,3,5.56,5.56
Assistance Divine,Sacred Help,20,27,0.74,74%,20.0,14.81,400,2,10.0,7.41
Bâton de Conquête,Conquering Staff,14,27,0.52,52%,24.0,12.44,336,2,12.0,6.22
Armure d'Obsidienne,Obsidian Battle Plate,15,27,0.56,56%,20.0,11.11,300,2,10.0,5.55
Chasseur de Bêtes,Beast Hunter,16,27,0.59,59%,18.0,10.67,288,2,9.0,5.33
Pillard Féroce,Savage Looter,13,27,0.48,48%,20.0,9.63,260,1,20.0,9.63
Esprit de l'Écuyer,Spirit of the Squire,26,27,0.96,96%,9.81,9.44,255,3,3.27,3.15
Faux,Scythe,27,27,1.0,100%,8.89,8.89,240,3,2.96,2.96
Tombeau Rocheux,Rock Tomb,22,27,0.81,81%,10.0,8.15,220,1,10.0,8.15
Lame Affutée,Sharp Blade,25,27,0.93,93%,8.76,8.11,219,3,2.92,2.7
Être de Lumière,Being of Light,12,27,0.44,44%,18.0,8.0,216,1,18.0,8.0
Mental d'Acier,Steel Aura,11,27,0.41,41%,18.0,7.33,198,2,9.0,3.67
Décharge Élémentaire,Elemental Discharge,9,27,0.33,33%,18.0,6.0,162,1,18.0,6.0
Bâton du Conquérant,Staff of Conquered Worlds,12,27,0.44,44%,11.0,4.89,132,0,Gratuit,Gratuit
Esprit Sauvage,Wild Spirit,13,27,0.48,48%,10.0,4.81,130,0,Gratuit,Gratuit
Sabre Versatile,Versatil Saber,10,27,0.37,37%,11.0,4.07,110,1,11.0,4.07
Totem du Gardien,Guardian Totem,27,27,1.0,100%,3.93,3.93,106,3,1.31,1.31
Instinct Sanguinaire,Bloody Instinct,7,27,0.26,26%,15.0,3.89,105,2,7.5,1.95
Coup de Mort,Death Helper,10,27,0.37,37%,10.0,3.7,100,1,10.0,3.7
Œil de Lynx,Hawk's Eye,12,27,0.44,44%,8.0,3.56,96,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,5,27,0.19,19%,15.0,2.78,75,1,15.0,2.78
Bâton Élémentaire,Earthly Staff,5,27,0.19,19%,15.0,2.78,75,0,Gratuit,Gratuit
Esprit omniprésent,Omnipresent Spirit,4,27,0.15,15%,18.0,2.67,72,2,9.0,1.33
Danse Macabre,Dance of Death,9,27,0.33,33%,8.0,2.67,72,1,8.0,2.67
Économe Sagesse du Trésorier,Treasurer's Wisdom,4,27,0.15,15%,17.0,2.52,68,2,8.5,1.26
Soif de Sang,Thirsty Dagger,4,27,0.15,15%,15.0,2.22,60,0,Gratuit,Gratuit
Épées Jumelles,Twin Swords,5,27,0.19,19%,12.0,2.22,60,1,12.0,2.22
Armure d'Immortel,Immortal Breastplate,4,27,0.15,15%,14.0,2.07,56,1,14.0,2.07
Marteleur précis,Precise Hammer,3,27,0.11,11%,18.0,2.0,54,1,18.0,2.0
Elan de Fureur,Rampage Momentum,3,27,0.11,11%,15.0,1.67,45,2,7.5,0.83
Force Divine,Divine Impetu,4,27,0.15,15%,11.0,1.63,44,0,Gratuit,Gratuit
Enchaînement Éclair,Unstoppable Lightning,2,27,0.07,7%,18.0,1.33,36,1,18.0,1.33
Désintégrateur Magnétique,Magnetic Disintegrator,3,27,0.11,11%,11.0,1.22,33,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,3,27,0.11,11%,11.0,1.22,33,0,Gratuit,Gratuit
Esquive Salvatrice,Evasive Protection,2,27,0.07,7%,15.0,1.11,30,0,Gratuit,Gratuit
Ascension Divine,Divine Ascent,1,27,0.04,4%,25.0,0.93,25,3,8.33,0.31
Amulette Omnisciente,Omnipresent Amulet,2,27,0.07,7%,11.0,0.81,22,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,2,27,0.07,7%,8.0,0.59,16,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,1,27,0.04,4%,16.0,0.59,16,0,Gratuit,Gratuit
Esprit Guerrier,Spirit of the Warrior,1,27,0.04,4%,16.0,0.59,16,1,16.0,0.59
Le Croque-mort,The Undertaker,1,27,0.04,4%,14.0,0.52,14,1,14.0,0.52
Explosion Arcanique,Arcane Explosive,1,27,0.04,4%,12.0,0.44,12,1,12.0,0.44
