,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Aveuglement,Incapacitor,17,17,1.0,100%,23.12,23.12,393,3,7.71,7.71
Griffes Sauvages,Wild Claw,17,17,1.0,100%,15.71,15.71,267,3,5.24,5.24
Bâton de Conquête,Conquering Staff,8,17,0.47,47%,24.0,11.29,192,2,12.0,5.64
Chasseur de Bêtes,Beast Hunter,8,17,0.47,47%,18.0,8.47,144,2,9.0,4.24
Faux,Scythe,17,17,1.0,100%,7.94,7.94,135,3,2.65,2.65
Tombeau Rocheux,Rock Tomb,12,17,0.71,71%,10.0,7.06,120,1,10.0,7.06
Assistance Divine,Sacred Help,6,17,0.35,35%,20.0,7.06,120,2,10.0,3.53
Esprit de l'Écuyer,Spirit of the Squire,15,17,0.88,88%,7.4,6.53,111,3,2.47,2.18
Bâton du Conquérant,Staff of Conquered Worlds,10,17,0.59,59%,11.0,6.47,110,0,Gratuit,Gratuit
Armure d'Obsidienne,Obsidian Battle Plate,5,17,0.29,29%,20.0,5.88,100,2,10.0,2.94
Être de Lumière,Being of Light,5,17,0.29,29%,18.0,5.29,90,1,18.0,5.29
Mental d'Acier,Steel Aura,5,17,0.29,29%,18.0,5.29,90,2,9.0,2.65
Pillard Féroce,Savage Looter,4,17,0.24,24%,20.0,4.71,80,1,20.0,4.71
Instinct Sanguinaire,Bloody Instinct,5,17,0.29,29%,15.0,4.41,75,2,7.5,2.21
Marteleur précis,Precise Hammer,4,17,0.24,24%,18.0,4.24,72,1,18.0,4.24
Esprit Sauvage,Wild Spirit,7,17,0.41,41%,10.0,4.12,70,0,Gratuit,Gratuit
Lame Affutée,Sharp Blade,12,17,0.71,71%,5.5,3.88,66,3,1.83,1.29
Coup de Mort,Death Helper,6,17,0.35,35%,10.0,3.53,60,1,10.0,3.53
Totem du Gardien,Guardian Totem,17,17,1.0,100%,3.35,3.35,57,3,1.12,1.12
Œil de Lynx,Hawk's Eye,7,17,0.41,41%,8.0,3.29,56,0,Gratuit,Gratuit
Esprit omniprésent,Omnipresent Spirit,3,17,0.18,18%,18.0,3.18,54,2,9.0,1.59
Décharge Élémentaire,Elemental Discharge,2,17,0.12,12%,18.0,2.12,36,1,18.0,2.12
Bâton Élémentaire,Earthly Staff,2,17,0.12,12%,15.0,1.76,30,0,Gratuit,Gratuit
Sabre Versatile,Versatil Saber,2,17,0.12,12%,11.0,1.29,22,1,11.0,1.29
Économe Sagesse du Trésorier,Treasurer's Wisdom,1,17,0.06,6%,17.0,1.0,17,2,8.5,0.5
Masse de Siège,Siege Mace,1,17,0.06,6%,16.0,0.94,16,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,1,17,0.06,6%,15.0,0.88,15,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,1,17,0.06,6%,15.0,0.88,15,1,15.0,0.88
Elan de Fureur,Rampage Momentum,1,17,0.06,6%,15.0,0.88,15,2,7.5,0.44
Le Croque-mort,The Undertaker,1,17,0.06,6%,14.0,0.82,14,1,14.0,0.82
Amulette Omnisciente,Omnipresent Amulet,1,17,0.06,6%,11.0,0.65,11,0,Gratuit,Gratuit
Force Divine,Divine Impetu,1,17,0.06,6%,11.0,0.65,11,0,Gratuit,Gratuit
Danse Macabre,Dance of Death,1,17,0.06,6%,8.0,0.47,8,1,8.0,0.47
