,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,20,20,1.0,100%,17.8,17.8,356,3,5.93,5.93
Aveuglement,Incapacitor,20,20,1.0,100%,17.25,17.25,345,3,5.75,5.75
Économe Sagesse du Trésorier,Treasurer's Wisdom,17,20,0.85,85%,17.0,14.45,289,2,8.5,7.22
Lame Insatiable,Fast Furious Blade,16,20,0.8,80%,16.0,12.8,256,2,8.0,6.4
Faux Assoiffées,Thirsty Scythes,9,20,0.45,45%,25.0,11.25,225,3,8.33,3.75
Hache Frénétique,Berseker Ax,16,20,0.8,80%,14.0,11.2,224,2,7.0,5.6
Lame Affutée,Sharp Blade,18,20,0.9,90%,11.83,10.65,213,3,3.94,3.55
Armure d'Obsidienne,Obsidian Battle Plate,9,20,0.45,45%,20.0,9.0,180,2,10.0,4.5
Bâton de Conquête,Conquering Staff,7,20,0.35,35%,24.0,8.4,168,2,12.0,4.2
Esprit de l'Écuyer,Spirit of the Squire,16,20,0.8,80%,9.38,7.5,150,3,3.13,2.5
Parchemin Secret,Secret Scroll,8,20,0.4,40%,18.0,7.2,144,2,9.0,3.6
Tombeau Rocheux,Rock Tomb,13,20,0.65,65%,10.0,6.5,130,1,10.0,6.5
Griffes Démoniaques,Demon Claws,7,20,0.35,35%,17.0,5.95,119,1,17.0,5.95
Chasseresse d'Âmes,Huntress of Souls,6,20,0.3,30%,19.0,5.7,114,1,19.0,5.7
Désintégrateur Magnétique,Magnetic Disintegrator,10,20,0.5,50%,11.0,5.5,110,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,7,20,0.35,35%,15.0,5.25,105,1,15.0,5.25
Ascension Divine,Divine Ascent,4,20,0.2,20%,25.0,5.0,100,3,8.33,1.67
Destruction Royale,Royal Destroyer,9,20,0.45,45%,11.0,4.95,99,0,Gratuit,Gratuit
Explosion Arcanique,Arcane Explosive,8,20,0.4,40%,12.0,4.8,96,1,12.0,4.8
Esprit Guerrier,Spirit of the Warrior,6,20,0.3,30%,16.0,4.8,96,1,16.0,4.8
Marteleur précis,Precise Hammer,5,20,0.25,25%,18.0,4.5,90,1,18.0,4.5
Elan de Fureur,Rampage Momentum,6,20,0.3,30%,15.0,4.5,90,2,7.5,2.25
Danse Macabre,Dance of Death,11,20,0.55,55%,8.0,4.4,88,1,8.0,4.4
Totem du Gardien,Guardian Totem,20,20,1.0,100%,4.3,4.3,86,3,1.43,1.43
Armure d'Immortel,Immortal Breastplate,6,20,0.3,30%,14.0,4.2,84,1,14.0,4.2
Griffes Sauvages,Wild Claw,19,20,0.95,95%,4.37,4.15,83,3,1.46,1.38
Épées Jumelles,Twin Swords,7,20,0.35,35%,11.43,4.0,80,1,11.43,4.0
Frappe Chirurgicale,Accurate Sword,5,20,0.25,25%,16.0,4.0,80,1,16.0,4.0
Décharge Élémentaire,Elemental Discharge,4,20,0.2,20%,18.0,3.6,72,1,18.0,3.6
Coup de Mort,Death Helper,7,20,0.35,35%,10.0,3.5,70,1,10.0,3.5
Triple Météore,Trimeteor,2,20,0.1,10%,30.0,3.0,60,0,Gratuit,Gratuit
Le Croque-mort,The Undertaker,4,20,0.2,20%,14.0,2.8,56,1,14.0,2.8
Sabre Versatile,Versatil Saber,5,20,0.25,25%,11.0,2.75,55,1,11.0,2.75
Enchaînement Éclair,Unstoppable Lightning,3,20,0.15,15%,18.0,2.7,54,1,18.0,2.7
Couronne du Roi Nain,Crown of the Dwarf King,4,20,0.2,20%,13.0,2.6,52,0,Gratuit,Gratuit
Glaive Vindicatif,Large Sword of Hate,2,20,0.1,10%,20.0,2.0,40,1,20.0,2.0
Lance Triplée,Triple Spear,2,20,0.1,10%,20.0,2.0,40,0,Gratuit,Gratuit
Esprit omniprésent,Omnipresent Spirit,2,20,0.1,10%,18.0,1.8,36,2,9.0,0.9
Force Divine,Divine Impetu,3,20,0.15,15%,11.0,1.65,33,0,Gratuit,Gratuit
Masse Colossale,Colossal Mace,3,20,0.15,15%,11.0,1.65,33,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,4,20,0.2,20%,8.0,1.6,32,0,Gratuit,Gratuit
Œil de Lynx,Hawk's Eye,4,20,0.2,20%,8.0,1.6,32,0,Gratuit,Gratuit
Bâton Élémentaire,Earthly Staff,2,20,0.1,10%,15.0,1.5,30,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,3,20,0.15,15%,10.0,1.5,30,0,Gratuit,Gratuit
Bâton du Conquérant,Staff of Conquered Worlds,2,20,0.1,10%,11.0,1.1,22,0,Gratuit,Gratuit
Pillard Féroce,Savage Looter,1,20,0.05,5%,20.0,1.0,20,1,20.0,1.0
Masse de Siège,Siege Mace,1,20,0.05,5%,16.0,0.8,16,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,1,20,0.05,5%,15.0,0.75,15,2,7.5,0.38
