,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Faux,Scythe,18,18,1.0,100%,15.33,15.33,276,3,5.11,5.11
Aveuglement,Incapacitor,18,18,1.0,100%,14.83,14.83,267,3,4.94,4.94
Économe Sagesse du Trésorier,Treasurer's Wisdom,12,18,0.67,67%,17.0,11.33,204,2,8.5,5.67
Armure d'Obsidienne,Obsidian Battle Plate,10,18,0.56,56%,20.0,11.11,200,2,10.0,5.55
Faux Assoiffées,Thirsty Scythes,8,18,0.44,44%,25.0,11.11,200,3,8.33,3.7
Lame Affutée,Sharp Blade,15,18,0.83,83%,12.2,10.17,183,3,4.07,3.39
Lame Insatiable,Fast Furious Blade,10,18,0.56,56%,16.0,8.89,160,2,8.0,4.45
Hache Frénétique,Berseker Ax,11,18,0.61,61%,14.0,8.56,154,2,7.0,4.28
Chasseresse d'Âmes,Huntress of Souls,8,18,0.44,44%,19.0,8.44,152,1,19.0,8.44
Esprit de l'Écuyer,Spirit of the Squire,16,18,0.89,89%,9.38,8.33,150,3,3.13,2.78
Ascension Divine,Divine Ascent,6,18,0.33,33%,25.0,8.33,150,3,8.33,2.78
Griffes Démoniaques,Demon Claws,8,18,0.44,44%,17.0,7.56,136,1,17.0,7.56
Explosion Arcanique,Arcane Explosive,11,18,0.61,61%,12.0,7.33,132,1,12.0,7.33
Parchemin Secret,Secret Scroll,7,18,0.39,39%,18.0,7.0,126,2,9.0,3.5
Marteleur précis,Precise Hammer,7,18,0.39,39%,18.0,7.0,126,1,18.0,7.0
Épée Obscure,Swords of Darkness,8,18,0.44,44%,15.0,6.67,120,1,15.0,6.67
Épées Jumelles,Twin Swords,8,18,0.44,44%,13.75,6.11,110,1,13.75,6.11
Elan de Fureur,Rampage Momentum,6,18,0.33,33%,15.0,5.0,90,2,7.5,2.5
Tombeau Rocheux,Rock Tomb,9,18,0.5,50%,10.0,5.0,90,1,10.0,5.0
Totem du Gardien,Guardian Totem,18,18,1.0,100%,4.78,4.78,86,3,1.59,1.59
Le Croque-mort,The Undertaker,6,18,0.33,33%,14.0,4.67,84,1,14.0,4.67
Esprit Guerrier,Spirit of the Warrior,5,18,0.28,28%,16.0,4.44,80,1,16.0,4.44
Danse Macabre,Dance of Death,10,18,0.56,56%,8.0,4.44,80,1,8.0,4.44
Couronne du Roi Nain,Crown of the Dwarf King,6,18,0.33,33%,13.0,4.33,78,0,Gratuit,Gratuit
Griffes Sauvages,Wild Claw,17,18,0.94,94%,4.47,4.22,76,3,1.49,1.41
Décharge Élémentaire,Elemental Discharge,4,18,0.22,22%,18.0,4.0,72,1,18.0,4.0
Sabre Versatile,Versatil Saber,6,18,0.33,33%,11.0,3.67,66,1,11.0,3.67
Frappe Chirurgicale,Accurate Sword,4,18,0.22,22%,16.0,3.56,64,1,16.0,3.56
Glaive Vindicatif,Large Sword of Hate,3,18,0.17,17%,20.0,3.33,60,1,20.0,3.33
Coup de Mort,Death Helper,6,18,0.33,33%,10.0,3.33,60,1,10.0,3.33
Masse Colossale,Colossal Mace,5,18,0.28,28%,11.0,3.06,55,0,Gratuit,Gratuit
Bâton de Conquête,Conquering Staff,2,18,0.11,11%,24.0,2.67,48,2,12.0,1.33
Désintégrateur Magnétique,Magnetic Disintegrator,4,18,0.22,22%,11.0,2.44,44,0,Gratuit,Gratuit
Armure d'Immortel,Immortal Breastplate,3,18,0.17,17%,14.0,2.33,42,1,14.0,2.33
Aura Légendaire,Legend Aura,1,18,0.06,6%,40.0,2.22,40,3,13.33,0.74
Enchaînement Éclair,Unstoppable Lightning,2,18,0.11,11%,18.0,2.0,36,1,18.0,2.0
Force Divine,Divine Impetu,3,18,0.17,17%,11.0,1.83,33,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,3,18,0.17,17%,11.0,1.83,33,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,2,18,0.11,11%,16.0,1.78,32,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,4,18,0.22,22%,8.0,1.78,32,0,Gratuit,Gratuit
Œil de Lynx,Hawk's Eye,4,18,0.22,22%,8.0,1.78,32,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,2,18,0.11,11%,15.0,1.67,30,1,15.0,1.67
Triple Météore,Trimeteor,1,18,0.06,6%,30.0,1.67,30,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,1,18,0.06,6%,20.0,1.11,20,0,Gratuit,Gratuit
Assistance Divine,Sacred Help,1,18,0.06,6%,20.0,1.11,20,2,10.0,0.56
Épé Sainte,Holy Sword,2,18,0.11,11%,10.0,1.11,20,0,Gratuit,Gratuit
Le Marionnettiste,The Puppeteer,1,18,0.06,6%,20.0,1.11,20,2,10.0,0.56
Esprit omniprésent,Omnipresent Spirit,1,18,0.06,6%,18.0,1.0,18,2,9.0,0.5
Le Traqueur,The Stalker,1,18,0.06,6%,18.0,1.0,18,3,6.0,0.33
Instinct Sanguinaire,Bloody Instinct,1,18,0.06,6%,15.0,0.83,15,2,7.5,0.41
Esquive Salvatrice,Evasive Protection,1,18,0.06,6%,15.0,0.83,15,0,Gratuit,Gratuit
Amulette Omnisciente,Omnipresent Amulet,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit
Bâton du Conquérant,Staff of Conquered Worlds,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit
