,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Aveuglement,Incapacitor,18,18,1.0,100%,17.5,17.5,315,3,5.83,5.83
Faux,Scythe,18,18,1.0,100%,15.06,15.06,271,3,5.02,5.02
Lame Affutée,Sharp Blade,18,18,1.0,100%,13.0,13.0,234,3,4.33,4.33
Armure d'Obsidienne,Obsidian Battle Plate,10,18,0.56,56%,20.0,11.11,200,2,10.0,5.55
Bâton de Conquête,Conquering Staff,7,18,0.39,39%,24.0,9.33,168,2,12.0,4.67
Aura Légendaire,Legend Aura,4,18,0.22,22%,40.0,8.89,160,3,13.33,2.96
Lame Insatiable,Fast Furious Blade,10,18,0.56,56%,16.0,8.89,160,2,8.0,4.45
Économe Sagesse du Trésorier,Treasurer's Wisdom,9,18,0.5,50%,17.0,8.5,153,2,8.5,4.25
Faux Assoiffées,Thirsty Scythes,6,18,0.33,33%,25.0,8.33,150,3,8.33,2.78
Esprit Guerrier,Spirit of the Warrior,9,18,0.5,50%,16.0,8.0,144,1,16.0,8.0
Enchaînement Éclair,Unstoppable Lightning,7,18,0.39,39%,18.0,7.0,126,1,18.0,7.0
Épée Obscure,Swords of Darkness,8,18,0.44,44%,15.0,6.67,120,1,15.0,6.67
Frappe Chirurgicale,Accurate Sword,7,18,0.39,39%,16.0,6.22,112,1,16.0,6.22
Hache Frénétique,Berseker Ax,8,18,0.44,44%,14.0,6.22,112,2,7.0,3.11
Esprit omniprésent,Omnipresent Spirit,6,18,0.33,33%,18.0,6.0,108,2,9.0,3.0
Elan de Fureur,Rampage Momentum,7,18,0.39,39%,15.0,5.83,105,2,7.5,2.92
Le Croque-mort,The Undertaker,7,18,0.39,39%,14.0,5.44,98,1,14.0,5.44
Soif de Sang,Thirsty Dagger,6,18,0.33,33%,15.0,5.0,90,0,Gratuit,Gratuit
Triple Météore,Trimeteor,3,18,0.17,17%,30.0,5.0,90,0,Gratuit,Gratuit
Épées Jumelles,Twin Swords,8,18,0.44,44%,11.25,5.0,90,1,11.25,5.0
Parchemin Secret,Secret Scroll,5,18,0.28,28%,18.0,5.0,90,2,9.0,2.5
Esprit de l'Écuyer,Spirit of the Squire,14,18,0.78,78%,6.21,4.83,87,3,2.07,1.61
Danse Macabre,Dance of Death,10,18,0.56,56%,8.0,4.44,80,1,8.0,4.44
Épé Sainte,Holy Sword,8,18,0.44,44%,10.0,4.44,80,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,3,18,0.17,17%,26.67,4.44,80,0,Gratuit,Gratuit
Esquive Salvatrice,Evasive Protection,5,18,0.28,28%,15.0,4.17,75,0,Gratuit,Gratuit
Explosion Arcanique,Arcane Explosive,6,18,0.33,33%,12.0,4.0,72,1,12.0,4.0
Pluie de Météorites,Meteorites,1,18,0.06,6%,70.0,3.89,70,0,Gratuit,Gratuit
Armure d'Immortel,Immortal Breastplate,5,18,0.28,28%,14.0,3.89,70,1,14.0,3.89
Totem du Gardien,Guardian Totem,18,18,1.0,100%,3.67,3.67,66,3,1.22,1.22
Sabre Versatile,Versatil Saber,6,18,0.33,33%,11.0,3.67,66,1,11.0,3.67
Masse de Siège,Siege Mace,4,18,0.22,22%,16.0,3.56,64,0,Gratuit,Gratuit
Tombeau Rocheux,Rock Tomb,6,18,0.33,33%,10.0,3.33,60,1,10.0,3.33
Pillard Féroce,Savage Looter,3,18,0.17,17%,20.0,3.33,60,1,20.0,3.33
Bâton du Conquérant,Staff of Conquered Worlds,5,18,0.28,28%,11.0,3.06,55,0,Gratuit,Gratuit
Couronne du Roi Nain,Crown of the Dwarf King,4,18,0.22,22%,13.0,2.89,52,0,Gratuit,Gratuit
Ascension Divine,Divine Ascent,2,18,0.11,11%,25.0,2.78,50,3,8.33,0.93
Lance Doublée,Dual Spear,6,18,0.33,33%,8.0,2.67,48,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,4,18,0.22,22%,11.0,2.44,44,0,Gratuit,Gratuit
Masse Colossale,Colossal Mace,4,18,0.22,22%,11.0,2.44,44,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,4,18,0.22,22%,11.0,2.44,44,0,Gratuit,Gratuit
Glaive Vindicatif,Large Sword of Hate,2,18,0.11,11%,20.0,2.22,40,1,20.0,2.22
Griffes Sauvages,Wild Claw,15,18,0.83,83%,2.67,2.22,40,3,0.89,0.74
Œil de Lynx,Hawk's Eye,5,18,0.28,28%,8.0,2.22,40,0,Gratuit,Gratuit
Chasseresse d'Âmes,Huntress of Souls,2,18,0.11,11%,19.0,2.11,38,1,19.0,2.11
Décharge Élémentaire,Elemental Discharge,2,18,0.11,11%,18.0,2.0,36,1,18.0,2.0
Marteleur précis,Precise Hammer,2,18,0.11,11%,18.0,2.0,36,1,18.0,2.0
Griffes Démoniaques,Demon Claws,2,18,0.11,11%,17.0,1.89,34,1,17.0,1.89
Instinct Sanguinaire,Bloody Instinct,2,18,0.11,11%,15.0,1.67,30,2,7.5,0.83
Le Marionnettiste,The Puppeteer,1,18,0.06,6%,20.0,1.11,20,2,10.0,0.56
Assistance Divine,Sacred Help,1,18,0.06,6%,20.0,1.11,20,2,10.0,0.56
Bâton Élémentaire,Earthly Staff,1,18,0.06,6%,15.0,0.83,15,0,Gratuit,Gratuit
Force Divine,Divine Impetu,1,18,0.06,6%,11.0,0.61,11,0,Gratuit,Gratuit
