,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Vision Céleste,Heavenly Vision,17,22,0.77,77%,22.0,17.0,374,2,11.0,8.5,7.33,5.67
Totem du Gardien,Guardian Totem,22,22,1.0,100%,16.05,16.05,353,3,5.35,5.35,4.01,4.01
Le Traqueur,The Stalker,17,22,0.77,77%,20.0,15.45,340,3,6.67,5.15,5.0,3.86
Le Visionnaire,The Visionary,17,22,0.77,77%,18.0,13.91,306,2,9.0,6.96,6.0,4.64
Esprit de l'Écuyer,Spirit of the Squire,21,22,0.95,95%,14.43,13.77,303,3,4.81,4.59,3.61,3.44
Totem Équivalent,Equivalent Totem,22,22,1.0,100%,12.05,12.05,265,2,6.03,6.03,4.02,4.02
Aveuglement,Incapacitor,22,22,1.0,100%,10.77,10.77,237,3,3.59,3.59,2.69,2.69
Œil de Lynx,Hawk's Eye,22,22,1.0,100%,10.0,10.0,220,0,Gratuit,Gratuit,10.0,10.0
Coup de Mort,Death Helper,16,22,0.73,73%,13.0,9.45,208,1,13.0,9.45,6.5,4.72
Armure d'Obsidienne,Obsidian Battle Plate,9,22,0.41,41%,20.0,8.18,180,2,10.0,4.09,6.67,2.73
Marteau Collecteur,Collecting Hammer,12,22,0.55,55%,14.58,7.95,175,2,7.29,3.98,4.86,2.65
Bâton de Conquête,Conquering Staff,6,22,0.27,27%,24.0,6.55,144,2,12.0,3.27,8.0,2.18
Amulette Omnisciente,Omnipresent Amulet,8,22,0.36,36%,15.0,5.45,120,0,Gratuit,Gratuit,15.0,5.45
Assistance Divine,Sacred Help,6,22,0.27,27%,20.0,5.45,120,2,10.0,2.73,6.67,1.82
Le Marionnettiste,The Puppeteer,5,22,0.23,23%,20.0,4.55,100,2,10.0,2.27,6.67,1.52
Bâton du Conquérant,Staff of Conquered Worlds,8,22,0.36,36%,11.0,4.0,88,0,Gratuit,Gratuit,11.0,4.0
Lame Affutée,Sharp Blade,15,22,0.68,68%,5.6,3.82,84,3,1.87,1.27,1.4,0.95
Masse de Siège,Siege Mace,5,22,0.23,23%,16.0,3.64,80,0,Gratuit,Gratuit,16.0,3.64
Sabre Versatile,Versatil Saber,7,22,0.32,32%,11.0,3.5,77,1,11.0,3.5,5.5,1.75
Force Divine,Divine Impetu,4,22,0.18,18%,15.0,2.73,60,0,Gratuit,Gratuit,15.0,2.73
Esprit omniprésent,Omnipresent Spirit,3,22,0.14,14%,18.0,2.45,54,2,9.0,1.23,6.0,0.82
Armure d'Immortel,Immortal Breastplate,3,22,0.14,14%,16.0,2.18,48,1,16.0,2.18,8.0,1.09
Hache Frénétique,Berseker Ax,3,22,0.14,14%,14.0,1.91,42,2,7.0,0.95,4.67,0.64
Chasseur d'Âmes,Soul Hunter,2,22,0.09,9%,20.0,1.82,40,1,20.0,1.82,10.0,0.91
Marteleur précis,Precise Hammer,2,22,0.09,9%,18.0,1.64,36,1,18.0,1.64,9.0,0.82
Désintégrateur Magnétique,Magnetic Disintegrator,3,22,0.14,14%,11.0,1.5,33,0,Gratuit,Gratuit,11.0,1.5
Faux,Scythe,19,22,0.86,86%,1.32,1.14,25,3,0.44,0.38,0.33,0.28
Être de Lumière,Being of Light,1,22,0.05,5%,18.0,0.82,18,1,18.0,0.82,9.0,0.41
Adrénaline Arcanique,Arcane Adrenaline,1,22,0.05,5%,16.0,0.73,16,1,16.0,0.73,8.0,0.36
Soif de Sang,Thirsty Dagger,1,22,0.05,5%,15.0,0.68,15,0,Gratuit,Gratuit,15.0,0.68
Danse Macabre,Dance of Death,1,22,0.05,5%,8.0,0.36,8,1,8.0,0.36,4.0,0.18
