,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Esprit de la Faille,Spirit of the Rift,7,9,0.78,78%,25.0,19.44,175,2,12.5,9.72,8.33,6.48
Perce-Écailles,Scale Tearer,8,9,0.89,89%,18.38,16.33,147,3,6.13,5.44,4.59,4.08
L'Oeil du Héraut,Eye of the Void,9,9,1.0,100%,12.0,12.0,108,0,Gratuit,Gratuit,12.0,12.0
Chasse au Gros,Big Worm Hunter,5,9,0.56,56%,21.0,11.67,105,3,7.0,3.89,5.25,2.92
Masque du Baron,Baron' s Mask,4,9,0.44,44%,25.0,11.11,100,2,12.5,5.55,8.33,3.7
Marteau Dévastateur,Destroyer Hammer,9,9,1.0,100%,9.78,9.78,88,2,4.89,4.89,3.26,3.26
Écailles Magiques,Magic Scales,3,9,0.33,33%,25.0,8.33,75,2,12.5,4.17,8.33,2.78
Âme de Dragon Élémentaire,Elemental Dragon Soul,3,9,0.33,33%,25.0,8.33,75,1,25.0,8.33,12.5,4.17
Marteau Conquérant,Conquest Hammer,3,9,0.33,33%,22.0,7.33,66,3,7.33,2.44,5.5,1.83
Première Ligne,First Line,7,9,0.78,78%,8.0,6.22,56,0,Gratuit,Gratuit,8.0,6.22
Protection Royale,Royal Protector,3,9,0.33,33%,17.0,5.67,51,1,17.0,5.67,8.5,2.83
Sceau Profanateur,Seal of Desecration,4,9,0.44,44%,12.0,5.33,48,2,6.0,2.67,4.0,1.78
Poigne d'Or,Golden Force,2,9,0.22,22%,23.0,5.11,46,1,23.0,5.11,11.5,2.56
Folie Meurtrière,Killer Momentum,2,9,0.22,22%,22.0,4.89,44,0,Gratuit,Gratuit,22.0,4.89
Gardien Sous-terrain,Underworld Guardian,2,9,0.22,22%,15.0,3.33,30,1,15.0,3.33,7.5,1.67
Frappes Éclair,Light Swords,1,9,0.11,11%,12.0,1.33,12,0,Gratuit,Gratuit,12.0,1.33
