,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Esprit de la Faille,Spirit of the Rift,2,3,0.67,67%,25.0,16.67,50,2,12.5,8.34,8.33,5.56
Masque du Baron,Baron' s Mask,2,3,0.67,67%,25.0,16.67,50,2,12.5,8.34,8.33,5.56
Écailles Magiques,Magic Scales,2,3,0.67,67%,25.0,16.67,50,2,12.5,8.34,8.33,5.56
Chasse au Gros,Big Worm Hunter,2,3,0.67,67%,15.0,10.0,30,3,5.0,3.33,3.75,2.5
Marteau Dévastateur,Destroyer Hammer,3,3,1.0,100%,9.33,9.33,28,2,4.67,4.67,3.11,3.11
Perce-Écailles,Scale Tearer,2,3,0.67,67%,14.0,9.33,28,3,4.67,3.11,3.5,2.33
L'Oeil du Héraut,Eye of the Void,2,3,0.67,67%,13.5,9.0,27,0,Gratuit,Gratuit,13.5,9.0
Marteau Conquérant,Conquest Hammer,1,3,0.33,33%,22.0,7.33,22,3,7.33,2.44,5.5,1.83
Protection Royale,Royal Protector,1,3,0.33,33%,17.0,5.67,17,1,17.0,5.67,8.5,2.83
Première Ligne,First Line,2,3,0.67,67%,8.0,5.33,16,0,Gratuit,Gratuit,8.0,5.33
Gardien Sous-terrain,Underworld Guardian,1,3,0.33,33%,15.0,5.0,15,1,15.0,5.0,7.5,2.5
Frappes Éclair,Light Swords,1,3,0.33,33%,12.0,4.0,12,0,Gratuit,Gratuit,12.0,4.0
Sceau Profanateur,Seal of Desecration,1,3,0.33,33%,8.0,2.67,8,2,4.0,1.33,2.67,0.89
