,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Perce-Écailles,Scale Tearer,21,22,0.95,95%,21.0,20.05,441,3,7.0,6.68,5.25,5.01
Écailles Magiques,Magic Scales,17,22,0.77,77%,25.0,19.32,425,2,12.5,9.66,8.33,6.44
Esprit de la Faille,Spirit of the Rift,16,22,0.73,73%,25.0,18.18,400,2,12.5,9.09,8.33,6.06
Marteau Dévastateur,Destroyer Hammer,22,22,1.0,100%,13.82,13.82,304,2,6.91,6.91,4.61,4.61
Marteau Conquérant,Conquest Hammer,13,22,0.59,59%,22.0,13.0,286,3,7.33,4.33,5.5,3.25
Poigne d'Or,Golden Force,12,22,0.55,55%,23.0,12.55,276,1,23.0,12.55,11.5,6.28
Masque du Baron,Baron' s Mask,11,22,0.5,50%,25.0,12.5,275,2,12.5,6.25,8.33,4.17
Chasse au Gros,Big Worm Hunter,12,22,0.55,55%,21.25,11.59,255,3,7.08,3.86,5.31,2.9
L'Oeil du Héraut,Eye of the Void,17,22,0.77,77%,13.24,10.23,225,0,Gratuit,Gratuit,13.24,10.23
Protection Royale,Royal Protector,13,22,0.59,59%,17.0,10.05,221,1,17.0,10.05,8.5,5.03
Folie Meurtrière,Killer Momentum,10,22,0.45,45%,22.0,10.0,220,0,Gratuit,Gratuit,22.0,10.0
Sceau Profanateur,Seal of Desecration,13,22,0.59,59%,16.62,9.82,216,2,8.31,4.91,5.54,3.27
Gardien Sous-terrain,Underworld Guardian,12,22,0.55,55%,15.0,8.18,180,1,15.0,8.18,7.5,4.09
Âme de Dragon Élémentaire,Elemental Dragon Soul,7,22,0.32,32%,25.0,7.95,175,1,25.0,7.95,12.5,3.98
Frappes Éclair,Light Swords,12,22,0.55,55%,12.0,6.55,144,0,Gratuit,Gratuit,12.0,6.55
Première Ligne,First Line,16,22,0.73,73%,8.0,5.82,128,0,Gratuit,Gratuit,8.0,5.82
