,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Perce-Écailles,Scale Tearer,19,20,0.95,95%,16.95,16.1,322,3,5.65,5.37,4.24,4.03
Marteau Conquérant,Conquest Hammer,13,20,0.65,65%,22.0,14.3,286,3,7.33,4.77,5.5,3.58
Marteau Dévastateur,Destroyer Hammer,20,20,1.0,100%,13.8,13.8,276,2,6.9,6.9,4.6,4.6
Esprit de la Faille,Spirit of the Rift,11,20,0.55,55%,25.0,13.75,275,2,12.5,6.88,8.33,4.58
Poigne d'Or,Golden Force,11,20,0.55,55%,23.0,12.65,253,1,23.0,12.65,11.5,6.33
Masque du Baron,Baron' s Mask,10,20,0.5,50%,25.0,12.5,250,2,12.5,6.25,8.33,4.17
Écailles Magiques,Magic Scales,10,20,0.5,50%,25.0,12.5,250,2,12.5,6.25,8.33,4.17
Chasse au Gros,Big Worm Hunter,12,20,0.6,60%,18.75,11.25,225,3,6.25,3.75,4.69,2.81
Folie Meurtrière,Killer Momentum,9,20,0.45,45%,22.0,9.9,198,0,Gratuit,Gratuit,22.0,9.9
L'Oeil du Héraut,Eye of the Void,12,20,0.6,60%,15.0,9.0,180,0,Gratuit,Gratuit,15.0,9.0
Protection Royale,Royal Protector,10,20,0.5,50%,17.0,8.5,170,1,17.0,8.5,8.5,4.25
Sceau Profanateur,Seal of Desecration,13,20,0.65,65%,12.31,8.0,160,2,6.16,4.0,4.1,2.67
Première Ligne,First Line,17,20,0.85,85%,8.0,6.8,136,0,Gratuit,Gratuit,8.0,6.8
Gardien Sous-terrain,Underworld Guardian,9,20,0.45,45%,15.0,6.75,135,1,15.0,6.75,7.5,3.38
Âme de Dragon Élémentaire,Elemental Dragon Soul,5,20,0.25,25%,25.0,6.25,125,1,25.0,6.25,12.5,3.12
Frappes Éclair,Light Swords,10,20,0.5,50%,12.0,6.0,120,0,Gratuit,Gratuit,12.0,6.0
