,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Perce-Écailles,Scale Tearer,23,25,0.92,92%,19.91,18.32,458,3,6.64,6.11,4.98,4.58
Écailles Magiques,Magic Scales,16,25,0.64,64%,23.44,15.0,375,2,11.72,7.5,7.81,5.0
Masque du Baron,Baron' s Mask,14,25,0.56,56%,23.21,13.0,325,2,11.61,6.5,7.74,4.33
Marteau Dévastateur,Destroyer Hammer,24,25,0.96,96%,12.92,12.4,310,2,6.46,6.2,4.31,4.13
Chasse au Gros,Big Worm Hunter,14,25,0.56,56%,20.43,11.44,286,3,6.81,3.81,5.11,2.86
Marteau Conquérant,Conquest Hammer,12,25,0.48,48%,22.0,10.56,264,3,7.33,3.52,5.5,2.64
Âme de Dragon Élémentaire,Elemental Dragon Soul,10,25,0.4,40%,25.0,10.0,250,1,25.0,10.0,12.5,5.0
Gardien Sous-terrain,Underworld Guardian,14,25,0.56,56%,15.0,8.4,210,1,15.0,8.4,7.5,4.2
Protection Royale,Royal Protector,12,25,0.48,48%,17.0,8.16,204,1,17.0,8.16,8.5,4.08
Sceau Profanateur,Seal of Desecration,13,25,0.52,52%,15.38,8.0,200,2,7.69,4.0,5.13,2.67
Esprit de la Faille,Spirit of the Rift,8,25,0.32,32%,23.12,7.4,185,2,11.56,3.7,7.71,2.47
L'Oeil du Héraut,Eye of the Void,14,25,0.56,56%,11.86,6.64,166,0,Gratuit,Gratuit,11.86,6.64
Première Ligne,First Line,20,25,0.8,80%,8.0,6.4,160,0,Gratuit,Gratuit,8.0,6.4
Poigne d'Or,Golden Force,6,25,0.24,24%,23.0,5.52,138,1,23.0,5.52,11.5,2.76
Frappes Éclair,Light Swords,11,25,0.44,44%,12.0,5.28,132,0,Gratuit,Gratuit,12.0,5.28
Folie Meurtrière,Killer Momentum,5,25,0.2,20%,22.0,4.4,110,0,Gratuit,Gratuit,22.0,4.4
