,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Perce-Écailles,Scale Tearer,20,22,0.91,91%,16.4,14.91,328,3,5.47,4.97,4.1,3.73
Écailles Magiques,Magic Scales,14,22,0.64,64%,23.21,14.77,325,2,11.61,7.38,7.74,4.92
Masque du Baron,Baron' s Mask,13,22,0.59,59%,23.46,13.86,305,2,11.73,6.93,7.82,4.62
Esprit de la Faille,Spirit of the Rift,12,22,0.55,55%,23.33,12.73,280,2,11.66,6.37,7.78,4.24
Marteau Dévastateur,Destroyer Hammer,22,22,1.0,100%,12.73,12.73,280,2,6.37,6.37,4.24,4.24
Poigne d'Or,Golden Force,12,22,0.55,55%,23.0,12.55,276,1,23.0,12.55,11.5,6.28
Chasse au Gros,Big Worm Hunter,14,22,0.64,64%,19.5,12.41,273,3,6.5,4.14,4.88,3.1
Marteau Conquérant,Conquest Hammer,12,22,0.55,55%,22.0,12.0,264,3,7.33,4.0,5.5,3.0
Folie Meurtrière,Killer Momentum,10,22,0.45,45%,22.8,10.36,228,0,Gratuit,Gratuit,22.8,10.36
Protection Royale,Royal Protector,12,22,0.55,55%,17.0,9.27,204,1,17.0,9.27,8.5,4.63
L'Oeil du Héraut,Eye of the Void,16,22,0.73,73%,12.44,9.05,199,0,Gratuit,Gratuit,12.44,9.05
Gardien Sous-terrain,Underworld Guardian,13,22,0.59,59%,15.0,8.86,195,1,15.0,8.86,7.5,4.43
Sceau Profanateur,Seal of Desecration,12,22,0.55,55%,14.0,7.64,168,2,7.0,3.82,4.67,2.55
Première Ligne,First Line,17,22,0.77,77%,8.0,6.18,136,0,Gratuit,Gratuit,8.0,6.18
Âme de Dragon Élémentaire,Elemental Dragon Soul,5,22,0.23,23%,25.0,5.68,125,1,25.0,5.68,12.5,2.84
Frappes Éclair,Light Swords,10,22,0.45,45%,12.0,5.45,120,0,Gratuit,Gratuit,12.0,5.45
