,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Perce-Écailles,Scale Tearer,17,18,0.94,94%,16.65,15.72,283,3,5.55,5.24,4.16,3.93
Écailles Magiques,Magic Scales,11,18,0.61,61%,23.64,14.44,260,2,11.82,7.22,7.88,4.81
Marteau Dévastateur,Destroyer Hammer,18,18,1.0,100%,13.11,13.11,236,2,6.55,6.55,4.37,4.37
Marteau Conquérant,Conquest Hammer,10,18,0.56,56%,22.0,12.22,220,3,7.33,4.07,5.5,3.06
Chasse au Gros,Big Worm Hunter,11,18,0.61,61%,19.0,11.61,209,3,6.33,3.87,4.75,2.9
Masque du Baron,Baron' s Mask,9,18,0.5,50%,22.22,11.11,200,2,11.11,5.55,7.41,3.7
Esprit de la Faille,Spirit of the Rift,8,18,0.44,44%,23.12,10.28,185,2,11.56,5.14,7.71,3.43
Poigne d'Or,Golden Force,8,18,0.44,44%,23.0,10.22,184,1,23.0,10.22,11.5,5.11
Sceau Profanateur,Seal of Desecration,10,18,0.56,56%,16.0,8.89,160,2,8.0,4.45,5.33,2.96
L'Oeil du Héraut,Eye of the Void,14,18,0.78,78%,11.0,8.56,154,0,Gratuit,Gratuit,11.0,8.56
Protection Royale,Royal Protector,9,18,0.5,50%,17.0,8.5,153,1,17.0,8.5,8.5,4.25
Gardien Sous-terrain,Underworld Guardian,8,18,0.44,44%,15.0,6.67,120,1,15.0,6.67,7.5,3.33
Folie Meurtrière,Killer Momentum,4,18,0.22,22%,26.0,5.78,104,0,Gratuit,Gratuit,26.0,5.78
Âme de Dragon Élémentaire,Elemental Dragon Soul,4,18,0.22,22%,25.0,5.56,100,1,25.0,5.56,12.5,2.78
Première Ligne,First Line,12,18,0.67,67%,8.0,5.33,96,0,Gratuit,Gratuit,8.0,5.33
Frappes Éclair,Light Swords,8,18,0.44,44%,12.0,5.33,96,0,Gratuit,Gratuit,12.0,5.33
