,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Faux,Scythe,3,3,1.0,100%,13.67,13.67,41,3,4.56,4.56,3.42,3.42
Totem Équivalent,Equivalent Totem,3,3,1.0,100%,13.33,13.33,40,3,4.44,4.44,3.33,3.33
Marteau Collecteur,Collecting Hammer,2,3,0.67,67%,14.0,9.33,28,2,7.0,4.67,4.67,3.11
Faux Assoiffées,Thirsty Scythes,1,3,0.33,33%,25.0,8.33,25,3,8.33,2.78,6.25,2.08
Gantelet Impérieux,Imperious Gauntlet,1,3,0.33,33%,22.0,7.33,22,1,22.0,7.33,11.0,3.67
Aveuglement,Incapacitor,3,3,1.0,100%,7.0,7.0,21,3,2.33,2.33,1.75,1.75
Chasseresse d'Âmes,Huntress of Souls,1,3,0.33,33%,20.0,6.67,20,1,20.0,6.67,10.0,3.33
Épée Obscure,Swords of Darkness,1,3,0.33,33%,20.0,6.67,20,1,20.0,6.67,10.0,3.33
Esprit omniprésent,Omnipresent Spirit,1,3,0.33,33%,18.0,6.0,18,2,9.0,3.0,6.0,2.0
Lame Insatiable,Fast Furious Blade,1,3,0.33,33%,18.0,6.0,18,2,9.0,3.0,6.0,2.0
Griffes Démoniaques,Demon Claws,1,3,0.33,33%,17.0,5.67,17,1,17.0,5.67,8.5,2.83
Hache Frénétique,Berseker Ax,1,3,0.33,33%,16.0,5.33,16,2,8.0,2.67,5.33,1.78
Faux Parfaite,Perfect Scythe,1,3,0.33,33%,15.0,5.0,15,0,Gratuit,Gratuit,15.0,5.0
Lame Affutée,Sharp Blade,2,3,0.67,67%,6.0,4.0,12,3,2.0,1.33,1.5,1.0
Totem du Gardien,Guardian Totem,3,3,1.0,100%,2.67,2.67,8,3,0.89,0.89,0.67,0.67
Esprit de l'Écuyer,Spirit of the Squire,2,3,0.67,67%,3.0,2.0,6,3,1.0,0.67,0.75,0.5
Griffes Sauvages,Wild Claw,1,3,0.33,33%,3.0,1.0,3,3,1.0,0.33,0.75,0.25
