,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem Équivalent,Equivalent Totem,22,22,1.0,100%,16.73,16.73,368,2,8.37,8.37,5.58,5.58
Faux,Scythe,22,22,1.0,100%,15.09,15.09,332,3,5.03,5.03,3.77,3.77
Lame Affutée,Sharp Blade,18,22,0.82,82%,15.67,12.82,282,3,5.22,4.27,3.92,3.21
Armure d'Obsidienne,Obsidian Battle Plate,12,22,0.55,55%,20.0,10.91,240,2,10.0,5.46,6.67,3.64
Économe Sagesse du Trésorier,Treasurer's Wisdom,12,22,0.55,55%,17.0,9.27,204,2,8.5,4.63,5.67,3.09
Ascension Divine,Divine Ascent,8,22,0.36,36%,25.0,9.09,200,3,8.33,3.03,6.25,2.27
Faux Parfaite,Perfect Scythe,13,22,0.59,59%,15.0,8.86,195,0,Gratuit,Gratuit,15.0,8.86
Hache Frénétique,Berseker Ax,13,22,0.59,59%,14.0,8.27,182,2,7.0,4.13,4.67,2.76
Esprit de l'Écuyer,Spirit of the Squire,20,22,0.91,91%,8.85,8.05,177,3,2.95,2.68,2.21,2.01
Gantelet Impérieux,Imperious Gauntlet,5,22,0.23,23%,30.0,6.82,150,1,30.0,6.82,15.0,3.41
Aveuglement,Incapacitor,20,22,0.91,91%,6.6,6.0,132,3,2.2,2.0,1.65,1.5
Lame Insatiable,Fast Furious Blade,8,22,0.36,36%,16.0,5.82,128,2,8.0,2.91,5.33,1.94
Elan de Fureur,Rampage Momentum,8,22,0.36,36%,15.0,5.45,120,2,7.5,2.73,5.0,1.82
Aura Légendaire,Legend Aura,3,22,0.14,14%,40.0,5.45,120,3,13.33,1.82,10.0,1.36
Adrénaline Arcanique,Arcane Adrenaline,7,22,0.32,32%,16.0,5.09,112,1,16.0,5.09,8.0,2.54
Coup de Mort,Death Helper,9,22,0.41,41%,12.33,5.05,111,1,12.33,5.05,6.17,2.52
Parchemin Secret,Secret Scroll,6,22,0.27,27%,18.0,4.91,108,2,9.0,2.46,6.0,1.64
Danse Macabre,Dance of Death,13,22,0.59,59%,8.0,4.73,104,1,8.0,4.73,4.0,2.37
Épée Obscure,Swords of Darkness,6,22,0.27,27%,17.0,4.64,102,1,17.0,4.64,8.5,2.32
Astéroïde Fatal,Final Asteroid,1,22,0.05,5%,100.0,4.55,100,0,Gratuit,Gratuit,100.0,4.55
Sabre Versatile,Versatil Saber,9,22,0.41,41%,11.0,4.5,99,1,11.0,4.5,5.5,2.25
Enchaînement Éclair,Unstoppable Lightning,5,22,0.23,23%,18.0,4.09,90,1,18.0,4.09,9.0,2.04
Triple Météore,Trimeteor,3,22,0.14,14%,30.0,4.09,90,0,Gratuit,Gratuit,30.0,4.09
Totem du Gardien,Guardian Totem,17,22,0.77,77%,4.71,3.64,80,3,1.57,1.21,1.18,0.91
Assistance Divine,Sacred Help,4,22,0.18,18%,20.0,3.64,80,2,10.0,1.82,6.67,1.21
Marteau Collecteur,Collecting Hammer,8,22,0.36,36%,9.0,3.27,72,2,4.5,1.64,3.0,1.09
Pluie de Météorites,Meteorites,1,22,0.05,5%,70.0,3.18,70,0,Gratuit,Gratuit,70.0,3.18
Explosion Arcanique,Arcane Explosive,5,22,0.23,23%,12.0,2.73,60,1,12.0,2.73,6.0,1.36
Épé Sainte,Holy Sword,6,22,0.27,27%,10.0,2.73,60,0,Gratuit,Gratuit,10.0,2.73
Tombeau Rocheux,Rock Tomb,6,22,0.27,27%,10.0,2.73,60,1,10.0,2.73,5.0,1.36
Chasseresse d'Âmes,Huntress of Souls,3,22,0.14,14%,19.0,2.59,57,1,19.0,2.59,9.5,1.29
Désintégrateur Magnétique,Magnetic Disintegrator,5,22,0.23,23%,11.0,2.5,55,0,Gratuit,Gratuit,11.0,2.5
Couronne du Roi Nain,Crown of the Dwarf King,4,22,0.18,18%,13.0,2.36,52,0,Gratuit,Gratuit,13.0,2.36
Griffes Démoniaques,Demon Claws,3,22,0.14,14%,17.0,2.32,51,1,17.0,2.32,8.5,1.16
Faux Assoiffées,Thirsty Scythes,2,22,0.09,9%,25.0,2.27,50,3,8.33,0.76,6.25,0.57
Armure d'Immortel,Immortal Breastplate,3,22,0.14,14%,15.33,2.09,46,1,15.33,2.09,7.67,1.04
Être de Lumière,Being of Light,2,22,0.09,9%,18.0,1.64,36,1,18.0,1.64,9.0,0.82
Mental d'Acier,Steel Aura,2,22,0.09,9%,18.0,1.64,36,2,9.0,0.82,6.0,0.55
Chasseur d'Âmes,Soul Hunter,2,22,0.09,9%,17.5,1.59,35,1,17.5,1.59,8.75,0.8
Masse de Siège,Siege Mace,2,22,0.09,9%,16.0,1.45,32,0,Gratuit,Gratuit,16.0,1.45
Soif de Sang,Thirsty Dagger,2,22,0.09,9%,15.0,1.36,30,0,Gratuit,Gratuit,15.0,1.36
Masse Colossale,Colossal Mace,2,22,0.09,9%,13.0,1.18,26,0,Gratuit,Gratuit,13.0,1.18
Griffes Sauvages,Wild Claw,14,22,0.64,64%,1.57,1.0,22,3,0.52,0.33,0.39,0.25
Esprit omniprésent,Omnipresent Spirit,1,22,0.05,5%,18.0,0.82,18,2,9.0,0.41,6.0,0.27
Œil de Lynx,Hawk's Eye,2,22,0.09,9%,9.0,0.82,18,0,Gratuit,Gratuit,9.0,0.82
Force Divine,Divine Impetu,1,22,0.05,5%,15.0,0.68,15,0,Gratuit,Gratuit,15.0,0.68
Bâton du Conquérant,Staff of Conquered Worlds,1,22,0.05,5%,11.0,0.5,11,0,Gratuit,Gratuit,11.0,0.5
