,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Marteau Collecteur,Collecting Hammer,13,15,0.87,87%,24.23,21.0,315,2,12.12,10.5,8.08,7.0
Lame Affutée,Sharp Blade,15,15,1.0,100%,18.8,18.8,282,3,6.27,6.27,4.7,4.7
Faux,Scythe,15,15,1.0,100%,15.73,15.73,236,3,5.24,5.24,3.93,3.93
Lame Insatiable,Fast Furious Blade,13,15,0.87,87%,18.0,15.6,234,2,9.0,7.8,6.0,5.2
Totem Équivalent,Equivalent Totem,15,15,1.0,100%,15.2,15.2,228,3,5.07,5.07,3.8,3.8
Hache Frénétique,Berseker Ax,14,15,0.93,93%,16.0,14.93,224,2,8.0,7.46,5.33,4.98
Chasseresse d'Âmes,Huntress of Souls,10,15,0.67,67%,20.0,13.33,200,1,20.0,13.33,10.0,6.67
Aura Légendaire,Legend Aura,5,15,0.33,33%,40.0,13.33,200,3,13.33,4.44,10.0,3.33
Parchemin Secret,Secret Scroll,11,15,0.73,73%,18.0,13.2,198,2,9.0,6.6,6.0,4.4
Enchaînement Éclair,Unstoppable Lightning,8,15,0.53,53%,22.0,11.73,176,2,11.0,5.87,7.33,3.91
Griffes Démoniaques,Demon Claws,10,15,0.67,67%,17.0,11.33,170,1,17.0,11.33,8.5,5.67
Marteleur précis,Precise Hammer,9,15,0.6,60%,18.0,10.8,162,1,18.0,10.8,9.0,5.4
Armure d'Obsidienne,Obsidian Battle Plate,8,15,0.53,53%,20.0,10.67,160,2,10.0,5.33,6.67,3.56
Aveuglement,Incapacitor,15,15,1.0,100%,10.4,10.4,156,3,3.47,3.47,2.6,2.6
Explosion Arcanique,Arcane Explosive,13,15,0.87,87%,12.0,10.4,156,1,12.0,10.4,6.0,5.2
Elan de Fureur,Rampage Momentum,10,15,0.67,67%,15.0,10.0,150,1,15.0,10.0,7.5,5.0
Sabre Versatile,Versatil Saber,8,15,0.53,53%,18.0,9.6,144,1,18.0,9.6,9.0,4.8
Esprit Guerrier,Spirit of the Warrior,9,15,0.6,60%,16.0,9.6,144,1,16.0,9.6,8.0,4.8
Couronne du Roi Nain,Crown of the Dwarf King,11,15,0.73,73%,13.0,9.53,143,0,Gratuit,Gratuit,13.0,9.53
Épée Obscure,Swords of Darkness,7,15,0.47,47%,20.0,9.33,140,1,20.0,9.33,10.0,4.67
Épé Sainte,Holy Sword,9,15,0.6,60%,15.0,9.0,135,0,Gratuit,Gratuit,15.0,9.0
Faux Assoiffées,Thirsty Scythes,5,15,0.33,33%,25.0,8.33,125,3,8.33,2.78,6.25,2.08
Masse Colossale,Colossal Mace,8,15,0.53,53%,15.0,8.0,120,0,Gratuit,Gratuit,15.0,8.0
Danse Macabre,Dance of Death,12,15,0.8,80%,10.0,8.0,120,1,10.0,8.0,5.0,4.0
Triple Météore,Trimeteor,4,15,0.27,27%,30.0,8.0,120,0,Gratuit,Gratuit,30.0,8.0
Esprit de l'Écuyer,Spirit of the Squire,15,15,1.0,100%,7.8,7.8,117,3,2.6,2.6,1.95,1.95
Décharge Élémentaire,Elemental Discharge,5,15,0.33,33%,20.0,6.67,100,1,20.0,6.67,10.0,3.33
Pillard Féroce,Savage Looter,4,15,0.27,27%,20.0,5.33,80,1,20.0,5.33,10.0,2.67
Bâton de Conquête,Conquering Staff,3,15,0.2,20%,24.0,4.8,72,2,12.0,2.4,8.0,1.6
Pluie de Météorites,Meteorites,1,15,0.07,7%,70.0,4.67,70,0,Gratuit,Gratuit,70.0,4.67
Armure d'Immortel,Immortal Breastplate,3,15,0.2,20%,20.0,4.0,60,1,20.0,4.0,10.0,2.0
Totem du Gardien,Guardian Totem,15,15,1.0,100%,3.73,3.73,56,3,1.24,1.24,0.93,0.93
Coup de Mort,Death Helper,4,15,0.27,27%,13.0,3.47,52,1,13.0,3.47,6.5,1.74
Force Divine,Divine Impetu,3,15,0.2,20%,15.0,3.0,45,0,Gratuit,Gratuit,15.0,3.0
Griffes Sauvages,Wild Claw,13,15,0.87,87%,2.85,2.47,37,3,0.95,0.82,0.71,0.62
Faux Parfaite,Perfect Scythe,2,15,0.13,13%,15.0,2.0,30,0,Gratuit,Gratuit,15.0,2.0
Bâton du Conquérant,Staff of Conquered Worlds,2,15,0.13,13%,15.0,2.0,30,0,Gratuit,Gratuit,15.0,2.0
Ascension Divine,Divine Ascent,1,15,0.07,7%,25.0,1.67,25,3,8.33,0.56,6.25,0.42
Œil de Lynx,Hawk's Eye,3,15,0.2,20%,8.0,1.6,24,0,Gratuit,Gratuit,8.0,1.6
Gantelet Impérieux,Imperious Gauntlet,1,15,0.07,7%,22.0,1.47,22,1,22.0,1.47,11.0,0.73
Assistance Divine,Sacred Help,1,15,0.07,7%,20.0,1.33,20,2,10.0,0.67,6.67,0.44
Esprit omniprésent,Omnipresent Spirit,1,15,0.07,7%,18.0,1.2,18,2,9.0,0.6,6.0,0.4
Soif de Sang,Thirsty Dagger,1,15,0.07,7%,15.0,1.0,15,0,Gratuit,Gratuit,15.0,1.0
