,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Aveuglement,Incapacitor,9,9,1.0,100%,17.67,17.67,159,3,5.89,5.89
Faux,Scythe,9,9,1.0,100%,17.0,17.0,153,3,5.67,5.67
Faux Assoiffées,Thirsty Scythes,5,9,0.56,56%,25.0,13.89,125,3,8.33,4.63
Économe Sagesse du Trésorier,Treasurer's Wisdom,5,9,0.56,56%,17.0,9.44,85,2,8.5,4.72
Lame Insatiable,Fast Furious Blade,5,9,0.56,56%,16.0,8.89,80,2,8.0,4.45
Armure d'Obsidienne,Obsidian Battle Plate,4,9,0.44,44%,20.0,8.89,80,2,10.0,4.45
Chasseresse d'Âmes,Huntress of Souls,4,9,0.44,44%,19.0,8.44,76,1,19.0,8.44
Lame Affutée,Sharp Blade,7,9,0.78,78%,10.71,8.33,75,3,3.57,2.78
Bâton de Conquête,Conquering Staff,3,9,0.33,33%,24.0,8.0,72,2,12.0,4.0
Hache Frénétique,Berseker Ax,5,9,0.56,56%,14.0,7.78,70,2,7.0,3.89
Pluie de Météorites,Meteorites,1,9,0.11,11%,70.0,7.78,70,0,Gratuit,Gratuit
Griffes Démoniaques,Demon Claws,4,9,0.44,44%,17.0,7.56,68,1,17.0,7.56
Ascension Divine,Divine Ascent,2,9,0.22,22%,25.0,5.56,50,3,8.33,1.85
Frappe Chirurgicale,Accurate Sword,3,9,0.33,33%,16.0,5.33,48,1,16.0,5.33
Totem du Gardien,Guardian Totem,9,9,1.0,100%,5.0,5.0,45,3,1.67,1.67
Esprit de l'Écuyer,Spirit of the Squire,6,9,0.67,67%,7.0,4.67,42,3,2.33,1.56
Œil de Lynx,Hawk's Eye,5,9,0.56,56%,8.0,4.44,40,0,Gratuit,Gratuit
Esprit omniprésent,Omnipresent Spirit,2,9,0.22,22%,18.0,4.0,36,2,9.0,2.0
Danse Macabre,Dance of Death,4,9,0.44,44%,8.0,3.56,32,1,8.0,3.56
Esprit Guerrier,Spirit of the Warrior,2,9,0.22,22%,16.0,3.56,32,1,16.0,3.56
Triple Météore,Trimeteor,1,9,0.11,11%,30.0,3.33,30,0,Gratuit,Gratuit
Épée Obscure,Swords of Darkness,2,9,0.22,22%,15.0,3.33,30,1,15.0,3.33
Griffes Sauvages,Wild Claw,8,9,0.89,89%,2.5,2.22,20,3,0.83,0.74
Épées Jumelles,Twin Swords,2,9,0.22,22%,10.0,2.22,20,1,10.0,2.22
Lance Triplée,Triple Spear,1,9,0.11,11%,20.0,2.22,20,0,Gratuit,Gratuit
Glaive Vindicatif,Large Sword of Hate,1,9,0.11,11%,20.0,2.22,20,1,20.0,2.22
Parchemin Secret,Secret Scroll,1,9,0.11,11%,18.0,2.0,18,2,9.0,1.0
Elan de Fureur,Rampage Momentum,1,9,0.11,11%,15.0,1.67,15,2,7.5,0.83
Instinct Sanguinaire,Bloody Instinct,1,9,0.11,11%,15.0,1.67,15,2,7.5,0.83
Armure d'Immortel,Immortal Breastplate,1,9,0.11,11%,14.0,1.56,14,1,14.0,1.56
Le Croque-mort,The Undertaker,1,9,0.11,11%,14.0,1.56,14,1,14.0,1.56
Couronne du Roi Nain,Crown of the Dwarf King,1,9,0.11,11%,13.0,1.44,13,0,Gratuit,Gratuit
Bâton du Conquérant,Staff of Conquered Worlds,1,9,0.11,11%,11.0,1.22,11,0,Gratuit,Gratuit
Sabre Versatile,Versatil Saber,1,9,0.11,11%,11.0,1.22,11,1,11.0,1.22
Destruction Royale,Royal Destroyer,1,9,0.11,11%,11.0,1.22,11,0,Gratuit,Gratuit
Amulette Omnisciente,Omnipresent Amulet,1,9,0.11,11%,11.0,1.22,11,0,Gratuit,Gratuit
Force Divine,Divine Impetu,1,9,0.11,11%,11.0,1.22,11,0,Gratuit,Gratuit
Désintégrateur Magnétique,Magnetic Disintegrator,1,9,0.11,11%,11.0,1.22,11,0,Gratuit,Gratuit
Coup de Mort,Death Helper,1,9,0.11,11%,10.0,1.11,10,1,10.0,1.11
Tombeau Rocheux,Rock Tomb,1,9,0.11,11%,10.0,1.11,10,1,10.0,1.11
Lance Doublée,Dual Spear,1,9,0.11,11%,8.0,0.89,8,0,Gratuit,Gratuit
